TEAM_ID,PLAYER_ID,PLAYER_NAME,ROSTERSTATUS,SEASON
1610612739,1642434,Riley Minix,1,2025-26
1610612751,1631169,Josh Minott,1,2025-26
1610612740,1642274,Yves Missi,1,2025-26
1610612760,1642349,Ajay Mitchell,1,2025-26
1610612748,1630558,Davion Mitchell,1,2025-26
1610612739,1628378,Donovan Mitchell,1,2025-26
1610612739,1630596,Evan Mobley,1,2025-26
1610612761,1642367,Jonathan Mogbo,1,2025-26
1610612758,1628370,Malik Monk,1,2025-26
1610612744,1630541,Moses Moody,1,2025-26
1610612765,1631111,Wendell Moore Jr.,1,2025-26
1610612753,1631457,Alex Morales,1,2025-26
1610612763,1629630,Ja Morant,1,2025-26
1610612740,1630530,Trey Murphy III,1,2025-26
1610612740,1627749,Dejounte Murray,1,2025-26
1610612743,1627750,Jamal Murray,1,2025-26
1610612758,1631099,Keegan Murray,1,2025-26
1610612757,1631200,Kris Murray,1,2025-26
1610612761,1642867,Collin Murray-Boyles,1,2025-26
1610612762,1629004,Svi Mykhailiuk,1,2025-26
1610612749,1631250,Pete Nance,1,2025-26
1610612739,1626204,Larry Nance Jr.,1,2025-26
1610612754,1629614,Andrew Nembhard,1,2025-26
1610612742,1642948,Ryan Nembhard,1,2025-26
1610612754,1630174,Aaron Nesmith,1,2025-26
1610612737,1642854,Asa Newell,1,2025-26
1610612745,1641803,Tristen Newton,1,2025-26
1610612746,1642949,Yanic Konan Niederhäuser,1,2025-26
1610612743,1630192,Zeke Nnaji,1,2025-26
1610612762,203994,Jusuf Nurkić,1,2025-26
1610612756,1626220,Royce O'Neale,1,2025-26
1610612740,1642490,Josh Oduro,1,2025-26
1610612745,1629006,Josh Okogie,1,2025-26
1610612737,1630168,Onyeka Okongwu,1,2025-26
1610612741,1630171,Isaac Okoro,1,2025-26
1610612741,1642950,Lachlan Olbrich,1,2025-26
1610612759,203482,Kelly Olynyk,1,2025-26
1610612746,1641807,Norchad Omier,1,2025-26
1610612755,1626162,Kelly Oubre Jr.,1,2025-26
1610612744,1627780,Gary Payton II,1,2025-26
1610612740,1642877,Micah Peavy,1,2025-26
1610612746,1642951,Sean Pedulla,1,2025-26
1610612753,1642869,Noah Penda,1,2025-26
1610612754,1643007,Taelon Peter,1,2025-26
1610612750,1641763,Julian Phillips,1,2025-26
1610612743,1629618,Jalen Pickett,1,2025-26
1610612763,1630590,Scotty Pippen Jr.,1,2025-26
1610612758,1631342,Daeqwon Plowden,1,2025-26
1610612759,203486,Mason Plumlee,1,2025-26
1610612744,1641764,Brandin Podziemski,1,2025-26
1610612761,1627751,Jakob Poeltl,1,2025-26
1610612740,1629673,Jordan Poole,1,2025-26
1610612739,1641854,Craig Porter Jr.,1,2025-26
1610612749,1629645,Kevin Porter Jr.,1,2025-26
1610612751,1629008,Michael Porter Jr.,1,2025-26
1610612749,1626171,Bobby Portis Jr.,1,2025-26
1610612744,204001,Kristaps Porziņģis,1,2025-26
1610612744,1642366,Quinten Post,1,2025-26
1610612754,1630695,Micah Potter,1,2025-26
1610612742,1642967,John Poulakidas,1,2025-26
1610612751,1642962,Drake Powell,1,2025-26
1610612742,203939,Dwight Powell,1,2025-26
1610612748,1626181,Norman Powell,1,2025-26
1610612749,1627752,Taurean Prince,1,2025-26
1610612738,1630202,Payton Pritchard,1,2025-26
1610612739,1642878,Tyrese Proctor,1,2025-26
1610612763,1641765,Olivier-Maxence Prosper,1,2025-26
1610612750,1642389,Zyon Pullin,1,2025-26
1610612740,1642852,Derik Queen,1,2025-26
1610612738,1629674,Neemias Queta,1,2025-26
1610612761,1630193,Immanuel Quickley,1,2025-26
1610612750,203944,Julius Randle,1,2025-26
1610612758,1642875,Maxime Raynaud,1,2025-26
1610612747,1630559,Austin Reaves,1,2025-26
1610612765,1630194,Paul Reed,1,2025-26
1610612764,1642882,Julian Reese,1,2025-26
1610612766,1641810,Antonio Reeves,1,2025-26
1610612750,1629675,Naz Reid,1,2025-26
1610612744,1642954,Will Richard,1,2025-26
1610612741,1630208,Nick Richards,1,2025-26
1610612753,1642859,Jase Richardson,1,2025-26
1610612764,1642860,Will Riley,1,2025-26
1610612737,1642258,Zaccharie Risacher,1,2025-26
1610612765,1629130,Duncan Robinson,1,2025-26
1610612752,1629011,Mitchell Robinson,1,2025-26
1610612743,1631223,David Roddy,1,2025-26
1610612749,1631157,Ryan Rollins,1,2025-26
1610612763,1641712,Rayan Rupert,1,2025-26
1610612764,1626156,D'Angelo Russell,1,2025-26
1610612749,1642504,Cormac Ryan,1,2025-26
1610612758,1627734,Domantas Sabonis,1,2025-26
1610612766,1642275,Tidjane Salaün,1,2025-26
1610612746,1642920,Kobe Sanders,1,2025-26
1610612760,1642362,Payton Sandfort,1,2025-26
1610612744,1630611,Gui Santos,1,2025-26
1610612751,1642879,Ben Saraf,1,2025-26
1610612764,1642259,Alex Sarr,1,2025-26
1610612739,1630846,Olivier Sarr,1,2025-26
1610612765,1631204,Marcus Sasser,1,2025-26
1610612738,1631248,Baylor Scheierman,1,2025-26
1610612739,203471,Dennis Schröder,1,2025-26
1610612745,1630578,Alperen Sengun,1,2025-26
1610612762,1641729,Brice Sensabaugh,1,2025-26
1610612741,1629012,Collin Sexton,1,2025-26
1610612752,1629013,Landry Shamet,1,2025-26
1610612750,1630545,Terrence Shannon Jr,1,2025-26
1610612751,1630549,Day'Ron Sharpe,1,2025-26
1610612757,1631101,Shaedon Sharpe,1,2025-26
1610612761,1642347,Jamal Shead,1,2025-26
1610612754,1641767,Ben Sheppard,1,2025-26
1610612745,1642263,Reed Sheppard,1,2025-26
1610612738,1642917,Max Shulga,1,2025-26
1610612754,1627783,Pascal Siakam,1,2025-26
1610612741,1629014,Anfernee Simons,1,2025-26
1610612743,1642354,KJ Simpson,1,2025-26
1610612749,1630579,Jericho Sims,1,2025-26
1610612754,1641771,Jalen Slawson,1,2025-26
1610612763,1642914,Javon Small,1,2025-26
1610612747,203935,Marcus Smart,1,2025-26
1610612748,1630696,Dru Smith,1,2025-26
1610612741,1630188,Jalen Smith,1,2025-26
1610612751,1641869,Malachi Smith,1,2025-26
1610612765,1642449,Tolu Smith,1,2025-26
1610612742,1641890,Tyler Smith,1,2025-26
1610612745,1631095,Jabari Smith Jr.,1,2025-26
1610612747,1641733,Nick Smith Jr.,1,2025-26
1610612752,1631110,Jeremy Sochan,1,2025-26
1610612763,1642285,Cam Spencer,1,2025-26
1610612744,1630311,Pat Spencer,1,2025-26
1610612758,1641815,Isaiah Stevens,1,2025-26
1610612765,1630191,Isaiah Stewart,1,2025-26
1610612743,1631124,Julian Strawther,1,2025-26
1610612739,1629622,Max Strus,1,2025-26
1610612753,1630591,Jalen Suggs,1,2025-26
1610612745,1630256,Jae'Sean Tate,1,2025-26
1610612738,1628369,Jayson Tatum,1,2025-26
1610612761,202066,Garrett Temple,1,2025-26
1610612755,1631207,Dalen Terry,1,2025-26
1610612747,1642876,Adou Thiero,1,2025-26
1610612745,1641708,Amen Thompson,1,2025-26
1610612765,1641709,Ausar Thompson,1,2025-26
1610612754,1630679,Ethan Thompson,1,2025-26
1610612742,202691,Klay Thompson,1,2025-26
1610612757,1629680,Matisse Thybulle,1,2025-26
1610612766,1630214,Xavier Tillman,1,2025-26
1610612747,1631166,Drew Timme,1,2025-26
1610612739,1641772,Nae'Qwan Tomlin,1,2025-26
1610612738,1642910,John Tonje,1,2025-26
1610612760,1642260,Nikola Topić,1,2025-26
1610612754,1630167,Obi Toppin,1,2025-26
1610612752,1626157,Karl-Anthony Towns,1,2025-26
1610612751,1642849,Nolan Traore,1,2025-26
1610612749,1629018,Gary Trent Jr.,1,2025-26
1610612762,1631131,Oscar Tshiebwe,1,2025-26
1610612749,1626167,Myles Turner,1,2025-26
1610612739,1642281,Jaylon Tyson,1,2025-26
1610612743,202685,Jonas Valanciunas,1,2025-26
1610612747,1629020,Jarred Vanderbilt,1,2025-26
1610612759,1630170,Devin Vassell,1,2025-26
1610612737,1629216,Gabe Vincent,1,2025-26
1610612764,1641774,Tristan Vukcevic,1,2025-26
1610612738,202696,Nikola Vučević,1,2025-26
1610612739,1629731,Dean Wade,1,2025-26
1610612753,1630532,Franz Wagner,1,2025-26
1610612753,1629021,Moritz Wagner,1,2025-26
1610612755,1631133,Jabari Walker,1,2025-26
1610612754,1641716,Jarace Walker,1,2025-26
1610612760,1641717,Cason Wallace,1,2025-26
1610612737,1630811,Keaton Wallace,1,2025-26
1610612738,1641775,Jordan Walsh,1,2025-26
1610612761,1642266,Ja'Kobe Walter,1,2025-26
1610612748,1642276,Kel'el Ware,1,2025-26
1610612742,1629023,P.J. Washington,1,2025-26
1610612746,1631102,TyTy Washington Jr.,1,2025-26
1610612759,1630322,Lindy Waters III,1,2025-26
1610612755,1630570,Trendon Watford,1,2025-26
1610612764,1642364,Jamir Watkins,1,2025-26
1610612743,1631212,Peyton Watson,1,2025-26
1610612763,1642377,Jaylen Wells,1,2025-26
1610612759,1641705,Victor Wembanyama,1,2025-26
1610612757,1631104,Blake Wesley,1,2025-26
1610612758,201566,Russell Westbrook,1,2025-26
1610612766,1629632,Coby White,1,2025-26
1610612738,1628401,Derrick White,1,2025-26
1610612764,1641715,Cam Whitmore,1,2025-26
1610612760,1630598,Aaron Wiggins,1,2025-26
1610612748,203952,Andrew Wiggins,1,2025-26
1610612738,1642873,Amari Williams,1,2025-26
1610612742,1630314,Brandon Williams,1,2025-26
1610612762,1642262,Cody Williams,1,2025-26
1610612766,1629684,Grant Williams,1,2025-26
1610612760,1631114,Jalen Williams,1,2025-26
1610612760,1631119,Jaylin Williams,1,2025-26
1610612760,1629026,Kenrich Williams,1,2025-26
1610612756,1631109,Mark Williams,1,2025-26
1610612744,1631466,Nate Williams,1,2025-26
1610612741,1630172,Patrick Williams,1,2025-26
1610612751,1630533,Ziaire Williams,1,2025-26
1610612757,1629057,Robert Williams III,1,2025-26
1610612740,1629627,Zion Williamson,1,2025-26
1610612751,1630592,Jalen Wilson,1,2025-26
1610612751,1642874,Danny Wolf,1,2025-26
1610612741,1627824,Guerschon Yabusele,1,2025-26
1610612757,1642905,Yang Hansen,1,2025-26
1610612748,1642443,Jahmir Young,1,2025-26
1610612764,1629027,Trae Young,1,2025-26
1610612757,1642959,Chris Youngblood,1,2025-26
1610612750,1642911,Rocco Zikarsky,1,2025-26
1610612754,1627826,Ivica Zubac,1,2025-26
1610612753,1641783,Tristan da Silva,1,2025-26
