PLAYER_ID,PLAYER_NAME,TEAM_ID,OLD_SEASON,NEW_SEASON
1629019,Allonzo Trier,1610612752,2017-18,2018-19
1629152,DeVaughn Akoon-Purcell,1610612743,2017-18,2018-19
1629164,Brandon Goodwin,1610612743,2017-18,2018-19
1629118,Thomas Welsh,1610612743,2017-18,2018-19
1629020,Jarred Vanderbilt,1610612743,2017-18,2018-19
203705,Josh Magette,1610612753,2018-19,2019-20
1629724,Vic Law,1610612753,2018-19,2019-20
1628968,Brian Bowen II,1610612754,2018-19,2019-20
1629048,Goga Bitadze,1610612754,2018-19,2019-20
203460,Andre Roberson,1610612760,2018-19,2019-20
1629676,Isaiah Roby,1610612760,2018-19,2019-20
1629647,Darius Bazley,1610612760,2018-19,2019-20
1629652,Luguentz Dort,1610612760,2018-19,2019-20
1628985,Devon Hall,1610612760,2018-19,2019-20
1628987,Kevin Hervey,1610612760,2018-19,2019-20
1629605,Tacko Fall,1610612738,2018-19,2019-20
1629641,Romeo Langford,1610612738,2018-19,2019-20
1629738,Vincent Poirier,1610612738,2018-19,2019-20
1629035,Carsen Edwards,1610612738,2018-19,2019-20
1629682,Tremont Waters,1610612738,2018-19,2019-20
1629684,Grant Williams,1610612738,2018-19,2019-20
1629750,Javonte Green,1610612738,2018-19,2019-20
1629650,Moses Brown,1610612757,2018-19,2019-20
1629642,Nassir Little,1610612757,2018-19,2019-20
1629658,Jaylen Hoard,1610612757,2018-19,2019-20
1629117,Wenyen Gabriel,1610612757,2018-19,2019-20
1629651,Nic Claxton,1610612751,2018-19,2019-20
1629725,Jeremiah Martin,1610612751,2018-19,2019-20
1629743,Donta Hall,1610612751,2018-19,2019-20
1629610,DaQuan Jeffries,1610612758,2018-19,2019-20
1629713,Justin James,1610612758,2018-19,2019-20
1628450,Eric Mika,1610612758,2018-19,2019-20
1629657,Kyle Guy,1610612758,2018-19,2019-20
1629659,Talen Horton-Tucker,1610612747,2018-19,2019-20
1629719,Devontae Cacok,1610612747,2018-19,2019-20
1629631,De'Andre Hunter,1610612737,2018-19,2019-20
1628981,Bruno Fernando,1610612737,2018-19,2019-20
1629718,Charlie Brown Jr.,1610612737,2018-19,2019-20
1629629,Cam Reddish,1610612737,2018-19,2019-20
1629346,Alen Smailagic,1610612744,2018-19,2019-20
1629668,Zach Norvell Jr.,1610612744,2018-19,2019-20
202951,Jeremy Pargo,1610612744,2018-19,2019-20
1629672,Eric Paschall,1610612744,2018-19,2019-20
1629673,Jordan Poole,1610612744,2018-19,2019-20
1629065,Ky Bowman,1610612744,2018-19,2019-20
1628539,Mychal Mulder,1610612744,2018-19,2019-20
1629308,Juan Toscano-Anderson,1610612744,2018-19,2019-20
1629649,Ignas Brazdeikis,1610612752,2018-19,2019-20
1629628,RJ Barrett,1610612752,2018-19,2019-20
1629607,Jared Harper,1610612752,2018-19,2019-20
1629680,Matisse Thybulle,1610612755,2018-19,2019-20
203658,Norvel Pelle,1610612755,2018-19,2019-20
1629621,Marial Shayok,1610612755,2018-19,2019-20
1629648,Jordan Bone,1610612765,2018-19,2019-20
1629635,Sekou Doumbouya,1610612765,2018-19,2019-20
1628476,Derrick Walton Jr.,1610612765,2018-19,2019-20
1629663,Louis King,1610612765,2018-19,2019-20
1629637,Jaxson Hayes,1610612740,2018-19,2019-20
1629638,Nickeil Alexander-Walker,1610612740,2018-19,2019-20
1629740,Nicolo Melli,1610612740,2018-19,2019-20
1627982,Josh Gray,1610612740,2018-19,2019-20
1629627,Zion Williamson,1610612740,2018-19,2019-20
1629597,Zylan Cheatham,1610612740,2018-19,2019-20
1629633,Jarrett Culver,1610612750,2018-19,2019-20
1629669,Jaylen Nowell,1610612750,2018-19,2019-20
1629162,Jordan McLaughlin,1610612750,2018-19,2019-20
1629675,Naz Reid,1610612750,2018-19,2019-20
1629103,Kelan Martin,1610612750,2018-19,2019-20
1629611,Terance Mann,1610612746,2018-19,2019-20
1629662,Mfiondu Kabengele,1610612746,2018-19,2019-20
1629599,Amir Coffey,1610612746,2018-19,2019-20
1629760,Matt Mooney,1610612739,2018-19,2019-20
1629731,Dean Wade,1610612739,2018-19,2019-20
1629636,Darius Garland,1610612739,2018-19,2019-20
1629005,Malik Newman,1610612739,2018-19,2019-20
1629645,Kevin Porter Jr.,1610612739,2018-19,2019-20
1629716,Marques Bolden,1610612739,2018-19,2019-20
1629632,Coby White,1610612741,2018-19,2019-20
1627756,Denzel Valentine,1610612741,2018-19,2019-20
1629622,Max Strus,1610612741,2018-19,2019-20
1629655,Daniel Gafford,1610612741,2018-19,2019-20
1629690,Adam Mokoka,1610612741,2018-19,2019-20
1626187,Michael Frazier II,1610612745,2018-19,2019-20
1629739,William Howard,1610612745,2018-19,2019-20
1629598,Chris Clemons,1610612745,2018-19,2019-20
1629634,Brandon Clarke,1610612763,2018-19,2019-20
1629723,John Konchar,1610612763,2018-19,2019-20
1629741,Marko Guduric,1610612763,2018-19,2019-20
1629630,Ja Morant,1610612763,2018-19,2019-20
1629216,Gabe Vincent,1610612748,2018-19,2019-20
1629734,Kyle Alexander,1610612748,2018-19,2019-20
1629639,Tyler Herro,1610612748,2018-19,2019-20
1629735,Chris Silva,1610612748,2018-19,2019-20
1629644,KZ Okpala,1610612748,2018-19,2019-20
1629134,Kendrick Nunn,1610612748,2018-19,2019-20
1629667,Jalen McDaniels,1610612766,2018-19,2019-20
1628997,Caleb Martin,1610612766,2018-19,2019-20
1628998,Cody Martin,1610612766,2018-19,2019-20
1629023,P.J. Washington,1610612766,2018-19,2019-20
1629060,Rui Hachimura,1610612764,2018-19,2019-20
1627784,Jarrod Uthoff,1610612764,2018-19,2019-20
1628394,Anžejs Pasečņiks,1610612764,2018-19,2019-20
1629678,Admiral Schofield,1610612764,2018-19,2019-20
1629620,Justin Robinson,1610612764,2018-19,2019-20
1629726,Garrison Mathews,1610612764,2018-19,2019-20
203648,Thanasis Antetokounmpo,1610612749,2018-19,2019-20
1629008,Michael Porter Jr.,1610612743,2018-19,2019-20
1629626,Bol Bol,1610612743,2018-19,2019-20
1628427,Vlatko Čančar,1610612743,2018-19,2019-20
1629076,Tyler Cook,1610612743,2018-19,2019-20
1629640,Keldon Johnson,1610612759,2018-19,2019-20
1629677,Luka Samanic,1610612759,2018-19,2019-20
1629683,Quinndary Weatherspoon,1610612759,2018-19,2019-20
1627749,Dejounte Murray,1610612759,2018-19,2019-20
1629056,Terence Davis,1610612761,2018-19,2019-20
1629608,Dewan Hernandez,1610612761,2018-19,2019-20
1628778,Paul Watson,1610612761,2018-19,2019-20
1629744,Matt Thomas,1610612761,2018-19,2019-20
1629044,Shamorie Ponds,1610612761,2018-19,2019-20
1629052,Oshae Brissett,1610612761,2018-19,2019-20
1629729,Josh Reaves,1610612742,2018-19,2019-20
1628499,Antonius Cleveland,1610612742,2018-19,2019-20
204001,Kristaps Porziņģis,1610612742,2018-19,2019-20
1629730,Rayjon Tucker,1610612762,2018-19,2019-20
1629671,Miye Oni,1610612762,2018-19,2019-20
1629742,Stanton Kidd,1610612762,2018-19,2019-20
1628430,Nigel Williams-Goss,1610612762,2018-19,2019-20
1629714,Jarrell Brantley,1610612762,2018-19,2019-20
1629752,Juwan Morgan,1610612762,2018-19,2019-20
1629625,Justin Wright-Foreman,1610612762,2018-19,2019-20
1629665,Jalen Lecque,1610612756,2018-19,2019-20
1629660,Ty Jerome,1610612756,2018-19,2019-20
1629661,Cameron Johnson,1610612756,2018-19,2019-20
1629745,Tariq Owens,1610612756,2018-19,2019-20
1630211,Karim Mane,1610612753,2019-20,2020-21
1630181,R.J. Hampton,1610612753,2019-20,2020-21
1629606,Robert Franks,1610612753,2019-20,2020-21
1629962,Devin Cannady,1610612753,2019-20,2020-21
1629643,Chuma Okeke,1610612753,2019-20,2020-21
1630175,Cole Anthony,1610612753,2019-20,2020-21
1628578,Amida Brimah,1610612754,2019-20,2020-21
1630199,Cassius Stanley,1610612754,2019-20,2020-21
1630177,Theo Maledon,1610612760,2019-20,2020-21
1630466,Gabriel Deck,1610612760,2019-20,2020-21
1630221,Josh Hall,1610612760,2019-20,2020-21
203121,Darius Miller,1610612760,2019-20,2020-21
1630197,Aleksej Pokusevski,1610612760,2019-20,2020-21
1630172,Patrick Williams,1610612741,2019-20,2020-21
1629653,Devon Dotson,1610612741,2019-20,2020-21
1630216,Cassius Winston,1610612764,2019-20,2020-21
1630264,Anthony Gill,1610612764,2019-20,2020-21
1630166,Deni Avdija,1610612764,2019-20,2020-21
1630178,Tyrese Maxey,1610612755,2019-20,2020-21
1630222,Mason Jones,1610612755,2019-20,2020-21
1630194,Paul Reed,1610612755,2019-20,2020-21
1630198,Isaiah Joe,1610612755,2019-20,2020-21
1629751,Dakota Mathias,1610612755,2019-20,2020-21
1630185,Nico Mannion,1610612744,2019-20,2020-21
1630164,James Wiseman,1610612744,2019-20,2020-21
1630169,Tyrese Haliburton,1610612758,2019-20,2020-21
1630218,Robert Woodard II,1610612758,2019-20,2020-21
1630186,Jahmi'us Ramsey,1610612758,2019-20,2020-21
2760,Anderson Varejao,1610612739,2019-20,2020-21
1629685,Dylan Windler,1610612739,2019-20,2020-21
1630171,Isaac Okoro,1610612739,2019-20,2020-21
1630205,Lamar Stevens,1610612739,2019-20,2020-21
1630271,Brodric Thomas,1610612739,2019-20,2020-21
1630162,Anthony Edwards,1610612750,2019-20,2020-21
1630204,Ashton Hagans,1610612750,2019-20,2020-21
1630183,Jaden McDaniels,1610612750,2019-20,2020-21
1630193,Immanuel Quickley,1610612752,2019-20,2020-21
1630167,Obi Toppin,1610612752,2019-20,2020-21
1630206,Jay Scrubb,1610612746,2019-20,2020-21
1630187,Daniel Oturu,1610612746,2019-20,2020-21
202326,DeMarcus Cousins,1610612746,2019-20,2020-21
1630238,Malik Fitts,1610612746,2019-20,2020-21
1630173,Precious Achiuwa,1610612748,2019-20,2020-21
1629833,Keljin Blevins,1610612757,2019-20,2020-21
1629604,CJ Elleby,1610612757,2019-20,2020-21
1630214,Xavier Tillman,1610612763,2019-20,2020-21
1630217,Desmond Bane,1610612763,2019-20,2020-21
1630253,Sean McDermott,1610612763,2019-20,2020-21
1629007,Jontay Porter,1610612763,2019-20,2020-21
1629681,Killian Tillie,1610612763,2019-20,2020-21
1630179,Tyrell Terry,1610612742,2019-20,2020-21
1630189,Tyler Bey,1610612742,2019-20,2020-21
1630182,Josh Green,1610612742,2019-20,2020-21
1630207,Nate Hinton,1610612742,2019-20,2020-21
1630234,Ty-Shon Alexander,1610612756,2019-20,2020-21
1630188,Jalen Smith,1610612756,2019-20,2020-21
1628419,Cameron Oliver,1610612745,2019-20,2020-21
1629034,Ray Spalding,1610612745,2019-20,2020-21
1630256,Jae'Sean Tate,1610612745,2019-20,2020-21
202322,John Wall,1610612745,2019-20,2020-21
1629717,Armoni Brooks,1610612745,2019-20,2020-21
1630231,KJ Martin,1610612745,2019-20,2020-21
1629244,Cam Reynolds,1610612745,2019-20,2020-21
1630237,Anthony Lamb,1610612745,2019-20,2020-21
1630208,Nick Richards,1610612766,2019-20,2020-21
1630176,Vernon Carey Jr.,1610612766,2019-20,2020-21
1630163,LaMelo Ball,1610612766,2019-20,2020-21
1630203,Grant Riller,1610612766,2019-20,2020-21
1630268,Nate Darling,1610612766,2019-20,2020-21
1630240,Saben Lee,1610612765,2019-20,2020-21
1630180,Saddiq Bey,1610612765,2019-20,2020-21
1630191,Isaiah Stewart,1610612765,2019-20,2020-21
1630165,Killian Hayes,1610612765,2019-20,2020-21
1629686,Deividas Sirvydis,1610612765,2019-20,2020-21
1628962,Udoka Azubuike,1610612762,2019-20,2020-21
1630235,Trent Forrest,1610612762,2019-20,2020-21
1630190,Elijah Hughes,1610612762,2019-20,2020-21
1630192,Zeke Nnaji,1610612743,2019-20,2020-21
1630210,Markus Howard,1610612743,2019-20,2020-21
1630267,Facundo Campazzo,1610612743,2019-20,2020-21
204222,Greg Whittington,1610612743,2019-20,2020-21
1630202,Payton Pritchard,1610612738,2019-20,2020-21
1630174,Aaron Nesmith,1610612738,2019-20,2020-21
1630168,Onyeka Okongwu,1610612737,2019-20,2020-21
1630233,Nathan Knight,1610612737,2019-20,2020-21
1630219,Skylar Mays,1610612737,2019-20,2020-21
1630184,Kira Lewis Jr.,1610612740,2019-20,2020-21
1629712,Didi Louzada,1610612740,2019-20,2020-21
1630230,Naji Marshall,1610612740,2019-20,2020-21
1630266,Will Magnay,1610612740,2019-20,2020-21
203263,James Nunnally,1610612740,2019-20,2020-21
1630241,Sam Merrill,1610612749,2019-20,2020-21
1629121,Jaylen Adams,1610612749,2019-20,2020-21
1629091,Elijah Bryant,1610612749,2019-20,2020-21
1629603,Mamadi Diakite,1610612749,2019-20,2020-21
1629670,Jordan Nwora,1610612749,2019-20,2020-21
1626253,Axel Toupane,1610612749,2019-20,2020-21
1630200,Tre Jones,1610612759,2019-20,2020-21
1630170,Devin Vassell,1610612759,2019-20,2020-21
1629617,Reggie Perry,1610612751,2019-20,2020-21
201142,Kevin Durant,1610612751,2019-20,2020-21
1628455,Mike James,1610612751,2019-20,2020-21
1630273,Freddie Gillespie,1610612761,2019-20,2020-21
1630201,Malachi Flynn,1610612761,2019-20,2020-21
1630223,Jalen Harris,1610612761,2019-20,2020-21
1628432,Davon Reed,1610612743,2020-21,2021-22
1630538,Bones Hyland,1610612743,2020-21,2021-22
1630637,Carlik Jones,1610612743,2020-21,2021-22
1627822,Petr Cornelie,1610612743,2020-21,2021-22
1626208,Keifer Sykes,1610612754,2020-21,2021-22
1626147,Justin Anderson,1610612754,2020-21,2021-22
1629958,Ahmad Caver,1610612754,2020-21,2021-22
1630537,Chris Duarte,1610612754,2020-21,2021-22
1630543,Isaiah Jackson,1610612754,2020-21,2021-22
1630610,DeJon Jarreau,1610612754,2020-21,2021-22
1630613,Duane Washington Jr.,1610612754,2020-21,2021-22
1630678,Terry Taylor,1610612754,2020-21,2021-22
202362,Lance Stephenson,1610612754,2020-21,2021-22
1628221,Gabe York,1610612754,2020-21,2021-22
1630346,Matt Ryan,1610612738,2020-21,2021-22
1630573,Sam Hauser,1610612738,2020-21,2021-22
203917,Nik Stauskas,1610612738,2020-21,2021-22
101139,CJ Miles,1610612738,2020-21,2021-22
2207,Joe Johnson,1610612738,2020-21,2021-22
1630688,Ish Wainright,1610612756,2020-21,2021-22
1628238,Paris Bass,1610612756,2020-21,2021-22
1630640,MJ Walker,1610612756,2020-21,2021-22
1630994,Gabriel Lundberg,1610612756,2020-21,2021-22
1629150,Emanuel Terry,1610612756,2020-21,2021-22
1630792,Malcolm Hill,1610612741,2020-21,2021-22
1630250,Marko Simonovic,1610612741,2020-21,2021-22
1630245,Ayo Dosunmu,1610612741,2020-21,2021-22
1630624,Feron Hunt,1610612752,2020-21,2021-22
1629760,Matt Mooney,1610612752,2020-21,2021-22
1627782,Wayne Selden,1610612752,2020-21,2021-22
1630540,Miles McBride,1610612752,2020-21,2021-22
1630579,Jericho Sims,1610612752,2020-21,2021-22
1629656,Quentin Grimes,1610612752,2020-21,2021-22
1629788,Tyler Hall,1610612752,2020-21,2021-22
1630526,Jeremiah Robinson-Earl,1610612760,2020-21,2021-22
1630306,Rob Edwards,1610612760,2020-21,2021-22
1630598,Aaron Wiggins,1610612760,2020-21,2021-22
203816,Scotty Hopson,1610612760,2020-21,2021-22
1630249,Vít Krejčí,1610612760,2020-21,2021-22
1630846,Olivier Sarr,1610612760,2020-21,2021-22
1630285,Zavier Simpson,1610612760,2020-21,2021-22
1630544,Tre Mann,1610612760,2020-21,2021-22
1630322,Lindy Waters III,1610612760,2020-21,2021-22
1630581,Josh Giddey,1610612760,2020-21,2021-22
1628982,Melvin Frazier Jr.,1610612760,2020-21,2021-22
1630686,Georgios Kalaitzakis,1610612760,2020-21,2021-22
202691,Klay Thompson,1610612744,2020-21,2021-22
1630228,Jonathan Kuminga,1610612744,2020-21,2021-22
1630541,Moses Moody,1610612744,2020-21,2021-22
201954,Darren Collison,1610612747,2020-21,2021-22
1629203,Jemerrio Jones,1610612747,2020-21,2021-22
1630644,Mac McClung,1610612747,2020-21,2021-22
1630643,Jay Huff,1610612747,2020-21,2021-22
1630559,Austin Reaves,1610612747,2020-21,2021-22
1630692,Jordan Goodwin,1610612764,2020-21,2021-22
1630693,Jaime Echenique,1610612764,2020-21,2021-22
1628591,Craig Sword,1610612764,2020-21,2021-22
1630225,Isaiah Todd,1610612764,2020-21,2021-22
1630648,Jordan Schakel,1610612764,2020-21,2021-22
1630555,Joel Ayayi,1610612764,2020-21,2021-22
1630557,Corey Kispert,1610612764,2020-21,2021-22
1630560,Cam Thomas,1610612751,2020-21,2021-22
1630561,David Duke Jr.,1610612751,2020-21,2021-22
1630556,Kessler Edwards,1610612751,2020-21,2021-22
1630549,Day'Ron Sharpe,1610612751,2020-21,2021-22
1629875,Xavier Moon,1610612746,2020-21,2021-22
1630527,Brandon Boston Jr.,1610612746,2020-21,2021-22
1630596,Evan Mobley,1610612739,2020-21,2021-22
1630698,Kevin Pangos,1610612739,2020-21,2021-22
1629005,Malik Newman,1610612739,2020-21,2021-22
1630286,Trevon Scott,1610612739,2020-21,2021-22
1630612,RJ Nembhard Jr.,1610612739,2020-21,2021-22
1629312,Haywood Highsmith,1610612748,2020-21,2021-22
1630209,Omer Yurtseven,1610612748,2020-21,2021-22
1630606,Javonte Smart,1610612748,2020-21,2021-22
1630585,Marcus Garrett,1610612748,2020-21,2021-22
1629600,Jarron Cumberland,1610612757,2020-21,2021-22
1630787,Cameron McGriff,1610612757,2020-21,2021-22
1630535,Greg Brown III,1610612757,2020-21,2021-22
1630314,Brandon Williams,1610612757,2020-21,2021-22
1630570,Trendon Watford,1610612757,2020-21,2021-22
1630553,Keon Johnson,1610612757,2020-21,2021-22
202328,Greg Monroe,1610612750,2020-21,2021-22
1630593,McKinley Wright IV,1610612750,2020-21,2021-22
1630195,Leandro Bolmaro,1610612750,2020-21,2021-22
1630528,Josh Christopher,1610612745,2020-21,2021-22
1630243,Trevelin Queen,1610612745,2020-21,2021-22
1630224,Jalen Green,1610612745,2020-21,2021-22
1630578,Alperen Sengun,1610612745,2020-21,2021-22
1630227,Daishen Nix,1610612745,2020-21,2021-22
1630586,Usman Garuba,1610612745,2020-21,2021-22
1629619,Myles Powell,1610612755,2020-21,2021-22
1630531,Jaden Springer,1610612755,2020-21,2021-22
1630565,Aaron Henry,1610612755,2020-21,2021-22
1629646,Charles Bassey,1610612755,2020-21,2021-22
1630625,Dalano Banton,1610612761,2020-21,2021-22
1630567,Scottie Barnes,1610612761,2020-21,2021-22
1626155,Sam Dekker,1610612761,2020-21,2021-22
1630551,Justin Champagnie,1610612761,2020-21,2021-22
1630525,David Johnson,1610612761,2020-21,2021-22
1629602,Javin DeLaurier,1610612749,2020-21,2021-22
1630572,Sandro Mamukelashvili,1610612749,2020-21,2021-22
1629623,Lindell Wigginton,1610612749,2020-21,2021-22
1630539,Kai Jones,1610612766,2020-21,2021-22
1630575,Scottie Lewis,1610612766,2020-21,2021-22
1630547,James Bouknight,1610612766,2020-21,2021-22
1630550,JT Thor,1610612766,2020-21,2021-22
1629083,Arnoldas Kulboka,1610612766,2020-21,2021-22
202688,Brandon Knight,1610612742,2020-21,2021-22
1628994,George King,1610612742,2020-21,2021-22
1630605,JaQuori McLaughlin,1610612742,2020-21,2021-22
1630647,Eugene Omoruyi,1610612742,2020-21,2021-22
1630589,Moses Wright,1610612742,2020-21,2021-22
1630536,Sharife Cooper,1610612737,2020-21,2021-22
1630602,Chaundee Brown Jr.,1610612737,2020-21,2021-22
1630552,Jalen Johnson,1610612737,2020-21,2021-22
1627760,Cat Barber,1610612737,2020-21,2021-22
1629597,Zylan Cheatham,1610612762,2020-21,2021-22
1630270,Xavier Sneed,1610612762,2020-21,2021-22
1630215,Jared Butler,1610612762,2020-21,2021-22
1630533,Ziaire Williams,1610612763,2020-21,2021-22
1629783,Shaq Buchanan,1610612763,2020-21,2021-22
1630257,Jon Teske,1610612763,2020-21,2021-22
1630582,Yves Pons,1610612763,2020-21,2021-22
1630583,Santi Aldama,1610612763,2020-21,2021-22
1630529,Herbert Jones,1610612740,2020-21,2021-22
1630530,Trey Murphy III,1610612740,2020-21,2021-22
1627820,Tyrone Wallace,1610612740,2020-21,2021-22
1630631,Jose Alvarado,1610612740,2020-21,2021-22
1626144,Emmanuel Mudiay,1610612758,2020-21,2021-22
1630558,Davion Mitchell,1610612758,2020-21,2021-22
1629674,Neemias Queta,1610612758,2020-21,2021-22
1630278,Ade Murkey,1610612758,2020-21,2021-22
1630532,Franz Wagner,1610612753,2020-21,2021-22
1630758,Aleem Ford,1610612753,2020-21,2021-22
1629678,Admiral Schofield,1610612753,2020-21,2021-22
1630288,Jeff Dowtin Jr.,1610612753,2020-21,2021-22
1629168,BJ Johnson,1610612753,2020-21,2021-22
1629755,Hassani Gravett,1610612753,2020-21,2021-22
1630591,Jalen Suggs,1610612753,2020-21,2021-22
1630595,Cade Cunningham,1610612765,2020-21,2021-22
1630691,Jamorko Pickett,1610612765,2020-21,2021-22
1630695,Micah Potter,1610612765,2020-21,2021-22
1630568,Luka Garza,1610612765,2020-21,2021-22
1629873,Jaysean Paige,1610612765,2020-21,2021-22
1627767,Cheick Diallo,1610612765,2020-21,2021-22
1630296,Braxton Key,1610612765,2020-21,2021-22
