PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_trad,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,TEAM_COUNT,SEASON,MIN_adv,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG
1630639,A.J. Lawson,A.J.,1610612742,DAL,22.0,15,5,10,0.333,108.26833333333332,22,44,0.5,10,25,0.4,2,8,0.25,6,15,21,2,3,2,0,3,11,6,56,-46,87.2,0,0,93.0,2,2022-23,7.2,99.3,96.3,96.3,116.9,116.4,116.4,-17.7,-20.1,-20.1,0.032,0.67,3.8,0.046,0.152,0.091,5.8,5.7,0.614,0.589,0.189,0.202,104.09,105.96,88.3,105.96,0.076,240,1.5,2.9
1631260,AJ Green,AJ,1610612749,MIL,23.0,35,27,8,0.771,344.95,53,125,0.424,44,105,0.419,4,4,1.0,6,39,45,22,9,6,0,1,31,4,154,-26,250.0,0,0,277.0,1,2022-23,9.9,110.1,107.9,107.9,113.9,112.8,112.8,-3.8,-4.9,-4.9,0.092,2.44,14.0,0.016,0.105,0.061,5.7,5.7,0.6,0.607,0.159,0.167,101.4,102.9,85.75,102.9,0.076,744,1.5,3.6
1631100,AJ Griffin,AJ,1610612737,ATL,19.0,72,34,38,0.472,1401.435,248,533,0.465,101,259,0.39,42,47,0.894,37,116,153,73,42,42,12,22,87,40,639,63,1052.1,0,0,1074.0,1,2022-23,19.5,113.9,113.6,113.6,111.6,112.0,112.0,2.3,1.5,1.5,0.07,1.74,10.9,0.026,0.08,0.053,6.3,6.3,0.56,0.577,0.174,0.18,102.72,102.67,85.56,102.67,0.077,3005,3.4,7.4
203932,Aaron Gordon,Aaron,1610612743,DEN,27.0,68,45,23,0.662,2055.1066666666666,429,761,0.564,60,173,0.347,191,314,0.608,164,282,446,203,98,54,51,65,129,242,1109,518,2165.7,11,0,2028.0,1,2022-23,30.2,121.7,123.0,123.0,110.0,110.9,110.9,11.6,12.1,12.1,0.129,2.07,16.9,0.086,0.136,0.112,8.2,8.2,0.603,0.617,0.206,0.208,101.11,100.16,83.47,100.16,0.112,4288,6.3,11.2
1628988,Aaron Holiday,Aaron,1610612737,ATL,26.0,63,32,31,0.508,845.2566666666667,92,220,0.418,36,88,0.409,27,32,0.844,25,49,74,89,36,37,12,16,79,50,247,17,580.3,0,0,544.0,1,2022-23,13.4,111.5,110.8,110.8,110.0,110.0,110.0,1.5,0.9,0.9,0.135,2.47,24.9,0.028,0.059,0.043,10.1,10.0,0.5,0.528,0.129,0.134,102.9,103.27,86.06,103.27,0.054,1819,1.5,3.5
1630174,Aaron Nesmith,Aaron,1610612754,IND,23.0,73,30,43,0.411,1816.4033333333332,252,590,0.427,115,314,0.366,119,142,0.838,62,215,277,98,75,55,34,46,235,141,738,-211,1409.4,1,0,1406.0,1,2022-23,24.9,112.2,113.8,113.8,118.0,118.5,118.5,-5.8,-4.7,-4.7,0.073,1.31,11.9,0.033,0.119,0.076,9.1,9.1,0.525,0.566,0.168,0.17,103.38,102.4,85.33,102.4,0.059,3863,3.5,8.1
1630598,Aaron Wiggins,Aaron,1610612760,OKC,24.0,70,37,33,0.529,1297.4366666666667,186,363,0.512,48,122,0.393,59,71,0.831,68,143,211,80,56,39,15,33,110,61,479,9,958.2,1,0,926.0,1,2022-23,18.5,112.8,112.7,112.7,111.0,111.2,111.2,1.7,1.5,1.5,0.084,1.43,15.1,0.05,0.109,0.079,10.6,10.6,0.579,0.607,0.143,0.147,102.43,102.4,85.34,102.4,0.077,2754,2.7,5.2
1629678,Admiral Schofield,Admiral,1610612753,ORL,26.0,37,14,23,0.378,451.26166666666666,55,122,0.451,24,74,0.324,21,23,0.913,23,39,62,31,16,8,5,6,61,28,155,-79,298.9,0,0,298.0,1,2022-23,12.2,104.2,104.7,104.7,112.8,113.0,113.0,-8.6,-8.3,-8.3,0.103,1.94,17.3,0.047,0.092,0.068,8.9,8.9,0.549,0.587,0.139,0.143,100.43,100.15,83.45,100.15,0.055,941,1.5,3.3
201143,Al Horford,Al,1610612738,BOS,37.0,63,44,19,0.698,1921.375,228,479,0.476,145,325,0.446,15,21,0.714,73,317,390,189,37,30,61,8,121,34,616,309,1603.5,7,0,1522.0,1,2022-23,30.5,117.8,118.9,118.9,109.7,111.1,111.1,8.1,7.8,7.8,0.128,5.11,26.5,0.039,0.159,0.101,5.2,5.2,0.627,0.631,0.119,0.12,100.85,99.72,83.1,99.72,0.095,3991,3.6,7.6
202692,Alec Burks,Alec,1610612765,DET,31.0,51,12,39,0.235,1122.4433333333334,200,459,0.436,99,239,0.414,153,188,0.814,19,139,158,114,58,38,8,14,98,138,652,-7,1092.6,0,0,1115.0,1,2022-23,22.0,113.5,112.9,112.9,114.0,113.9,113.9,-0.5,-1.0,-1.0,0.15,1.97,16.1,0.017,0.124,0.069,8.2,8.1,0.544,0.602,0.218,0.227,102.94,103.25,86.04,103.25,0.109,2422,3.9,9.0
1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,21.0,34,16,18,0.471,701.3483333333334,108,249,0.434,38,104,0.365,22,35,0.629,45,114,159,64,43,20,43,8,58,29,276,-196,708.8,3,0,663.0,1,2022-23,20.6,105.4,105.6,105.6,118.1,118.3,118.3,-12.7,-12.7,-12.7,0.13,1.49,17.2,0.058,0.16,0.106,11.5,11.6,0.51,0.522,0.179,0.181,104.02,103.79,86.49,103.79,0.085,1515,3.2,7.3
