PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_trad,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,TEAM_COUNT,SEASON,MIN_adv,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG
920,A.C. Green,A.C.,1610612742,DAL,35.0,50,19,31,0.38,923.3383333333334,108,256,0.422,0,8,0.0,30,52,0.577,82,146,228,25,19,28,8,17,69,1,246,-82,646.1,4,0,571.0,1,1998-99,18.5,98.6,98.5,98.5,104.1,103.4,103.4,-5.6,-5.0,-5.0,0.043,1.32,7.8,0.086,0.163,0.123,5.9,5.9,0.422,0.441,0.144,0.148,90.34,90.69,75.57,90.69,0.08,1747,2.2,5.1
243,Aaron McKie,Aaron,1610612755,PHI,26.0,50,28,22,0.56,958.865,95,237,0.401,6,31,0.194,44,62,0.71,27,113,140,100,57,63,3,6,90,0,240,-66,699.0,0,0,618.0,1,1998-99,19.2,95.5,93.6,93.6,97.5,96.2,96.2,-2.0,-2.6,-2.6,0.183,1.75,23.6,0.029,0.12,0.075,13.4,13.5,0.414,0.454,0.148,0.152,92.72,94.26,78.55,94.26,0.09,1874,1.9,4.7
1425,Aaron Williams,Aaron,1610612760,SEA,27.0,40,19,21,0.475,458.9716666666667,52,123,0.423,0,1,0.0,54,74,0.73,54,74,128,22,30,14,24,11,75,0,158,-98,428.6,0,0,384.0,1,1998-99,11.5,91.4,90.0,90.0,102.6,99.6,99.6,-11.2,-9.6,-9.6,0.094,0.73,10.5,0.112,0.168,0.139,14.4,14.5,0.423,0.508,0.174,0.18,94.22,96.42,80.35,96.42,0.092,917,1.3,3.1
228,Adam Keefe,Adam,1610612762,UTA,29.0,44,32,12,0.727,642.5083333333333,56,124,0.452,0,4,0.0,62,89,0.697,51,91,142,28,33,16,12,18,63,0,174,52,437.4,0,0,400.0,1,1998-99,14.6,100.4,100.9,100.9,96.3,95.7,95.7,4.1,5.2,5.2,0.074,0.85,12.4,0.089,0.141,0.117,14.6,14.7,0.452,0.533,0.142,0.142,90.35,90.36,75.3,90.36,0.089,1204,1.3,2.8
1502,Adonal Foyle,Adonal,1610612744,GSW,24.0,44,16,28,0.364,611.5233333333333,52,121,0.43,0,0,0.0,25,51,0.49,79,115,194,18,31,15,43,16,90,0,129,-43,531.8,1,0,457.0,1,1998-99,13.9,91.1,89.5,89.5,95.3,93.4,93.4,-4.2,-3.9,-3.9,0.049,0.58,9.3,0.118,0.181,0.149,16.0,16.1,0.43,0.45,0.121,0.126,92.32,94.11,78.43,94.11,0.081,1201,1.2,2.8
1817,Adonis Jordan,Adonis,1610612749,MIL,28.0,4,2,2,0.5,18.58333333333333,2,4,0.5,0,2,0.0,2,4,0.5,0,0,0,3,2,3,0,0,0,0,6,-16,17.5,0,0,15.0,1,1998-99,4.6,87.9,87.5,87.5,124.3,127.5,127.5,-36.4,-40.0,-40.0,0.273,1.5,27.3,0.0,0.0,0.0,18.2,18.6,0.5,0.521,0.19,0.185,104.45,103.32,86.1,103.32,0.079,40,0.5,1.0
1733,Al Harrington,Al,1610612754,IND,19.0,21,11,10,0.524,159.01833333333337,18,56,0.321,0,5,0.0,9,15,0.6,20,19,39,5,11,4,2,9,26,0,45,-25,106.3,0,0,101.0,1,1998-99,7.6,93.2,90.7,90.7,101.5,98.0,98.0,-8.3,-7.3,-7.3,0.06,0.45,6.3,0.115,0.137,0.125,13.9,14.0,0.321,0.359,0.2,0.21,88.84,91.61,76.34,91.61,0.008,302,0.9,2.7
673,Alan Henderson,Alan,1610612737,ATL,26.0,38,22,16,0.579,1141.6483333333333,187,423,0.442,0,1,0.0,100,149,0.671,100,150,250,27,58,33,19,48,96,0,474,-69,912.5,4,0,855.0,1,1998-99,30.0,96.3,96.8,96.8,99.4,99.9,99.9,-3.1,-3.1,-3.1,0.048,0.47,4.7,0.088,0.133,0.11,10.1,10.1,0.442,0.485,0.22,0.224,88.78,88.36,73.63,88.36,0.102,2100,4.9,11.1
275,Allan Houston,Allan,1610612752,NYK,28.0,50,27,23,0.54,1814.39,294,703,0.418,57,140,0.407,168,195,0.862,20,132,152,137,130,35,9,38,115,0,813,58,1202.9,0,0,1247.0,1,1998-99,36.3,95.0,95.7,95.7,93.3,93.7,93.7,1.8,2.0,2.0,0.152,1.05,13.0,0.012,0.07,0.042,12.4,12.3,0.459,0.515,0.235,0.241,90.17,89.62,74.68,89.62,0.096,3382,5.9,14.1
947,Allen Iverson,Allen,1610612755,PHI,24.0,48,28,20,0.583,1991.19,435,1056,0.412,58,199,0.291,356,474,0.751,66,170,236,223,167,110,7,55,98,0,1284,187,2085.7,4,0,2035.0,1,1998-99,41.5,98.1,98.7,98.7,94.5,94.3,94.3,3.6,4.4,4.4,0.234,1.34,13.5,0.033,0.089,0.06,10.1,10.1,0.439,0.508,0.318,0.323,91.83,91.6,76.34,91.6,0.154,3810,9.1,22.0
297,Alonzo Mourning,Alonzo,1610612748,MIA,29.0,46,32,14,0.696,1755.415,324,633,0.512,0,2,0.0,276,423,0.652,166,341,507,74,139,34,180,42,161,2,924,340,2146.4,29,0,1933.0,1,1998-99,38.2,103.5,104.3,104.3,92.9,93.4,93.4,10.7,10.9,10.9,0.086,0.53,7.1,0.108,0.193,0.153,13.4,13.5,0.512,0.564,0.268,0.27,86.82,86.24,71.87,86.24,0.17,3152,7.0,13.8
1591,Alvin Sims,Alvin,1610612756,PHX,24.0,4,2,2,0.5,25.226666666666667,4,10,0.4,1,1,1.0,2,5,0.4,3,1,4,5,6,2,0,2,2,0,11,-12,23.3,0,0,25.0,1,1998-99,6.3,87.3,92.2,92.2,117.3,115.7,115.7,-30.0,-23.5,-23.5,0.333,0.83,21.7,0.103,0.034,0.069,26.1,25.9,0.45,0.451,0.261,0.272,99.06,97.04,80.87,97.04,0.047,51,1.0,2.5
1541,Alvin Williams,Alvin,1610612761,TOR,24.0,50,23,27,0.46,1051.24,95,237,0.401,14,42,0.333,44,52,0.846,19,63,82,130,56,51,12,10,94,1,248,-71,674.4,0,0,600.0,1,1998-99,21.0,95.6,95.1,95.1,98.7,98.4,98.4,-3.1,-3.3,-3.3,0.207,2.32,29.1,0.018,0.059,0.038,12.5,12.6,0.43,0.477,0.134,0.137,91.28,91.71,76.42,91.71,0.069,2006,1.9,4.7
