PLAYER_ID,PLAYER_NAME_trad,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_trad,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,TEAM_COUNT,SEASON,PLAYER_NAME_adv,MIN_adv,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG
203932,Aaron Gordon,Aaron,1610612743,DEN,25.0,50,29,21,0.58,1383.78,231,499,0.463,59,176,0.335,97,149,0.651,77,207,284,161,97,33,34,29,89,137,618,60,1304.3,3,1,1256.0,2,2020-21,Aaron Gordon,27.7,111.8,112.5,112.5,110.4,110.4,110.4,1.4,2.1,2.1,0.165,1.66,19.6,0.055,0.15,0.102,11.8,11.8,0.522,0.547,0.204,0.207,99.83,99.48,82.9,99.48,0.095,2868,4.6,10.0
1628988,Aaron Holiday,Aaron,1610612754,IND,24.0,66,30,36,0.455,1176.0866666666666,170,436,0.39,67,182,0.368,68,83,0.819,15,74,89,123,66,46,13,32,94,74,475,3,877.3,1,0,872.0,1,2020-21,Aaron Holiday,17.8,110.2,110.1,110.1,109.9,110.3,110.3,0.2,-0.2,-0.2,0.139,1.86,18.5,0.012,0.06,0.036,9.9,10.0,0.467,0.503,0.189,0.193,104.48,104.34,86.95,104.34,0.057,2560,2.6,6.6
1630174,Aaron Nesmith,Aaron,1610612738,BOS,21.0,46,22,24,0.478,668.7316666666667,78,178,0.438,40,108,0.37,22,28,0.786,28,99,127,23,23,15,9,12,87,29,218,-7,453.9,0,0,456.0,1,2020-21,Aaron Nesmith,14.5,108.9,108.6,108.6,108.6,109.1,109.1,0.3,-0.5,-0.5,0.047,1.0,9.7,0.041,0.146,0.093,9.7,9.7,0.551,0.573,0.133,0.138,101.2,101.13,84.28,101.13,0.06,1409,1.7,3.9
1627846,Abdel Nader,Abdel,1610612756,PHX,27.0,24,16,8,0.667,355.25,57,116,0.491,18,43,0.419,28,37,0.757,7,55,62,19,19,10,9,7,34,35,160,28,300.9,0,0,297.0,1,2020-21,Abdel Nader,14.8,106.6,106.7,106.7,103.2,101.7,101.7,3.4,5.0,5.0,0.078,1.0,11.2,0.02,0.151,0.088,11.2,11.2,0.569,0.605,0.183,0.189,102.3,102.96,85.8,102.96,0.092,757,2.4,4.8
1629690,Adam Mokoka,Adam,1610612741,CHI,22.0,14,3,11,0.214,56.178333333333335,7,19,0.368,1,10,0.1,0,1,0.0,1,4,5,5,5,2,1,1,5,1,15,-8,32.5,0,0,32.0,1,2020-21,Adam Mokoka,4.0,85.1,83.2,83.2,93.4,90.3,90.3,-8.3,-7.1,-7.1,0.179,1.0,17.2,0.017,0.077,0.045,17.2,17.0,0.395,0.386,0.171,0.186,103.47,106.38,88.65,106.38,0.025,125,0.5,1.4
201143,Al Horford,Al,1610612738,BOS,35.0,28,11,17,0.393,781.755,162,360,0.45,56,152,0.368,18,22,0.818,29,159,188,94,29,25,26,10,48,33,398,-101,888.6,1,0,838.0,1,2020-21,Al Horford,27.9,102.0,102.2,102.2,108.2,109.1,109.1,-6.1,-6.9,-6.9,0.206,3.24,19.2,0.034,0.195,0.114,5.9,5.9,0.528,0.538,0.221,0.227,100.81,100.3,83.58,100.3,0.131,1639,5.8,12.9
202329,Al-Farouq Aminu,Al-Farouq,1610612741,CHI,30.0,23,5,18,0.217,434.14,38,99,0.384,8,37,0.216,18,22,0.818,22,88,110,31,28,19,9,5,29,26,102,-54,336.5,1,0,307.0,2,2020-21,Al-Farouq Aminu,18.9,103.1,102.8,102.8,110.2,109.0,109.0,-7.1,-6.2,-6.2,0.101,1.11,18.8,0.05,0.2,0.125,17.0,16.7,0.424,0.469,0.138,0.142,97.33,98.01,81.68,98.01,0.075,887,1.7,4.3
202692,Alec Burks,Alec,1610612752,NYK,29.0,49,27,22,0.551,1254.56,210,500,0.42,102,246,0.415,101,118,0.856,21,206,227,107,49,31,14,31,102,94,623,125,1141.9,3,0,1149.0,1,2020-21,Alec Burks,25.6,108.9,109.6,109.6,104.0,104.6,104.6,4.9,5.0,5.0,0.135,2.18,15.2,0.016,0.156,0.087,6.9,6.9,0.522,0.564,0.208,0.214,97.83,97.22,81.02,97.22,0.115,2540,4.3,10.2
1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,19.0,45,13,32,0.289,1089.915,139,408,0.341,58,207,0.28,31,42,0.738,30,182,212,97,99,20,42,10,58,35,367,-393,853.9,1,0,858.0,1,2020-21,Aleksej Pokusevski,24.2,98.2,98.1,98.1,114.5,114.9,114.9,-16.3,-16.7,-16.7,0.133,0.98,15.5,0.025,0.155,0.09,15.9,15.9,0.412,0.43,0.197,0.201,104.57,104.44,87.03,104.44,0.058,2373,3.1,9.1
1629346,Alen Smailagic,Alen,1610612744,GSW,20.0,15,10,5,0.667,83.855,11,27,0.407,4,10,0.4,2,6,0.333,6,10,16,4,5,3,5,2,11,4,28,-32,72.2,0,0,68.0,1,2020-21,Alen Smailagic,5.6,95.7,95.2,95.2,112.4,112.8,112.8,-16.7,-17.6,-17.6,0.078,0.8,10.3,0.065,0.111,0.087,12.8,12.9,0.481,0.472,0.165,0.171,107.28,107.33,89.44,107.33,0.043,188,0.7,1.8
1627936,Alex Caruso,Alex,1610612747,LAL,27.0,58,32,26,0.552,1216.1233333333332,133,305,0.436,55,137,0.401,49,76,0.645,31,139,170,160,76,64,15,23,108,104,370,120,975.0,0,0,913.0,1,2020-21,Alex Caruso,21.0,106.7,107.2,107.2,101.9,101.7,101.7,4.8,5.5,5.5,0.19,2.11,27.9,0.025,0.114,0.069,13.2,13.2,0.526,0.547,0.144,0.147,100.46,100.29,83.58,100.29,0.084,2532,2.3,5.3
203458,Alex Len,Alex,1610612764,WAS,28.0,64,30,34,0.469,978.7383333333332,171,278,0.615,8,25,0.32,73,116,0.629,78,182,260,49,55,20,64,20,127,75,423,-97,1005.5,2,0,908.0,2,2020-21,Alex Len,15.3,106.2,106.9,106.9,110.2,111.0,111.0,-3.9,-4.0,-4.0,0.069,0.89,11.3,0.077,0.174,0.126,12.6,12.7,0.629,0.643,0.161,0.162,107.53,106.79,88.99,106.79,0.097,2173,2.7,4.3
1628035,Alfonzo McKinnie,Alfonzo,1610612747,LAL,28.0,39,22,17,0.564,258.0083333333333,48,93,0.516,16,39,0.41,10,18,0.556,22,32,54,6,5,7,0,7,26,15,122,7,211.8,0,0,212.0,1,2020-21,Alfonzo McKinnie,6.6,104.9,102.0,102.0,102.7,101.3,101.3,2.1,0.7,0.7,0.036,1.2,5.4,0.076,0.113,0.095,4.5,4.5,0.602,0.604,0.164,0.172,102.25,104.46,87.05,104.46,0.1,563,1.2,2.4
1628993,Alize Johnson,Alize,1610612751,BKN,25.0,18,10,8,0.556,188.69333333333333,40,68,0.588,1,6,0.167,13,13,1.0,27,63,90,14,9,5,5,8,16,13,94,-18,244.0,2,0,219.0,1,2020-21,Alize Johnson,10.5,108.2,107.5,107.5,111.7,112.1,112.1,-3.5,-4.5,-4.5,0.11,1.56,14.4,0.127,0.32,0.22,9.3,9.3,0.596,0.638,0.175,0.181,101.12,101.24,84.37,101.24,0.174,398,2.2,3.8
1628578,Amida Brimah,Amida,1610612754,IND,27.0,5,2,3,0.4,29.27833333333333,5,8,0.625,0,0,0.0,3,3,1.0,2,6,8,1,4,0,5,0,4,3,13,22,35.1,0,0,32.0,1,2020-21,Amida Brimah,5.9,117.6,114.9,114.9,84.6,82.1,82.1,33.0,32.8,32.8,0.042,0.25,7.1,0.077,0.15,0.121,28.6,27.9,0.625,0.697,0.176,0.189,106.99,109.84,91.54,109.84,0.111,67,1.0,1.6
1629599,Amir Coffey,Amir,1610612746,LAC,24.0,44,32,12,0.727,394.565,45,103,0.437,23,56,0.411,27,38,0.711,10,34,44,22,15,10,0,7,30,24,140,-26,240.8,0,0,249.0,1,2020-21,Amir Coffey,9.0,100.0,99.9,99.9,102.2,101.1,101.1,-2.2,-1.2,-1.2,0.09,1.47,14.0,0.023,0.081,0.052,9.6,9.6,0.549,0.585,0.145,0.151,99.14,99.76,83.13,99.76,0.07,812,1.0,2.3
2760,Anderson Varejao,Anderson,1610612739,CLE,38.0,5,1,4,0.2,35.93333333333333,4,16,0.25,0,1,0.0,5,9,0.556,7,13,20,3,1,0,2,3,3,5,13,-33,46.5,0,0,40.0,1,2020-21,Anderson Varejao,7.2,82.8,85.9,85.9,123.0,123.5,123.5,-40.2,-37.6,-37.6,0.15,3.0,12.5,0.146,0.342,0.233,4.2,4.2,0.25,0.326,0.228,0.233,108.33,106.2,88.5,106.2,0.09,78,0.8,3.2
203083,Andre Drummond,Andre,1610612747,LAL,27.0,46,19,27,0.413,1241.5883333333334,282,572,0.493,0,8,0.0,123,205,0.6,166,385,551,94,124,63,49,68,149,177,687,-105,1701.2,28,0,1556.0,2,2020-21,Andre Drummond,27.0,106.1,107.5,107.5,110.6,111.4,111.4,-4.5,-3.9,-3.9,0.124,0.76,10.7,0.132,0.336,0.229,14.1,14.1,0.493,0.519,0.269,0.275,99.31,98.31,81.93,98.31,0.139,2540,6.1,12.4
2738,Andre Iguodala,Andre,1610612748,MIA,37.0,63,37,26,0.587,1338.8633333333332,95,248,0.383,60,182,0.33,25,38,0.658,38,183,221,142,67,57,35,2,90,54,275,-82,962.2,0,0,882.0,1,2020-21,Andre Iguodala,21.3,106.5,105.6,105.6,107.9,108.1,108.1,-1.4,-2.5,-2.5,0.153,2.12,30.0,0.03,0.134,0.083,14.1,14.1,0.504,0.519,0.109,0.113,97.49,97.82,81.52,97.82,0.072,2722,1.5,3.9
203460,Andre Roberson,Andre,1610612751,BKN,29.0,5,4,1,0.8,62.92666666666667,2,14,0.143,1,8,0.125,1,2,0.5,7,8,15,4,2,3,1,2,4,2,6,-19,40.0,0,0,34.0,1,2020-21,Andre Roberson,12.6,105.5,100.0,100.0,116.6,118.4,118.4,-11.1,-18.4,-18.4,0.098,2.0,19.0,0.103,0.136,0.118,9.5,9.6,0.179,0.202,0.117,0.123,95.06,96.87,80.73,96.87,0.023,129,0.4,2.8
203952,Andrew Wiggins,Andrew,1610612744,GSW,26.0,71,38,33,0.535,2364.27,505,1058,0.477,140,368,0.38,170,238,0.714,82,265,347,167,126,67,70,44,159,210,1320,0,2271.9,3,0,2248.0,1,2020-21,Andrew Wiggins,33.3,108.3,108.9,108.9,108.4,109.1,109.1,-0.1,-0.2,-0.2,0.11,1.33,11.5,0.034,0.106,0.071,8.7,8.7,0.543,0.568,0.229,0.233,103.78,103.17,85.97,103.17,0.099,5085,7.1,14.9
1629014,Anfernee Simons,Anfernee,1610612757,POR,22.0,64,37,27,0.578,1104.4566666666667,168,401,0.419,120,282,0.426,46,57,0.807,14,126,140,89,43,18,8,17,96,40,502,42,838.5,0,0,903.0,1,2020-21,Anfernee Simons,17.3,115.0,115.2,115.2,114.5,114.4,114.4,0.4,0.8,0.8,0.117,2.07,15.9,0.012,0.109,0.059,7.7,7.7,0.569,0.589,0.18,0.185,98.85,98.83,82.36,98.83,0.079,2284,2.6,6.3
203076,Anthony Davis,Anthony,1610612747,LAL,28.0,36,23,13,0.639,1161.735,301,613,0.491,26,100,0.26,158,214,0.738,62,224,286,110,74,45,59,24,60,176,786,115,1532.2,12,0,1416.0,1,2020-21,Anthony Davis,32.3,110.4,112.5,112.5,105.8,107.4,107.4,4.5,5.2,5.2,0.154,1.49,12.4,0.054,0.198,0.125,8.3,8.3,0.512,0.556,0.287,0.291,100.98,99.29,82.74,99.29,0.153,2399,8.4,17.0
1630162,Anthony Edwards,Anthony,1610612750,MIN,19.0,72,23,49,0.319,2314.1666666666665,505,1211,0.417,171,520,0.329,211,272,0.776,59,277,336,211,160,82,36,68,129,186,1392,-228,2305.7,3,0,2346.0,1,2020-21,Anthony Edwards,32.1,108.9,110.6,110.6,114.1,115.6,115.6,-5.2,-5.0,-5.0,0.142,1.32,12.4,0.023,0.121,0.07,9.4,9.4,0.488,0.523,0.264,0.269,104.17,102.71,85.59,102.71,0.094,4961,7.0,16.8
1630264,Anthony Gill,Anthony,1610612764,WAS,28.0,26,11,15,0.423,218.015,30,60,0.5,7,24,0.292,13,16,0.813,16,35,51,11,8,10,4,5,27,16,80,-17,191.7,0,0,177.0,1,2020-21,Anthony Gill,8.4,107.1,104.1,104.1,106.4,105.6,105.6,0.7,-1.6,-1.6,0.073,1.38,12.8,0.074,0.151,0.114,9.3,9.3,0.558,0.597,0.143,0.15,102.39,104.25,86.87,104.25,0.089,469,1.2,2.3
1630237,Anthony Lamb,Anthony,1610612745,HOU,23.0,24,3,21,0.125,415.21,46,118,0.39,23,71,0.324,18,21,0.857,27,43,70,23,19,6,5,7,34,25,133,-89,265.5,0,0,271.0,1,2020-21,Anthony Lamb,17.3,103.6,105.1,105.1,114.4,114.3,114.3,-10.9,-9.2,-9.2,0.08,1.21,13.5,0.055,0.109,0.079,11.2,11.2,0.487,0.523,0.144,0.146,104.65,103.93,86.61,103.93,0.05,896,1.9,4.9
201229,Anthony Tolliver,Anthony,1610612755,PHI,36.0,11,7,4,0.636,98.97333333333331,4,17,0.235,4,14,0.286,5,6,0.833,3,7,10,2,3,3,2,0,7,4,17,30,44.0,0,0,43.0,1,2020-21,Anthony Tolliver,9.0,107.9,109.8,109.8,96.3,93.2,93.2,11.6,16.6,16.6,0.025,0.67,8.3,0.028,0.071,0.048,12.5,12.2,0.353,0.433,0.09,0.094,104.45,105.24,87.7,105.24,0.022,214,0.4,1.5
1628394,Anžejs Pasečņiks,Anžejs,1610612764,WAS,25.0,1,1,0,1.0,6.316666666666666,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,5,0,0,0,2,0,0,-13,-2.3,0,0,2.0,1,2020-21,Anžejs Pasečņiks,6.3,61.5,57.1,57.1,141.1,161.5,161.5,-79.6,-104.4,-104.4,0.333,0.2,14.3,0.143,0.0,0.083,71.4,71.4,0.0,0.0,0.375,0.4,105.93,102.59,85.49,102.59,-0.26,14,0.0,1.0
1629717,Armoni Brooks,Armoni,1610612745,HOU,23.0,20,3,17,0.15,520.36,78,192,0.406,60,157,0.382,7,12,0.583,10,58,68,30,22,12,5,6,34,10,223,-135,378.6,0,0,415.0,1,2020-21,Armoni Brooks,26.0,103.4,103.9,103.9,115.6,115.6,115.6,-12.3,-11.7,-11.7,0.09,1.36,12.0,0.017,0.112,0.061,8.8,8.8,0.563,0.565,0.175,0.178,103.15,102.94,85.79,102.94,0.068,1114,3.9,9.6
203382,Aron Baynes,Aron,1610612761,TOR,34.0,53,20,33,0.377,980.2766666666666,134,304,0.441,27,103,0.262,29,41,0.707,87,186,273,47,46,17,22,15,119,52,324,-81,793.1,2,0,749.0,1,2020-21,Aron Baynes,18.5,105.7,106.6,106.6,110.4,111.0,111.0,-4.7,-4.4,-4.4,0.07,1.02,11.4,0.082,0.192,0.135,11.1,11.1,0.485,0.503,0.157,0.161,102.01,101.31,84.43,101.31,0.07,2074,2.5,5.7
1630204,Ashton Hagans,Ashton,1610612750,MIN,21.0,2,0,2,0.0,4.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,-3,-1.0,0,0,0.0,1,2020-21,Ashton Hagans,2.0,61.5,60.0,60.0,104.2,81.8,81.8,-42.7,-21.8,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.083,0.085,108.59,123.93,103.28,123.93,-0.25,10,0.0,0.0
203085,Austin Rivers,Austin,1610612743,DEN,28.0,36,20,16,0.556,844.9683333333334,104,245,0.424,55,149,0.369,22,31,0.71,8,74,82,81,36,30,2,14,64,34,285,10,564.9,0,0,567.0,2,2020-21,Austin Rivers,23.5,110.1,110.3,110.3,109.5,110.3,110.3,0.6,0.0,0.0,0.136,2.25,21.5,0.009,0.088,0.048,9.6,9.6,0.537,0.551,0.15,0.154,98.21,97.79,81.49,97.79,0.067,1726,2.9,6.8
202340,Avery Bradley,Avery,1610612745,HOU,30.0,27,6,21,0.222,601.925,64,171,0.374,33,101,0.327,12,15,0.8,8,49,57,46,28,21,3,9,55,18,173,-131,354.4,0,0,357.0,2,2020-21,Avery Bradley,22.3,105.6,105.3,105.3,115.1,115.5,115.5,-9.5,-10.2,-10.2,0.108,1.64,18.3,0.013,0.078,0.046,11.1,11.1,0.471,0.487,0.146,0.15,102.42,102.39,85.33,102.39,0.039,1284,2.4,6.3
1626253,Axel Toupane,Axel,1610612749,MIL,28.0,8,2,6,0.25,61.21666666666667,4,11,0.364,1,2,0.5,5,7,0.714,0,6,6,4,0,2,3,2,6,4,14,-3,42.2,0,0,35.0,1,2020-21,Axel Toupane,7.7,96.6,94.0,94.0,94.7,96.3,96.3,1.9,-2.2,-2.2,0.098,0.0,22.2,0.0,0.082,0.042,0.0,0.0,0.409,0.497,0.092,0.099,104.55,105.07,87.56,105.07,0.06,134,0.5,1.4
1628389,Bam Adebayo,Bam,1610612748,MIA,23.0,64,34,30,0.531,2142.616666666667,456,800,0.57,2,8,0.25,283,354,0.799,142,431,573,346,169,75,66,39,145,339,1197,24,2657.6,33,2,2400.0,1,2020-21,Bam Adebayo,33.5,109.8,110.2,110.2,108.7,109.6,109.6,1.1,0.6,0.6,0.267,2.05,23.6,0.07,0.204,0.139,11.5,11.5,0.571,0.626,0.233,0.239,98.29,97.71,81.42,97.71,0.161,4361,7.1,12.5
203463,Ben McLemore,Ben,1610612747,LAL,28.0,53,20,33,0.377,904.81,135,365,0.37,97,280,0.346,39,53,0.736,15,85,100,39,42,23,9,16,88,37,406,-99,638.5,0,0,706.0,2,2020-21,Ben McLemore,17.1,103.5,105.0,105.0,108.9,109.2,109.2,-5.4,-4.2,-4.2,0.064,0.93,8.4,0.015,0.091,0.051,9.1,8.9,0.503,0.523,0.192,0.199,104.81,103.95,86.63,103.95,0.053,1952,2.5,6.9
1627732,Ben Simmons,Ben,1610612755,PHI,24.0,58,42,16,0.724,1877.2883333333332,325,583,0.557,3,10,0.3,176,287,0.613,93,324,417,401,173,93,35,45,171,262,829,329,2141.9,13,4,1906.0,1,2020-21,Ben Simmons,32.4,113.2,113.9,113.9,104.3,106.0,106.0,8.9,8.0,8.0,0.308,2.32,31.2,0.051,0.166,0.111,13.5,13.5,0.56,0.584,0.2,0.203,102.57,101.44,84.54,101.44,0.128,3973,5.6,10.1
202687,Bismack Biyombo,Bismack,1610612766,CHA,28.0,66,28,38,0.424,1348.7816666666668,142,242,0.587,0,1,0.0,47,105,0.448,137,210,347,81,71,17,74,30,141,100,331,-276,1070.9,3,0,941.0,1,2020-21,Bismack Biyombo,20.4,102.6,102.8,102.8,110.7,111.7,111.7,-8.1,-8.9,-8.9,0.087,1.14,18.5,0.094,0.15,0.121,16.2,16.1,0.587,0.574,0.113,0.116,100.01,99.47,82.89,99.47,0.068,2782,2.2,3.7
201933,Blake Griffin,Blake,1610612751,BKN,32.0,46,24,22,0.522,1186.62,174,411,0.423,70,205,0.341,87,117,0.744,35,190,225,140,62,32,15,14,111,148,505,58,1064.0,2,0,1034.0,2,2020-21,Blake Griffin,25.8,112.0,113.1,113.1,111.2,111.0,111.0,0.8,2.1,2.1,0.171,2.26,21.2,0.029,0.159,0.094,9.4,9.3,0.509,0.546,0.191,0.195,98.81,98.38,81.98,98.38,0.092,2435,3.8,8.9
1626246,Boban Marjanovic,Boban,1610612742,DAL,32.0,33,14,19,0.424,271.3183333333333,62,122,0.508,1,8,0.125,31,38,0.816,47,81,128,10,12,2,6,15,29,29,156,23,336.6,3,0,311.0,1,2020-21,Boban Marjanovic,8.2,106.6,107.0,107.0,102.1,101.1,101.1,4.6,5.9,5.9,0.06,0.83,6.2,0.159,0.291,0.223,7.5,7.5,0.512,0.562,0.231,0.236,99.77,100.13,83.44,100.13,0.162,561,1.9,3.7
1626171,Bobby Portis,Bobby,1610612749,MIL,26.0,66,44,22,0.667,1372.1766666666667,313,598,0.523,74,157,0.471,54,73,0.74,124,342,466,71,56,52,26,42,115,67,754,136,1597.7,12,0,1521.0,1,2020-21,Bobby Portis Jr.,20.8,114.0,113.4,113.4,109.1,108.3,108.3,5.0,5.1,5.1,0.075,1.27,9.4,0.085,0.229,0.158,7.4,7.4,0.585,0.598,0.202,0.208,104.06,104.72,87.26,104.72,0.133,2986,4.7,9.1
203992,Bogdan Bogdanović,Bogdan,1610612737,ATL,28.0,44,30,14,0.682,1305.4016666666666,267,565,0.473,146,333,0.438,40,44,0.909,20,140,160,147,54,49,13,19,99,63,720,110,1264.5,0,0,1297.0,1,2020-21,Bogdan Bogdanović,29.7,114.9,114.9,114.9,110.6,111.0,111.0,4.3,3.9,3.9,0.169,2.72,18.7,0.016,0.104,0.061,6.9,6.9,0.602,0.616,0.21,0.215,99.78,99.59,82.99,99.59,0.11,2710,6.1,12.8
202711,Bojan Bogdanovic,Bojan,1610612762,UTA,32.0,72,52,20,0.722,2215.565,406,925,0.439,180,461,0.39,233,265,0.879,40,241,281,136,128,45,4,61,115,187,1225,419,1785.2,0,0,1920.0,1,2020-21,Bojan Bogdanovic,30.8,115.8,116.8,116.8,106.5,107.3,107.3,9.3,9.5,9.5,0.091,1.06,10.4,0.018,0.099,0.06,9.8,9.8,0.536,0.588,0.225,0.228,100.73,99.94,83.28,99.94,0.094,4604,5.6,12.8
1629626,Bol Bol,Bol,1610612743,DEN,21.0,32,21,11,0.656,159.65666666666667,25,58,0.431,9,24,0.375,10,15,0.667,0,24,24,7,13,3,10,0,14,10,69,-80,134.3,0,0,135.0,1,2020-21,Bol Bol,5.0,99.1,94.4,94.4,122.1,119.3,119.3,-23.0,-24.9,-24.9,0.067,0.54,8.4,0.0,0.154,0.074,15.7,15.4,0.509,0.534,0.191,0.206,106.88,110.79,92.32,110.79,0.057,374,0.8,1.8
202954,Brad Wanamaker,Brad,1610612766,CHA,31.0,61,29,32,0.475,1053.3283333333334,115,299,0.385,16,85,0.188,90,101,0.891,18,87,105,174,71,43,11,35,94,92,336,-131,814.0,0,0,739.0,2,2020-21,Brad Wanamaker,17.3,101.4,101.4,101.4,106.4,107.1,107.1,-5.0,-5.7,-5.7,0.251,2.45,29.8,0.016,0.08,0.047,12.2,12.1,0.411,0.489,0.166,0.172,100.71,100.41,83.68,100.41,0.075,2201,1.9,4.9
203078,Bradley Beal,Bradley,1610612764,WAS,28.0,60,32,28,0.533,2146.998333333333,670,1382,0.485,130,373,0.349,408,459,0.889,72,211,283,265,187,69,22,60,140,326,1878,-3,2701.1,4,0,2738.0,1,2020-21,Bradley Beal,35.8,112.9,114.4,114.4,113.2,114.8,114.8,-0.3,-0.4,-0.4,0.202,1.42,13.2,0.033,0.094,0.064,9.3,9.2,0.532,0.593,0.331,0.339,106.67,105.21,87.68,105.21,0.145,4713,11.2,23.0
1629634,Brandon Clarke,Brandon,1610612763,MEM,24.0,59,32,27,0.542,1414.765,256,495,0.517,20,77,0.26,78,113,0.69,97,231,328,95,33,60,51,31,84,103,610,-17,1446.1,3,0,1275.0,1,2020-21,Brandon Clarke,24.0,108.6,109.5,109.5,108.8,109.3,109.3,-0.3,0.2,0.2,0.094,2.88,14.3,0.064,0.16,0.111,5.0,4.9,0.537,0.56,0.167,0.173,102.64,101.99,84.99,101.99,0.11,2996,4.3,8.4
1629164,Brandon Goodwin,Brandon,1610612737,ATL,25.0,47,25,22,0.532,619.5916666666667,84,223,0.377,32,103,0.311,28,43,0.651,8,61,69,95,36,17,0,19,41,43,228,-61,468.3,0,0,458.0,1,2020-21,Brandon Goodwin,13.2,105.7,104.7,104.7,109.7,109.1,109.1,-3.9,-4.4,-4.4,0.246,2.64,25.4,0.012,0.097,0.053,9.6,9.7,0.448,0.471,0.19,0.196,98.28,99.05,82.54,99.05,0.072,1276,1.8,4.7
1627742,Brandon Ingram,Brandon,1610612740,NOP,23.0,61,29,32,0.475,2092.41,513,1101,0.466,143,375,0.381,281,320,0.878,34,265,299,296,154,42,36,53,124,255,1450,43,2332.8,4,0,2344.0,1,2020-21,Brandon Ingram,34.3,113.5,115.1,115.1,113.4,114.2,114.2,0.1,1.0,1.0,0.218,1.92,17.6,0.016,0.126,0.071,9.2,9.1,0.531,0.584,0.279,0.285,101.02,99.97,83.31,99.97,0.128,4358,8.4,18.0
1628968,Brian Bowen II,Brian,1610612754,IND,22.0,6,1,5,0.167,14.865,1,4,0.25,0,1,0.0,1,1,1.0,0,3,3,0,0,0,0,0,1,1,3,3,6.6,0,0,6.0,1,2020-21,Brian Bowen II,2.5,87.2,93.8,93.8,92.5,84.4,84.4,-5.3,9.4,9.4,0.0,0.0,0.0,0.0,0.158,0.071,0.0,0.0,0.25,0.338,0.098,0.113,102.68,103.33,86.11,103.33,0.045,32,0.2,0.7
1630271,Brodric Thomas,Brodric,1610612739,CLE,24.0,32,6,26,0.188,399.27,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,22,15,10,7,40,32,125,-48,286.6,0,0,274.0,2,2020-21,Brodric Thomas,12.5,102.6,103.6,103.6,108.2,108.1,108.1,-5.6,-4.5,-4.5,0.115,1.36,16.6,0.019,0.107,0.062,12.2,12.2,0.435,0.487,0.158,0.161,101.17,100.74,83.95,100.74,0.052,833,1.2,3.4
201572,Brook Lopez,Brook,1610612749,MIL,33.0,70,46,24,0.657,1901.7883333333332,322,640,0.503,95,281,0.338,120,142,0.845,104,243,347,50,64,40,103,18,149,123,859,312,1715.4,3,0,1637.0,1,2020-21,Brook Lopez,27.2,116.0,117.0,117.0,109.1,110.2,110.2,6.8,6.8,6.8,0.033,0.78,6.1,0.054,0.115,0.086,7.9,7.8,0.577,0.611,0.166,0.168,104.64,103.68,86.4,103.68,0.085,4123,4.6,9.1
1628971,Bruce Brown,Bruce,1610612751,BKN,24.0,65,45,20,0.692,1451.1583333333333,235,423,0.556,17,59,0.288,86,117,0.735,111,238,349,104,54,58,28,39,145,84,573,73,1351.8,6,0,1215.0,1,2020-21,Bruce Brown,22.3,117.5,115.9,115.9,111.1,112.4,112.4,6.4,3.5,3.5,0.099,1.93,16.4,0.081,0.154,0.12,8.5,8.5,0.576,0.604,0.157,0.161,100.2,100.24,83.53,100.24,0.098,3016,3.6,6.5
203998,Bruno Caboclo,Bruno,1610612745,HOU,25.0,6,1,5,0.167,36.43333333333333,8,17,0.471,0,5,0.0,1,2,0.5,3,11,14,1,4,0,2,1,6,2,17,0,37.3,0,0,36.0,1,2020-21,Bruno Caboclo,6.1,94.3,96.3,96.3,93.4,94.0,94.0,0.9,2.3,2.3,0.048,0.25,4.3,0.064,0.268,0.159,17.4,17.5,0.471,0.475,0.232,0.239,109.48,108.03,90.03,108.03,0.113,81,1.3,2.8
1628981,Bruno Fernando,Bruno,1610612737,ATL,22.0,33,20,13,0.606,225.9333333333333,18,44,0.409,0,2,0.0,15,22,0.682,16,62,78,10,21,4,3,8,23,19,51,-22,159.6,0,0,153.0,1,2020-21,Bruno Fernando,6.8,100.2,98.8,98.8,107.8,104.7,104.7,-7.6,-6.0,-6.0,0.069,0.48,11.8,0.066,0.256,0.16,24.7,24.8,0.409,0.475,0.133,0.139,101.61,103.78,86.49,103.78,0.069,492,0.5,1.3
