PLAYER_ID,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_trad,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,TEAM_COUNT,SEASON,MIN_adv,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,PLAYER_NAME
201985,AJ,1610612754,IND,24.0,50,22,28,0.44,795.1466666666666,114,320,0.356,41,149,0.275,54,81,0.667,16,56,72,111,53,29,1,12,61,77,323,27,612.9,0,0,607.0,1,2010-11,15.9,104.3,104.4,104.4,102.7,102.2,102.2,1.6,2.2,2.2,0.233,2.09,21.4,0.019,0.073,0.045,10.2,10.2,0.42,0.454,0.223,0.227,95.35,95.56,79.63,95.56,0.075,1579,2.3,6.4,AJ Price
201166,Aaron,1610612756,PHX,26.0,59,26,33,0.441,1284.131666666667,220,587,0.375,70,236,0.297,124,140,0.886,20,58,78,233,99,34,3,42,115,126,634,-165,1089.1,2,0,1089.0,2,2010-11,21.8,105.9,106.8,106.8,112.5,113.4,113.4,-6.6,-6.6,-6.6,0.289,2.35,23.9,0.015,0.046,0.03,10.2,10.1,0.434,0.489,0.251,0.257,96.79,96.01,80.01,96.01,0.078,2571,3.7,9.9,Aaron Brooks
201189,Aaron,1610612740,NOH,26.0,41,21,20,0.512,530.825,56,99,0.566,0,0,0.0,17,34,0.5,59,112,171,16,32,11,12,12,96,30,129,30,395.2,2,0,362.0,1,2010-11,12.9,107.4,107.4,107.4,105.3,103.5,103.5,2.1,3.9,3.9,0.044,0.5,9.9,0.121,0.236,0.178,19.8,19.8,0.566,0.566,0.13,0.132,89.79,90.56,75.47,90.56,0.065,997,1.4,2.4,Aaron Gray
201151,Acie,1610612744,GSW,26.0,51,20,31,0.392,725.8783333333333,81,186,0.435,6,36,0.167,47,64,0.734,12,51,63,84,43,32,0,19,61,60,215,-132,469.6,0,0,432.0,2,2010-11,14.2,100.1,99.0,99.0,108.2,107.8,107.8,-8.1,-8.7,-8.7,0.182,1.95,24.6,0.017,0.072,0.044,12.6,12.6,0.452,0.502,0.156,0.16,95.96,96.68,80.56,96.68,0.07,1460,1.6,3.6,Acie Law
1733,Al,1610612743,DEN,31.0,73,45,28,0.616,1664.5483333333334,281,675,0.416,117,328,0.357,86,117,0.735,76,256,332,101,106,39,10,43,202,112,765,129,1355.9,1,0,1413.0,1,2010-11,22.8,110.3,111.6,111.6,106.7,106.9,106.9,3.6,4.8,4.8,0.096,0.95,10.8,0.047,0.157,0.102,11.3,11.4,0.503,0.527,0.219,0.221,98.8,98.16,81.8,98.16,0.078,3389,3.8,9.2,Al Harrington
201143,Al,1610612737,ATL,25.0,77,41,36,0.532,2703.7066666666665,513,921,0.557,2,4,0.5,150,188,0.798,182,536,718,266,119,59,80,36,193,174,1178,44,2736.6,36,0,2442.0,1,2010-11,35.1,104.5,105.9,105.9,104.4,105.2,105.2,0.2,0.7,0.7,0.169,2.24,19.2,0.073,0.21,0.142,8.6,8.6,0.558,0.587,0.197,0.199,90.93,89.97,74.98,89.97,0.15,5072,6.7,12.0,Al Horford
2744,Al,1610612762,UTA,26.0,82,39,43,0.476,2940.4133333333334,654,1319,0.496,0,0,0.0,220,289,0.761,235,559,794,149,105,46,153,91,238,254,1528,-168,3196.3,37,0,2869.0,1,2010-11,35.9,106.0,107.7,107.7,109.2,110.8,110.8,-3.2,-3.1,-3.1,0.09,1.42,8.8,0.085,0.202,0.143,6.2,6.2,0.496,0.528,0.239,0.242,93.57,92.19,76.83,92.19,0.134,5651,8.0,16.1,Al Jefferson
201154,Al,1610612744,GSW,27.0,71,21,50,0.296,1383.5916666666667,205,431,0.476,4,26,0.154,110,142,0.775,56,157,213,62,64,35,12,24,143,111,524,-145,949.6,0,0,897.0,2,2010-11,19.5,100.6,101.5,101.5,105.4,106.4,106.4,-4.8,-5.0,-5.0,0.072,0.97,10.0,0.042,0.122,0.082,10.4,10.3,0.48,0.531,0.179,0.182,95.54,94.66,78.88,94.66,0.077,2724,2.9,6.1,Al Thornton
202329,Al-Farouq,1610612746,LAC,20.0,81,31,50,0.383,1451.835,160,406,0.394,45,143,0.315,92,119,0.773,75,192,267,60,103,59,25,37,121,92,457,-184,1016.4,0,0,997.0,1,2010-11,17.9,97.2,98.5,98.5,105.0,104.9,104.9,-7.7,-6.4,-6.4,0.067,0.58,9.7,0.052,0.135,0.093,16.6,16.6,0.45,0.499,0.168,0.171,95.41,94.84,79.03,94.84,0.07,2868,2.0,5.0,Al-Farouq Aminu
201582,Alexis,1610612761,TOR,23.0,34,6,28,0.176,339.84,59,133,0.444,12,34,0.353,13,18,0.722,17,61,78,10,18,11,19,5,73,20,143,7,323.6,0,0,303.0,2,2010-11,10.0,102.0,101.3,101.3,103.3,100.6,100.6,-1.3,0.7,0.7,0.049,0.56,5.9,0.052,0.179,0.117,10.7,10.7,0.489,0.507,0.207,0.212,95.43,97.03,80.86,97.03,0.068,688,1.7,3.9,Alexis Ajinca
