,TEAM_ID,TEAM_NAME,W,L,W_PCT,PTS,FEATURE_SEASON,OFF_RATING,DEF_RATING,NET_RATING,AST_RATIO,OREB_PCT,DREB_PCT,TM_TOV_PCT,TS_PCT,PACE,NEXT_SEASON_WINS,TARGET_SEASON
23,1610612756,Phoenix Suns,46,36,0.561,8974,2008-09,112.4,110.4,2.0,17.4,0.308,0.682,0.161,0.584,96.99,54,2009-10
24,1610612757,Portland Trail Blazers,54,28,0.659,8153,2008-09,112.1,106.1,6.0,16.4,0.355,0.708,0.145,0.553,88.02,50,2009-10
25,1610612758,Sacramento Kings,17,65,0.207,8248,2008-09,104.4,113.4,-9.0,15.3,0.289,0.669,0.16,0.542,95.29,25,2009-10
26,1610612759,San Antonio Spurs,54,28,0.659,7958,2008-09,107.6,103.4,4.2,17.3,0.258,0.74,0.13,0.548,89.19,50,2009-10
27,1610612761,Toronto Raptors,33,49,0.402,8121,2008-09,105.5,108.6,-3.0,17.5,0.276,0.706,0.143,0.542,93.26,40,2009-10
28,1610612762,Utah Jazz,48,34,0.585,8492,2008-09,108.5,105.8,2.7,18.4,0.316,0.693,0.155,0.554,94.47,53,2009-10
29,1610612764,Washington Wizards,19,63,0.232,7877,2008-09,104.0,112.1,-8.1,15.8,0.313,0.689,0.151,0.524,92.26,26,2009-10
0,1610612737,Atlanta Hawks,53,29,0.646,8338,2009-10,111.0,106.0,4.9,17.1,0.32,0.685,0.13,0.545,90.77,44,2010-11
1,1610612738,Boston Celtics,50,32,0.61,8136,2009-10,106.9,103.2,3.7,18.5,0.274,0.697,0.16,0.564,92.22,56,2010-11
2,1610612766,Charlotte Bobcats,44,38,0.537,7813,2009-10,103.9,102.0,1.9,16.1,0.315,0.698,0.172,0.538,90.91,34,2010-11
3,1610612741,Chicago Bulls,41,41,0.5,7993,2009-10,102.6,104.2,-1.6,16.0,0.303,0.709,0.151,0.52,94.02,62,2010-11
4,1610612739,Cleveland Cavaliers,61,21,0.744,8373,2009-10,110.6,103.8,6.8,17.7,0.293,0.725,0.15,0.57,91.77,19,2010-11
5,1610612742,Dallas Mavericks,55,27,0.671,8364,2009-10,107.8,105.0,2.8,18.0,0.279,0.697,0.137,0.552,93.6,57,2010-11
6,1610612743,Denver Nuggets,53,29,0.646,8729,2009-10,110.8,106.5,4.4,16.1,0.304,0.687,0.144,0.561,95.61,50,2010-11
7,1610612765,Detroit Pistons,27,55,0.329,7709,2009-10,104.5,110.3,-5.9,15.5,0.346,0.697,0.149,0.515,89.46,30,2010-11
8,1610612744,Golden State Warriors,26,56,0.317,8922,2009-10,107.0,110.3,-3.3,16.5,0.254,0.659,0.144,0.557,101.52,36,2010-11
9,1610612745,Houston Rockets,42,40,0.512,8395,2009-10,106.8,106.8,0.0,16.5,0.309,0.699,0.151,0.537,94.91,43,2010-11
10,1610612754,Indiana Pacers,32,50,0.39,8263,2009-10,103.0,106.0,-3.0,16.1,0.255,0.69,0.154,0.536,97.77,37,2010-11
11,1610612746,Los Angeles Clippers,29,53,0.354,7849,2009-10,102.3,109.1,-6.8,17.1,0.305,0.697,0.168,0.529,93.44,32,2010-11
12,1610612747,Los Angeles Lakers,57,25,0.695,8339,2009-10,107.6,102.7,4.9,16.2,0.314,0.708,0.141,0.538,93.73,57,2010-11
13,1610612763,Memphis Grizzlies,40,42,0.488,8404,2009-10,107.5,109.0,-1.5,14.4,0.355,0.698,0.16,0.536,94.29,46,2010-11
14,1610612748,Miami Heat,47,35,0.573,7914,2009-10,105.7,103.4,2.4,15.4,0.294,0.701,0.144,0.537,90.3,58,2010-11
15,1610612749,Milwaukee Bucks,46,36,0.561,8009,2009-10,104.0,101.9,2.1,16.4,0.298,0.726,0.141,0.518,92.6,35,2010-11
16,1610612750,Minnesota Timberwolves,15,67,0.183,8051,2009-10,100.6,110.4,-9.8,15.0,0.308,0.705,0.167,0.518,97.12,17,2010-11
17,1610612751,New Jersey Nets,12,70,0.146,7575,2009-10,99.3,108.9,-9.6,15.1,0.285,0.686,0.155,0.509,92.65,24,2010-11
18,1610612740,New Orleans Hornets,37,45,0.451,8220,2009-10,106.5,108.9,-2.4,17.3,0.282,0.696,0.143,0.543,93.53,46,2010-11
19,1610612752,New York Knicks,29,53,0.354,8373,2009-10,106.4,110.3,-4.0,16.6,0.268,0.691,0.146,0.547,95.03,42,2010-11
20,1610612760,Oklahoma City Thunder,50,32,0.61,8322,2009-10,107.0,103.5,3.5,15.5,0.32,0.694,0.158,0.547,94.13,55,2010-11
21,1610612753,Orlando Magic,59,23,0.72,8426,2009-10,110.7,102.8,7.9,15.8,0.28,0.726,0.152,0.573,92.54,52,2010-11
22,1610612755,Philadelphia 76ers,27,55,0.329,8014,2009-10,104.8,108.9,-4.1,16.4,0.31,0.693,0.156,0.534,92.72,41,2010-11
23,1610612756,Phoenix Suns,54,28,0.659,9039,2009-10,113.9,109.1,4.8,17.5,0.311,0.673,0.152,0.585,96.43,40,2010-11
24,1610612757,Portland Trail Blazers,50,32,0.61,8045,2009-10,109.6,106.1,3.5,16.6,0.32,0.702,0.138,0.547,88.64,48,2010-11
25,1610612758,Sacramento Kings,25,57,0.305,8200,2009-10,104.4,109.1,-4.7,15.7,0.315,0.7,0.156,0.528,94.78,24,2010-11
26,1610612759,San Antonio Spurs,50,32,0.61,8312,2009-10,109.3,103.9,5.4,17.4,0.303,0.72,0.147,0.552,92.26,61,2010-11
27,1610612761,Toronto Raptors,40,42,0.488,8534,2009-10,110.2,112.2,-2.0,17.1,0.288,0.692,0.142,0.564,93.94,22,2010-11
28,1610612762,Utah Jazz,53,29,0.646,8547,2009-10,109.7,104.0,5.7,19.8,0.313,0.718,0.16,0.565,94.68,39,2010-11
29,1610612764,Washington Wizards,26,56,0.317,7892,2009-10,103.1,108.3,-5.3,15.0,0.317,0.691,0.159,0.524,92.6,23,2010-11
0,1610612737,Atlanta Hawks,44,38,0.537,7790,2010-11,105.1,105.8,-0.7,17.7,0.274,0.71,0.151,0.542,90.22,40,2011-12
1,1610612738,Boston Celtics,56,26,0.683,7913,2010-11,105.5,99.8,5.7,18.8,0.257,0.709,0.159,0.561,90.92,39,2011-12
2,1610612766,Charlotte Bobcats,34,48,0.415,7650,2010-11,102.8,107.0,-4.2,16.9,0.298,0.705,0.16,0.528,90.3,7,2011-12
3,1610612741,Chicago Bulls,62,20,0.756,8087,2010-11,107.2,99.5,7.8,17.3,0.332,0.717,0.154,0.541,91.2,50,2011-12
4,1610612739,Cleveland Cavaliers,19,63,0.232,7827,2010-11,101.5,110.9,-9.5,16.4,0.283,0.699,0.151,0.518,93.76,21,2011-12
5,1610612742,Dallas Mavericks,57,25,0.695,8220,2010-11,108.4,104.1,4.4,18.7,0.278,0.713,0.151,0.565,92.24,36,2011-12
6,1610612743,Denver Nuggets,50,32,0.61,8811,2010-11,111.7,106.8,4.9,17.0,0.283,0.716,0.147,0.574,96.06,38,2011-12
7,1610612765,Detroit Pistons,30,52,0.366,7951,2010-11,107.0,110.7,-3.7,16.8,0.317,0.681,0.144,0.533,89.79,25,2011-12
8,1610612744,Golden State Warriors,36,46,0.439,8477,2010-11,107.1,109.4,-2.3,17.0,0.3,0.659,0.151,0.544,95.85,23,2011-12
9,1610612745,Houston Rockets,43,39,0.524,8685,2010-11,110.2,107.9,2.3,17.8,0.315,0.69,0.141,0.55,95.14,34,2011-12
10,1610612754,Indiana Pacers,37,45,0.451,8183,2010-11,104.1,105.0,-0.9,15.2,0.297,0.703,0.16,0.533,95.5,42,2011-12
11,1610612746,Los Angeles Clippers,32,50,0.39,8089,2010-11,104.8,108.0,-3.2,16.9,0.33,0.692,0.174,0.535,93.35,40,2011-12
12,1610612747,Los Angeles Lakers,57,25,0.695,8321,2010-11,109.6,103.3,6.3,17.0,0.325,0.692,0.141,0.545,91.78,41,2011-12
13,1610612763,Memphis Grizzlies,46,36,0.561,8195,2010-11,107.0,104.5,2.5,16.0,0.333,0.682,0.15,0.534,92.42,41,2011-12
14,1610612748,Miami Heat,58,24,0.707,8369,2010-11,110.6,102.9,7.8,16.1,0.287,0.715,0.151,0.573,91.63,46,2011-12
15,1610612749,Milwaukee Bucks,35,47,0.427,7534,2010-11,100.8,101.5,-0.8,15.3,0.287,0.71,0.148,0.511,90.57,31,2011-12
16,1610612750,Minnesota Timberwolves,17,65,0.207,8288,2010-11,103.2,109.9,-6.7,15.0,0.336,0.698,0.174,0.526,97.49,26,2011-12
17,1610612751,New Jersey Nets,24,58,0.293,7722,2010-11,102.1,108.9,-6.8,16.6,0.304,0.7,0.152,0.517,90.7,22,2011-12
18,1610612740,New Orleans Hornets,46,36,0.561,7784,2010-11,105.4,104.4,1.0,16.8,0.289,0.721,0.145,0.537,89.4,21,2011-12
19,1610612752,New York Knicks,42,40,0.512,8734,2010-11,109.9,109.0,1.0,16.4,0.273,0.676,0.141,0.561,96.47,36,2011-12
20,1610612760,Oklahoma City Thunder,55,27,0.671,8596,2010-11,109.9,105.9,3.9,15.8,0.306,0.697,0.148,0.561,93.84,47,2011-12
21,1610612753,Orlando Magic,52,30,0.634,8135,2010-11,107.4,101.8,5.6,15.9,0.304,0.723,0.162,0.554,91.55,37,2011-12
22,1610612755,Philadelphia 76ers,41,41,0.5,8119,2010-11,105.3,103.8,1.5,17.6,0.278,0.714,0.138,0.535,92.78,35,2011-12
23,1610612756,Phoenix Suns,40,42,0.488,8611,2010-11,108.6,109.4,-0.8,17.9,0.275,0.681,0.147,0.559,95.18,33,2011-12
24,1610612757,Portland Trail Blazers,48,34,0.585,7896,2010-11,107.3,105.7,1.6,16.9,0.331,0.682,0.145,0.533,89.13,28,2011-12
25,1610612758,Sacramento Kings,24,58,0.293,8151,2010-11,102.9,108.4,-5.5,15.4,0.334,0.702,0.167,0.519,95.76,22,2011-12
26,1610612759,San Antonio Spurs,61,21,0.744,8502,2010-11,110.5,104.4,6.1,17.5,0.276,0.711,0.143,0.567,93.34,50,2011-12
27,1610612761,Toronto Raptors,22,60,0.268,8124,2010-11,105.2,111.7,-6.5,16.8,0.314,0.685,0.156,0.533,93.78,23,2011-12
28,1610612762,Utah Jazz,39,43,0.476,8153,2010-11,107.0,108.8,-1.8,18.0,0.314,0.679,0.154,0.544,92.03,36,2011-12
29,1610612764,Washington Wizards,23,59,0.28,7977,2010-11,101.3,109.1,-7.8,14.9,0.317,0.671,0.16,0.513,94.76,20,2011-12
0,1610612737,Atlanta Hawks,40,26,0.606,6375,2011-12,104.2,100.4,3.8,17.6,0.279,0.703,0.151,0.535,90.88,44,2012-13
1,1610612738,Boston Celtics,39,27,0.591,6062,2011-12,100.1,97.5,2.6,18.8,0.245,0.686,0.162,0.535,91.11,41,2012-13
2,1610612766,Charlotte Bobcats,7,59,0.106,5739,2011-12,94.4,109.4,-15.0,16.0,0.285,0.678,0.157,0.483,91.86,21,2012-13
3,1610612741,Chicago Bulls,50,16,0.758,6359,2011-12,106.3,97.5,8.8,17.7,0.361,0.703,0.154,0.523,89.98,45,2012-13
4,1610612739,Cleveland Cavaliers,21,45,0.318,6140,2011-12,100.0,107.6,-7.6,15.4,0.323,0.683,0.166,0.505,92.34,24,2012-13
5,1610612742,Dallas Mavericks,36,30,0.545,6322,2011-12,102.1,100.9,1.1,16.5,0.268,0.714,0.149,0.527,92.61,41,2012-13
6,1610612743,Denver Nuggets,38,28,0.576,6872,2011-12,108.3,105.1,3.2,17.9,0.316,0.705,0.16,0.556,95.03,57,2012-13
7,1610612765,Detroit Pistons,25,41,0.379,5997,2011-12,100.0,105.0,-5.0,15.1,0.322,0.689,0.172,0.51,90.31,29,2012-13
8,1610612744,Golden State Warriors,23,43,0.348,6453,2011-12,103.9,107.3,-3.4,17.4,0.256,0.658,0.147,0.539,93.78,47,2012-13
9,1610612745,Houston Rockets,34,32,0.515,6474,2011-12,104.2,104.0,0.2,16.4,0.309,0.692,0.154,0.529,92.82,45,2012-13
10,1610612754,Indiana Pacers,42,24,0.636,6449,2011-12,105.5,102.1,3.3,14.7,0.333,0.689,0.151,0.526,91.68,49,2012-13
11,1610612746,Los Angeles Clippers,40,26,0.606,6438,2011-12,107.5,104.8,2.7,16.6,0.331,0.692,0.147,0.533,89.98,56,2012-13
12,1610612747,Los Angeles Lakers,41,25,0.621,6422,2011-12,104.5,103.2,1.3,17.3,0.327,0.719,0.162,0.534,91.72,45,2012-13
13,1610612763,Memphis Grizzlies,41,25,0.621,6269,2011-12,102.8,100.6,2.2,15.4,0.335,0.688,0.157,0.515,91.82,56,2012-13
14,1610612748,Miami Heat,46,20,0.697,6500,2011-12,105.6,99.2,6.4,15.9,0.299,0.693,0.163,0.549,92.07,66,2012-13
15,1610612749,Milwaukee Bucks,31,35,0.47,6535,2011-12,104.5,104.1,0.4,17.6,0.314,0.675,0.148,0.521,94.68,38,2012-13
16,1610612750,Minnesota Timberwolves,26,40,0.394,6464,2011-12,103.1,105.3,-2.2,15.1,0.311,0.693,0.16,0.524,94.44,31,2012-13
17,1610612751,New Jersey Nets,22,44,0.333,6144,2011-12,101.8,108.1,-6.3,15.8,0.314,0.677,0.165,0.516,91.26,49,2012-13
18,1610612740,New Orleans Hornets,21,45,0.318,5916,2011-12,99.9,103.9,-4.0,16.8,0.31,0.696,0.173,0.517,89.27,27,2012-13
19,1610612752,New York Knicks,36,30,0.545,6458,2011-12,103.5,100.2,3.2,15.6,0.309,0.702,0.169,0.533,93.91,54,2012-13
20,1610612760,Oklahoma City Thunder,47,19,0.712,6802,2011-12,108.4,102.1,6.3,14.6,0.304,0.687,0.172,0.567,94.11,60,2012-13
21,1610612753,Orlando Magic,37,29,0.561,6215,2011-12,104.0,103.4,0.6,16.1,0.306,0.72,0.165,0.533,89.75,20,2012-13
22,1610612755,Philadelphia 76ers,35,31,0.53,6180,2011-12,102.7,98.2,4.6,17.5,0.277,0.712,0.123,0.511,90.68,34,2012-13
23,1610612756,Phoenix Suns,33,33,0.5,6492,2011-12,105.2,105.2,-0.1,17.4,0.294,0.687,0.15,0.536,93.61,25,2012-13
24,1610612757,Portland Trail Blazers,28,38,0.424,6415,2011-12,104.4,105.3,-0.9,16.1,0.303,0.691,0.152,0.531,92.24,33,2012-13
25,1610612758,Sacramento Kings,22,44,0.333,6518,2011-12,102.9,108.7,-5.8,14.7,0.321,0.67,0.15,0.51,95.56,28,2012-13
26,1610612759,San Antonio Spurs,50,16,0.758,6841,2011-12,110.0,102.3,7.7,17.8,0.282,0.72,0.144,0.562,93.67,58,2012-13
27,1610612761,Toronto Raptors,23,43,0.348,5986,2011-12,99.6,103.6,-3.9,16.8,0.294,0.708,0.167,0.518,90.19,34,2012-13
28,1610612762,Utah Jazz,36,30,0.545,6577,2011-12,105.5,104.9,0.5,16.6,0.34,0.703,0.15,0.525,92.53,43,2012-13
29,1610612764,Washington Wizards,20,46,0.303,6180,2011-12,100.0,104.9,-5.0,15.1,0.308,0.678,0.163,0.508,93.59,29,2012-13
0,1610612737,Atlanta Hawks,44,38,0.537,8032,2012-13,103.7,103.4,0.3,18.8,0.254,0.701,0.157,0.546,93.56,38,2013-14
1,1610612738,Boston Celtics,41,40,0.506,7818,2012-13,102.2,102.6,-0.5,17.9,0.246,0.69,0.154,0.542,92.46,25,2013-14
2,1610612751,Brooklyn Nets,49,33,0.598,7944,2012-13,106.9,104.8,2.0,16.1,0.343,0.701,0.162,0.536,89.88,44,2013-14
3,1610612766,Charlotte Bobcats,21,61,0.256,7661,2012-13,100.4,110.3,-9.9,15.3,0.305,0.679,0.151,0.507,92.49,43,2013-14
4,1610612741,Chicago Bulls,45,37,0.549,7641,2012-13,102.4,101.9,0.5,17.8,0.332,0.699,0.157,0.512,90.35,48,2013-14
5,1610612739,Cleveland Cavaliers,24,58,0.293,7913,2012-13,103.2,108.2,-5.0,15.9,0.326,0.695,0.15,0.514,93.25,33,2013-14
6,1610612742,Dallas Mavericks,41,41,0.5,8293,2012-13,104.7,105.4,-0.6,17.7,0.259,0.698,0.144,0.544,95.09,49,2013-14
7,1610612743,Denver Nuggets,57,25,0.695,8704,2012-13,109.3,104.2,5.1,17.8,0.345,0.675,0.157,0.549,95.92,36,2013-14
8,1610612765,Detroit Pistons,29,53,0.354,7778,2012-13,102.7,107.2,-4.5,16.6,0.324,0.695,0.164,0.521,91.68,29,2013-14
9,1610612744,Golden State Warriors,47,35,0.573,8296,2012-13,105.1,104.2,0.9,17.1,0.285,0.712,0.157,0.545,95.64,51,2013-14
10,1610612745,Houston Rockets,45,37,0.549,8688,2012-13,108.8,105.3,3.5,17.3,0.305,0.71,0.169,0.564,96.89,54,2013-14
11,1610612754,Indiana Pacers,49,32,0.605,7674,2012-13,103.4,99.0,4.4,16.0,0.336,0.701,0.165,0.521,90.9,56,2013-14
12,1610612746,Los Angeles Clippers,56,26,0.683,8289,2012-13,109.8,102.8,6.9,18.4,0.323,0.697,0.159,0.557,91.83,57,2013-14
13,1610612747,Los Angeles Lakers,45,37,0.549,8381,2012-13,107.0,105.9,1.1,16.8,0.309,0.702,0.157,0.548,95.08,27,2013-14
14,1610612763,Memphis Grizzlies,56,26,0.683,7659,2012-13,103.6,99.1,4.5,16.5,0.344,0.702,0.155,0.514,89.56,50,2013-14
15,1610612748,Miami Heat,66,16,0.805,8436,2012-13,111.4,103.2,8.2,18.4,0.264,0.678,0.151,0.588,91.26,54,2013-14
16,1610612749,Milwaukee Bucks,38,44,0.463,8108,2012-13,102.5,104.2,-1.7,17.0,0.315,0.678,0.146,0.51,95.65,15,2013-14
17,1610612750,Minnesota Timberwolves,31,51,0.378,7851,2012-13,101.8,104.0,-2.2,17.1,0.312,0.702,0.157,0.516,93.94,40,2013-14
18,1610612740,New Orleans Hornets,27,55,0.329,7714,2012-13,104.5,108.9,-4.4,16.7,0.332,0.705,0.162,0.528,89.5,34,2013-14
19,1610612752,New York Knicks,54,28,0.659,8196,2012-13,109.8,105.4,4.5,15.6,0.291,0.708,0.132,0.55,90.68,37,2013-14
20,1610612760,Oklahoma City Thunder,60,22,0.732,8669,2012-13,111.0,101.2,9.9,16.6,0.291,0.702,0.16,0.58,94.58,59,2013-14
21,1610612753,Orlando Magic,20,62,0.244,7718,2012-13,100.9,108.4,-7.4,17.6,0.293,0.707,0.156,0.514,92.81,23,2013-14
22,1610612755,Philadelphia 76ers,34,48,0.415,7640,2012-13,101.0,104.7,-3.7,17.7,0.291,0.695,0.141,0.509,91.88,19,2013-14
23,1610612756,Phoenix Suns,25,57,0.305,7805,2012-13,100.2,106.9,-6.7,17.1,0.308,0.687,0.164,0.512,94.48,48,2013-14
24,1610612757,Portland Trail Blazers,33,49,0.402,7995,2012-13,104.5,107.9,-3.4,17.0,0.294,0.702,0.157,0.536,92.46,54,2013-14
25,1610612758,Sacramento Kings,28,54,0.341,8219,2012-13,105.3,110.0,-4.7,16.0,0.306,0.673,0.154,0.532,94.65,28,2013-14
26,1610612759,San Antonio Spurs,58,24,0.707,8448,2012-13,107.0,100.3,6.7,19.1,0.243,0.715,0.153,0.568,95.31,62,2013-14
27,1610612761,Toronto Raptors,34,48,0.415,7971,2012-13,105.0,106.4,-1.4,16.9,0.296,0.688,0.148,0.532,91.26,48,2013-14
28,1610612762,Utah Jazz,43,39,0.524,8038,2012-13,105.4,105.6,-0.2,17.4,0.329,0.697,0.159,0.533,92.05,25,2013-14
29,1610612764,Washington Wizards,29,53,0.354,7644,2012-13,99.3,101.6,-2.3,16.9,0.279,0.706,0.161,0.512,93.23,44,2013-14
0,1610612737,Atlanta Hawks,38,44,0.463,8282,2013-14,104.9,105.7,-0.7,18.8,0.256,0.711,0.159,0.554,95.41,60,2014-15
1,1610612738,Boston Celtics,25,57,0.305,7892,2013-14,101.9,106.5,-4.6,16.2,0.314,0.708,0.163,0.517,94.28,40,2014-15
2,1610612751,Brooklyn Nets,44,38,0.537,8079,2013-14,105.4,106.7,-1.3,16.7,0.26,0.686,0.155,0.555,92.42,38,2014-15
3,1610612766,Charlotte Bobcats,43,39,0.524,7942,2013-14,103.0,103.3,-0.4,16.9,0.269,0.73,0.131,0.522,92.93,33,2014-15
4,1610612741,Chicago Bulls,48,34,0.585,7680,2013-14,101.7,99.9,1.9,17.6,0.321,0.713,0.162,0.518,90.84,50,2014-15
5,1610612739,Cleveland Cavaliers,33,49,0.402,8054,2013-14,103.5,107.0,-3.6,16.2,0.314,0.711,0.149,0.518,93.69,53,2014-15
6,1610612742,Dallas Mavericks,49,33,0.598,8597,2013-14,109.5,107.2,2.3,18.0,0.276,0.694,0.141,0.564,94.94,50,2014-15
7,1610612743,Denver Nuggets,36,46,0.439,8559,2013-14,105.1,107.3,-2.2,16.4,0.31,0.703,0.16,0.536,98.95,30,2014-15
8,1610612765,Detroit Pistons,29,53,0.354,8286,2013-14,105.2,109.0,-3.7,15.6,0.347,0.693,0.152,0.514,95.57,32,2014-15
9,1610612744,Golden State Warriors,51,31,0.622,8549,2013-14,106.3,101.4,4.9,17.4,0.284,0.724,0.155,0.55,97.37,67,2014-15
10,1610612745,Houston Rockets,54,28,0.659,8829,2013-14,109.8,105.2,4.6,16.1,0.306,0.7,0.165,0.571,97.27,56,2014-15
11,1610612754,Indiana Pacers,56,26,0.683,7933,2013-14,103.6,98.9,4.7,15.9,0.296,0.721,0.162,0.535,92.89,38,2014-15
12,1610612746,Los Angeles Clippers,57,25,0.695,8850,2013-14,111.3,104.0,7.3,18.3,0.288,0.69,0.143,0.567,96.66,56,2014-15
13,1610612747,Los Angeles Lakers,27,55,0.329,8442,2013-14,103.2,109.3,-6.0,18.1,0.235,0.676,0.152,0.542,99.72,21,2014-15
14,1610612763,Memphis Grizzlies,50,32,0.61,7884,2013-14,105.5,103.8,1.7,17.1,0.326,0.718,0.15,0.529,90.58,55,2014-15
15,1610612748,Miami Heat,54,28,0.659,8380,2013-14,110.0,105.0,5.1,18.1,0.244,0.686,0.159,0.59,91.9,37,2014-15
16,1610612749,Milwaukee Bucks,15,67,0.183,7829,2013-14,101.9,110.2,-8.3,16.5,0.31,0.678,0.161,0.519,92.96,41,2014-15
17,1610612750,Minnesota Timberwolves,40,42,0.488,8768,2013-14,107.7,105.2,2.6,17.3,0.317,0.715,0.14,0.535,98.33,16,2014-15
18,1610612740,New Orleans Pelicans,34,48,0.415,8177,2013-14,106.2,109.1,-3.0,16.5,0.305,0.694,0.147,0.537,93.07,45,2014-15
19,1610612752,New York Knicks,37,45,0.451,8084,2013-14,107.0,108.1,-1.1,16.0,0.291,0.705,0.141,0.541,91.24,17,2014-15
20,1610612760,Oklahoma City Thunder,59,23,0.72,8705,2013-14,109.4,103.0,6.4,16.6,0.294,0.722,0.158,0.566,96.33,45,2014-15
21,1610612753,Orlando Magic,23,59,0.28,7914,2013-14,101.0,106.6,-5.7,16.4,0.267,0.714,0.156,0.525,94.27,25,2014-15
22,1610612755,Philadelphia 76ers,19,63,0.232,8155,2013-14,99.0,109.0,-10.0,16.0,0.29,0.684,0.168,0.51,99.74,18,2014-15
23,1610612756,Phoenix Suns,48,34,0.585,8629,2013-14,108.2,105.6,2.6,14.7,0.298,0.699,0.158,0.558,96.83,39,2014-15
24,1610612757,Portland Trail Blazers,54,28,0.659,8753,2013-14,110.4,106.2,4.2,17.2,0.32,0.713,0.142,0.548,95.9,51,2014-15
25,1610612758,Sacramento Kings,28,54,0.341,8241,2013-14,105.1,107.8,-2.7,14.6,0.316,0.725,0.159,0.532,95.04,29,2014-15
26,1610612759,San Antonio Spurs,62,20,0.756,8639,2013-14,109.5,101.4,8.1,19.0,0.261,0.725,0.15,0.571,95.87,55,2014-15
27,1610612761,Toronto Raptors,48,34,0.585,8305,2013-14,107.9,104.6,3.3,16.4,0.312,0.701,0.151,0.545,92.48,49,2014-15
28,1610612762,Utah Jazz,25,57,0.305,7791,2013-14,102.4,110.1,-7.6,16.1,0.297,0.708,0.158,0.523,92.32,38,2014-15
29,1610612764,Washington Wizards,44,38,0.537,8254,2013-14,104.9,103.6,1.3,17.6,0.286,0.719,0.153,0.538,94.18,46,2014-15
0,1610612737,Atlanta Hawks,60,22,0.732,8409,2014-15,108.2,102.3,5.9,19.5,0.264,0.697,0.15,0.563,94.66,48,2015-16
1,1610612738,Boston Celtics,40,42,0.488,8312,2014-15,103.8,103.5,0.3,18.0,0.289,0.71,0.142,0.523,96.71,48,2015-16
2,1610612751,Brooklyn Nets,38,44,0.463,8038,2014-15,103.4,106.3,-3.0,16.3,0.278,0.701,0.146,0.529,93.69,21,2015-16
3,1610612766,Charlotte Hornets,33,49,0.402,7721,2014-15,99.6,103.0,-3.4,15.8,0.27,0.746,0.126,0.498,93.45,48,2015-16
4,1610612741,Chicago Bulls,50,32,0.61,8265,2014-15,106.3,103.3,3.0,16.6,0.312,0.709,0.147,0.536,93.8,42,2015-16
5,1610612739,Cleveland Cavaliers,53,29,0.646,8457,2014-15,110.1,105.3,4.8,17.1,0.311,0.711,0.152,0.557,93.23,57,2015-16
6,1610612742,Dallas Mavericks,50,32,0.61,8628,2014-15,108.2,104.9,3.2,17.0,0.269,0.681,0.133,0.55,96.4,42,2015-16
7,1610612743,Denver Nuggets,30,52,0.366,8320,2014-15,103.9,107.1,-3.3,16.2,0.303,0.7,0.146,0.518,96.87,33,2015-16
8,1610612765,Detroit Pistons,32,50,0.39,8077,2014-15,104.3,105.4,-1.1,16.4,0.316,0.712,0.142,0.515,93.68,44,2015-16
9,1610612744,Golden State Warriors,67,15,0.817,9016,2014-15,110.4,100.4,9.9,19.7,0.273,0.703,0.145,0.571,99.28,73,2015-16
10,1610612745,Houston Rockets,56,26,0.683,8522,2014-15,106.0,102.6,3.4,16.5,0.305,0.686,0.17,0.548,97.36,41,2015-16
11,1610612754,Indiana Pacers,38,44,0.463,7981,2014-15,102.9,102.7,0.2,16.6,0.286,0.735,0.148,0.523,93.67,45,2015-16
12,1610612746,Los Angeles Clippers,56,26,0.683,8751,2014-15,111.6,104.7,6.9,18.7,0.272,0.716,0.129,0.565,95.4,53,2015-16
13,1610612747,Los Angeles Lakers,21,61,0.256,8073,2014-15,102.3,109.4,-7.1,15.9,0.29,0.72,0.138,0.513,95.03,17,2015-16
14,1610612763,Memphis Grizzlies,55,27,0.671,8062,2014-15,104.8,101.2,3.5,16.9,0.288,0.716,0.142,0.531,92.82,42,2015-16
15,1610612748,Miami Heat,37,45,0.451,7764,2014-15,103.2,106.1,-3.0,16.1,0.284,0.687,0.161,0.54,91.49,48,2015-16
16,1610612749,Milwaukee Bucks,41,41,0.5,8023,2014-15,102.0,101.4,0.6,17.8,0.29,0.686,0.175,0.536,94.82,33,2015-16
17,1610612750,Minnesota Timberwolves,16,66,0.195,8016,2014-15,101.8,110.9,-9.1,16.3,0.311,0.682,0.156,0.517,95.45,29,2015-16
18,1610612740,New Orleans Pelicans,45,37,0.549,8147,2014-15,107.1,106.3,0.8,17.1,0.309,0.712,0.143,0.537,92.29,30,2015-16
19,1610612752,New York Knicks,17,65,0.207,7535,2014-15,98.9,109.0,-10.1,16.7,0.289,0.691,0.158,0.508,92.06,32,2015-16
20,1610612760,Oklahoma City Thunder,45,37,0.549,8524,2014-15,106.7,104.6,2.1,15.3,0.318,0.73,0.151,0.532,96.61,55,2015-16
21,1610612753,Orlando Magic,25,57,0.305,7847,2014-15,101.0,106.8,-5.9,16.2,0.269,0.716,0.157,0.524,94.51,35,2015-16
22,1610612755,Philadelphia 76ers,18,64,0.22,7542,2014-15,94.9,103.9,-9.0,15.5,0.293,0.686,0.183,0.494,96.45,10,2015-16
23,1610612756,Phoenix Suns,39,43,0.476,8397,2014-15,104.2,105.3,-1.1,15.4,0.281,0.698,0.154,0.537,97.2,23,2015-16
24,1610612757,Portland Trail Blazers,51,31,0.622,8429,2014-15,107.1,102.8,4.3,16.8,0.282,0.728,0.142,0.544,95.06,44,2015-16
