TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN_trad,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,MIN_adv,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1610612737,Atlanta Hawks,82,46,36,0.561,3951.0,3575,7541,0.474,1201,3237,0.371,1363,1762,0.774,900,2670,3570,2471,1162.0,768,384,402,1612,1515,9714,198.0,2025-26,3951.0,113.2,115.0,111.0,112.9,2.3,2.2,0.691,2.13,20.4,0.291,0.702,0.495,0.138,0.554,0.584,104.2,102.5,85.42,8444,0.51
1610612738,Boston Celtics,82,56,26,0.683,3946.0,3456,7398,0.467,1268,3456,0.367,1238,1534,0.807,1025,2777,3802,2021,1014.0,585,410,339,1562,1508,9418,631.0,2025-26,3946.0,116.8,120.0,109.7,111.7,7.1,8.3,0.585,1.99,18.0,0.336,0.71,0.525,0.129,0.553,0.583,97.7,95.58,79.65,7850,0.536
1610612751,Brooklyn Nets,82,20,62,0.244,3951.0,3071,6933,0.443,1073,3152,0.34,1471,1885,0.78,847,2378,3225,2050,1292.0,653,350,436,1728,1595,8686,-819.0,2025-26,3951.0,105.8,108.2,116.0,118.2,-10.2,-10.0,0.668,1.59,18.3,0.287,0.687,0.478,0.161,0.52,0.559,99.6,97.6,81.34,8028,0.436
1610612766,Charlotte Hornets,82,44,38,0.537,3951.0,3357,7292,0.46,1343,3549,0.378,1456,1780,0.818,1048,2730,3778,2160,1264.0,577,370,364,1564,1626,9513,396.0,2025-26,3951.0,114.7,118.4,111.9,113.5,2.9,4.9,0.643,1.71,18.6,0.358,0.722,0.539,0.157,0.552,0.589,99.9,97.59,81.33,8033,0.516
1610612741,Chicago Bulls,82,31,51,0.378,3951.0,3476,7417,0.469,1169,3287,0.356,1416,1824,0.776,849,2845,3694,2335,1257.0,627,410,457,1561,1545,9537,-427.0,2025-26,3951.0,110.5,112.1,115.1,117.4,-4.6,-5.3,0.672,1.86,19.5,0.279,0.708,0.496,0.148,0.547,0.58,105.0,103.22,86.01,8506,0.48
1610612739,Cleveland Cavaliers,82,52,30,0.634,3951.0,3554,7381,0.482,1173,3261,0.36,1520,1959,0.776,961,2682,3643,2321,1147.0,697,409,354,1605,1683,9801,337.0,2025-26,3951.0,116.3,118.3,111.9,114.1,4.4,4.1,0.653,2.02,19.7,0.307,0.692,0.502,0.138,0.561,0.595,102.6,100.7,83.91,8286,0.522
1610612742,Dallas Mavericks,82,26,56,0.317,3971.0,3432,7366,0.466,899,2615,0.344,1595,2113,0.755,863,2803,3666,2072,1193.0,619,423,432,1508,1723,9358,-452.0,2025-26,3971.0,108.5,110.3,113.9,115.5,-5.4,-5.2,0.604,1.74,17.7,0.279,0.702,0.492,0.141,0.527,0.564,104.2,102.62,85.52,8484,0.477
1610612743,Denver Nuggets,82,54,28,0.659,3986.0,3570,7196,0.496,1161,2934,0.396,1709,2116,0.808,801,2805,3606,2375,1057.0,560,325,380,1569,1759,10010,422.0,2025-26,3986.0,119.4,121.2,114.7,116.0,4.7,5.2,0.665,2.25,20.3,0.286,0.717,0.511,0.128,0.577,0.616,100.8,99.49,82.91,8259,0.529
1610612765,Detroit Pistons,82,60,22,0.732,3961.0,3560,7340,0.485,902,2534,0.356,1635,2144,0.763,1073,2663,3736,2281,1241.0,856,523,476,1803,1745,9657,669.0,2025-26,3961.0,114.3,117.3,106.6,108.9,7.6,8.4,0.641,1.84,19.1,0.354,0.689,0.524,0.151,0.546,0.583,102.3,99.88,83.23,8231,0.552
1610612744,Golden State Warriors,82,37,45,0.451,3961.0,3357,7280,0.461,1286,3616,0.356,1398,1732,0.807,932,2540,3472,2369,1284.0,796,346,342,1608,1524,9398,-46.0,2025-26,3961.0,112.0,113.8,112.6,114.4,-0.6,-0.5,0.706,1.85,20.0,0.302,0.684,0.49,0.156,0.549,0.584,101.7,100.05,83.37,8255,0.495
