TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1610612737,Atlanta Hawks,82,24,58,0.293,3941.0,3130,7015,0.446,917,2544,0.36,1298,1654,0.785,743,2693,3436,1946,1274.0,638,348,453,1606,1661,8475,-447.0,2017-18,102.4,104.4,108.2,110.1,-5.8,-5.7,0.622,1.53,17.6,0.263,0.719,0.489,0.157,0.512,0.547,100.6,98.76,82.3,8114,0.468
1610612738,Boston Celtics,82,55,27,0.671,3961.0,3141,6975,0.45,939,2492,0.377,1308,1697,0.771,767,2878,3645,1842,1148.0,604,373,364,1618,1571,8529,294.0,2017-18,105.3,106.8,101.5,103.2,3.7,3.6,0.586,1.6,17.0,0.263,0.739,0.504,0.144,0.518,0.552,98.2,96.75,80.63,7987,0.519
1610612751,Brooklyn Nets,82,28,54,0.341,3971.0,3136,7114,0.441,1041,2924,0.356,1428,1850,0.772,792,2852,3644,1941,1245.0,512,390,450,1688,1615,8741,-307.0,2017-18,104.3,106.1,108.5,109.7,-4.2,-3.6,0.619,1.56,17.3,0.251,0.731,0.489,0.151,0.514,0.551,101.1,99.66,83.05,8238,0.474
1610612766,Charlotte Hornets,82,36,46,0.439,3956.0,3197,7106,0.45,824,2233,0.369,1656,2216,0.747,827,2901,3728,1770,1041.0,559,373,404,1409,1839,8874,21.0,2017-18,107.0,109.0,107.0,109.0,0.0,-0.1,0.554,1.7,16.1,0.271,0.763,0.512,0.128,0.508,0.549,100.5,98.66,82.21,8143,0.5
1610612741,Chicago Bulls,82,27,55,0.329,3971.0,3170,7285,0.435,906,2549,0.355,1194,1574,0.759,790,2872,3662,1923,1147.0,626,289,423,1571,1425,8440,-577.0,2017-18,101.3,103.4,109.1,110.5,-7.8,-7.0,0.607,1.68,17.3,0.256,0.767,0.5,0.141,0.497,0.529,100.3,98.65,82.21,8160,0.453
1610612739,Cleveland Cavaliers,82,50,32,0.61,3946.0,3311,6950,0.476,981,2636,0.372,1488,1909,0.779,694,2761,3455,1916,1126.0,582,312,340,1524,1696,9091,77.0,2017-18,110.6,112.0,109.5,111.1,1.0,1.0,0.579,1.7,17.5,0.243,0.73,0.492,0.139,0.547,0.584,100.1,98.72,82.27,8114,0.502
1610612742,Dallas Mavericks,82,24,58,0.293,3961.0,3128,7042,0.444,967,2688,0.36,1167,1530,0.763,666,2717,3383,1858,1007.0,578,310,369,1578,1604,8390,-249.0,2017-18,104.1,105.4,107.4,108.4,-3.3,-2.9,0.594,1.85,17.3,0.224,0.749,0.478,0.127,0.513,0.544,97.5,96.53,80.44,7959,0.475
1610612743,Denver Nuggets,82,46,36,0.561,3976.0,3338,7102,0.47,940,2536,0.371,1404,1830,0.767,902,2748,3650,2059,1226.0,627,404,391,1533,1699,9020,121.0,2017-18,109.6,111.4,108.8,110.0,0.8,1.4,0.617,1.68,18.2,0.3,0.736,0.517,0.151,0.536,0.57,99.1,97.69,81.41,8095,0.511
1610612765,Detroit Pistons,82,39,43,0.476,3961.0,3208,7129,0.45,886,2373,0.373,1207,1621,0.745,830,2756,3586,1868,1102.0,628,317,398,1508,1511,8509,-12.0,2017-18,104.9,106.6,104.8,106.7,0.0,-0.1,0.582,1.7,17.1,0.269,0.74,0.499,0.138,0.512,0.543,98.4,96.75,80.62,7981,0.489
1610612744,Golden State Warriors,82,58,24,0.707,3946.0,3509,6979,0.503,926,2369,0.391,1360,1668,0.815,691,2877,3568,2402,1265.0,656,612,300,1607,1516,9304,490.0,2017-18,112.3,112.8,104.2,106.8,8.1,5.9,0.685,1.9,20.9,0.243,0.712,0.497,0.153,0.569,0.603,101.8,100.35,83.63,8251,0.554
1610612745,Houston Rockets,82,65,17,0.793,3951.0,3174,6906,0.46,1256,3470,0.362,1609,2061,0.781,739,2825,3564,1767,1135.0,699,392,363,1597,1670,9213,695.0,2017-18,112.2,114.1,103.8,105.7,8.5,8.4,0.557,1.56,16.4,0.254,0.75,0.503,0.141,0.551,0.59,99.7,98.02,81.69,8078,0.531
1610612754,Indiana Pacers,82,48,34,0.585,3951.0,3345,7083,0.472,741,2010,0.369,1225,1573,0.779,788,2684,3472,1819,1088.0,721,340,428,1544,1514,8656,113.0,2017-18,107.2,108.5,105.6,107.3,1.6,1.3,0.544,1.67,16.8,0.271,0.721,0.496,0.136,0.525,0.557,98.2,96.84,80.7,7977,0.509
1610612746,LA Clippers,82,42,40,0.512,3941.0,3302,7004,0.471,777,2196,0.354,1556,2095,0.743,832,2766,3598,1832,1204.0,628,372,462,1638,1803,8937,3.0,2017-18,107.7,109.4,107.7,109.2,0.0,0.2,0.555,1.52,16.5,0.284,0.718,0.504,0.147,0.527,0.564,101.1,99.54,82.95,8167,0.497
1610612747,Los Angeles Lakers,82,35,47,0.427,3981.0,3338,7248,0.461,822,2384,0.345,1364,1910,0.714,876,2927,3803,1949,1295.0,633,388,447,1736,1679,8862,-127.0,2017-18,104.2,106.0,105.6,107.3,-1.4,-1.3,0.584,1.51,17.0,0.279,0.729,0.505,0.155,0.517,0.548,102.6,100.9,84.08,8361,0.491
1610612763,Memphis Grizzlies,82,22,60,0.268,3941.0,3013,6788,0.444,758,2152,0.352,1361,1732,0.786,779,2544,3323,1767,1227.0,613,396,421,1900,1674,8145,-509.0,2017-18,101.8,103.6,108.4,110.4,-6.6,-6.8,0.586,1.44,16.6,0.276,0.721,0.493,0.156,0.5,0.539,97.3,95.65,79.71,7865,0.46
1610612748,Miami Heat,82,44,38,0.537,3986.0,3184,6997,0.455,903,2506,0.36,1209,1601,0.755,763,2801,3564,1862,1178.0,620,437,378,1648,1587,8480,39.0,2017-18,104.5,106.2,104.0,105.8,0.5,0.4,0.585,1.58,17.1,0.261,0.741,0.501,0.148,0.52,0.551,97.8,96.1,80.08,7985,0.505
1610612749,Milwaukee Bucks,82,44,38,0.537,3966.0,3257,6807,0.478,718,2024,0.355,1499,1915,0.783,688,2579,3267,1905,1135.0,722,443,366,1752,1633,8731,-25.0,2017-18,107.8,109.0,107.1,109.1,0.7,-0.2,0.585,1.68,17.7,0.244,0.709,0.48,0.142,0.531,0.571,98.5,97.03,80.86,8013,0.502
1610612750,Minnesota Timberwolves,82,47,35,0.573,3961.0,3365,7063,0.476,658,1845,0.357,1592,1980,0.804,848,2593,3441,1861,1021.0,689,345,382,1495,1710,8980,183.0,2017-18,110.8,112.5,108.4,110.2,2.4,2.3,0.553,1.82,17.0,0.289,0.72,0.503,0.128,0.523,0.566,98.3,96.75,80.62,7985,0.518
