TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1610612737,Atlanta Hawks,82,53,29,0.646,3971.0,3181,6801,0.468,524,1455,0.36,1452,1914,0.759,969,2451,3420,1789,980.0,592,413,359,1632,1582,8338,382.0,2009-10,108.9,111.0,104.0,106.0,4.9,4.9,0.562,1.83,17.1,0.32,0.685,0.502,0.13,0.506,0.545,92.5,90.77,75.64,7515,0.523
1610612738,Boston Celtics,82,50,32,0.61,3956.0,3039,6294,0.483,499,1433,0.348,1559,2090,0.746,716,2449,3165,1930,1219.0,701,402,386,1816,1777,8136,300.0,2009-10,105.4,106.9,101.1,103.2,4.3,3.7,0.635,1.58,18.5,0.274,0.697,0.493,0.16,0.522,0.564,93.8,92.22,76.85,7609,0.54
1610612766,Charlotte Bobcats,82,44,38,0.537,3976.0,2858,6306,0.453,460,1331,0.346,1637,2180,0.751,858,2490,3348,1658,1290.0,632,446,502,1597,1804,7813,120.0,2009-10,101.5,103.9,100.2,102.0,1.3,1.9,0.58,1.29,16.1,0.315,0.698,0.51,0.172,0.49,0.538,92.8,90.91,75.75,7519,0.518
1610612741,Chicago Bulls,82,41,41,0.5,3981.0,3081,6825,0.451,352,1066,0.33,1479,1962,0.754,937,2715,3652,1704,1175.0,531,478,438,1648,1643,7993,-134.0,2009-10,100.8,102.6,102.6,104.2,-1.8,-1.6,0.553,1.45,16.0,0.303,0.709,0.509,0.151,0.477,0.52,95.5,94.02,78.35,7794,0.5
1610612739,Cleveland Cavaliers,82,61,21,0.744,3956.0,3101,6391,0.485,602,1582,0.381,1569,2180,0.72,791,2692,3483,1835,1137.0,564,425,325,1591,1708,8373,535.0,2009-10,108.8,110.6,101.5,103.8,7.3,6.8,0.592,1.61,17.7,0.293,0.725,0.519,0.15,0.532,0.57,93.5,91.77,76.48,7573,0.552
1610612742,Dallas Mavericks,82,55,27,0.671,3976.0,3140,6760,0.464,558,1498,0.372,1526,1870,0.816,834,2586,3420,1917,1059.0,624,449,337,1563,1652,8364,223.0,2009-10,107.1,107.8,103.2,105.0,4.0,2.8,0.611,1.81,18.0,0.279,0.697,0.493,0.137,0.506,0.552,94.8,93.6,78.0,7757,0.534
1610612743,Denver Nuggets,82,53,29,0.646,3956.0,3124,6678,0.468,544,1517,0.359,1937,2508,0.772,889,2505,3394,1719,1136.0,683,417,438,1844,1943,8729,335.0,2009-10,108.7,110.8,104.7,106.5,4.0,4.4,0.55,1.51,16.1,0.304,0.687,0.498,0.144,0.509,0.561,97.3,95.61,79.68,7876,0.524
1610612765,Detroit Pistons,82,27,55,0.329,3956.0,2940,6602,0.445,374,1190,0.314,1455,1998,0.728,1053,2242,3295,1591,1100.0,596,313,401,1822,1702,7709,-419.0,2009-10,102.4,104.5,108.9,110.3,-6.5,-5.9,0.541,1.45,15.5,0.346,0.697,0.51,0.149,0.474,0.515,91.0,89.46,74.55,7379,0.448
1610612744,Golden State Warriors,82,26,56,0.317,3946.0,3329,7094,0.469,633,1687,0.375,1631,2085,0.782,753,2397,3150,1839,1204.0,761,340,407,1886,1757,8922,-295.0,2009-10,105.4,107.0,109.4,110.3,-3.9,-3.3,0.552,1.53,16.5,0.254,0.659,0.453,0.144,0.514,0.557,102.7,101.52,84.6,8338,0.47
1610612745,Houston Rockets,82,42,40,0.512,3981.0,3094,6923,0.447,646,1838,0.351,1561,2022,0.772,971,2471,3442,1790,1188.0,583,318,532,1712,1840,8395,-30.0,2009-10,104.5,106.8,105.5,106.8,-1.0,0.0,0.579,1.51,16.5,0.309,0.699,0.498,0.151,0.494,0.537,96.5,94.91,79.1,7857,0.489
1610612754,Indiana Pacers,82,32,50,0.39,3941.0,3020,6823,0.443,659,1896,0.348,1564,2019,0.775,785,2618,3403,1730,1232.0,585,439,414,1848,1709,8263,-247.0,2009-10,101.3,103.0,104.2,106.0,-2.9,-3.0,0.573,1.4,16.1,0.255,0.69,0.473,0.154,0.491,0.536,99.4,97.77,81.48,8024,0.476
1610612746,Los Angeles Clippers,82,29,53,0.354,3941.0,3002,6601,0.455,483,1457,0.332,1362,1867,0.73,927,2502,3429,1810,1285.0,532,466,363,1581,1588,7849,-521.0,2009-10,100.9,102.3,107.1,109.1,-6.3,-6.8,0.603,1.41,17.1,0.305,0.697,0.5,0.168,0.491,0.529,95.0,93.44,77.86,7670,0.465
1610612747,Los Angeles Lakers,82,57,25,0.695,3966.0,3144,6875,0.457,532,1562,0.341,1519,1985,0.765,973,2662,3635,1730,1096.0,612,400,363,1592,1737,8339,387.0,2009-10,105.9,107.6,101.1,102.7,4.9,4.9,0.55,1.58,16.2,0.314,0.708,0.512,0.141,0.496,0.538,95.2,93.73,78.11,7749,0.529
1610612763,Memphis Grizzlies,82,40,42,0.488,3981.0,3223,6875,0.469,344,1020,0.337,1614,2202,0.733,1070,2496,3566,1543,1248.0,645,399,501,1655,1840,8404,-124.0,2009-10,104.8,107.5,107.6,109.0,-2.9,-1.5,0.479,1.24,14.4,0.355,0.698,0.523,0.16,0.494,0.536,96.1,94.29,78.58,7816,0.486
1610612748,Miami Heat,82,47,35,0.573,3976.0,2984,6518,0.458,494,1426,0.346,1452,1931,0.752,875,2553,3428,1548,1079.0,605,457,355,1710,1639,7914,187.0,2009-10,104.5,105.7,100.9,103.4,3.6,2.4,0.519,1.43,15.4,0.294,0.701,0.5,0.144,0.496,0.537,91.9,90.3,75.25,7485,0.522
1610612749,Milwaukee Bucks,82,46,36,0.561,3996.0,3050,6998,0.436,645,1813,0.356,1264,1675,0.755,965,2560,3525,1740,1085.0,580,385,421,1823,1664,8009,139.0,2009-10,102.0,104.0,100.9,101.9,1.0,2.1,0.57,1.6,16.4,0.298,0.726,0.501,0.141,0.482,0.518,94.0,92.6,77.17,7698,0.495
1610612750,Minnesota Timberwolves,82,15,67,0.183,3956.0,3106,6923,0.449,403,1181,0.341,1436,1926,0.746,962,2556,3518,1626,1333.0,597,306,442,1699,1686,8051,-787.0,2009-10,98.9,100.6,109.3,110.4,-10.4,-9.8,0.524,1.22,15.0,0.308,0.705,0.501,0.167,0.478,0.518,98.5,97.12,80.94,8002,0.432
1610612751,New Jersey Nets,82,12,70,0.146,3956.0,2813,6554,0.429,377,1185,0.318,1572,2015,0.78,897,2358,3255,1540,1182.0,573,393,421,1643,1647,7575,-748.0,2009-10,98.1,99.3,108.0,108.9,-10.0,-9.6,0.547,1.3,15.1,0.285,0.686,0.478,0.155,0.458,0.509,93.6,92.65,77.2,7628,0.429
1610612740,New Orleans Hornets,82,37,45,0.451,3966.0,3178,6842,0.464,571,1572,0.363,1293,1661,0.778,852,2450,3302,1828,1103.0,625,300,367,1606,1597,8220,-202.0,2009-10,105.1,106.5,107.3,108.9,-2.3,-2.4,0.575,1.66,17.3,0.282,0.696,0.486,0.143,0.506,0.543,94.8,93.53,77.94,7721,0.484
1610612752,New York Knicks,82,29,53,0.354,3976.0,3127,6876,0.455,743,2145,0.346,1376,1759,0.782,836,2477,3313,1772,1148.0,586,305,368,1638,1576,8373,-313.0,2009-10,105.2,106.4,109.1,110.3,-4.0,-4.0,0.567,1.54,16.6,0.268,0.691,0.476,0.146,0.509,0.547,96.1,95.03,79.2,7872,0.474
1610612760,Oklahoma City Thunder,82,50,32,0.61,3961.0,3063,6629,0.462,418,1229,0.34,1778,2210,0.805,960,2607,3567,1639,1227.0,654,481,384,1743,1755,8322,286.0,2009-10,105.8,107.0,101.6,103.5,4.1,3.5,0.535,1.34,15.5,0.32,0.694,0.511,0.158,0.494,0.547,95.6,94.13,78.44,7774,0.532
1610612753,Orlando Magic,82,59,23,0.72,3946.0,3005,6394,0.47,841,2241,0.375,1575,2176,0.724,810,2736,3546,1615,1155.0,512,456,288,1629,1819,8426,614.0,2009-10,109.5,110.7,100.2,102.8,9.3,7.9,0.537,1.4,15.8,0.28,0.726,0.512,0.152,0.536,0.573,94.2,92.54,77.12,7614,0.551
1610612755,Philadelphia 76ers,82,27,55,0.329,3961.0,3087,6706,0.46,474,1381,0.343,1366,1808,0.756,941,2421,3362,1723,1192.0,667,439,332,1677,1534,8014,-320.0,2009-10,103.4,104.8,107.6,108.9,-4.2,-4.1,0.558,1.45,16.4,0.31,0.693,0.498,0.156,0.496,0.534,93.9,92.72,77.26,7648,0.478
1610612756,Phoenix Suns,82,54,28,0.659,3946.0,3339,6788,0.492,730,1770,0.412,1631,2117,0.77,910,2616,3526,1912,1210.0,479,418,365,1713,1789,9039,402.0,2009-10,112.7,113.9,106.9,109.1,5.8,4.8,0.573,1.58,17.5,0.311,0.673,0.503,0.152,0.546,0.585,97.9,96.43,80.36,7937,0.536
1610612757,Portland Trail Blazers,82,50,32,0.61,3971.0,2974,6453,0.461,491,1388,0.354,1606,2033,0.79,913,2383,3296,1674,1012.0,523,350,333,1715,1767,8045,271.0,2009-10,108.0,109.6,104.0,106.1,4.1,3.5,0.563,1.65,16.6,0.32,0.702,0.51,0.138,0.499,0.547,90.2,88.64,73.87,7339,0.525
1610612758,Sacramento Kings,82,25,57,0.305,3976.0,3144,6895,0.456,482,1383,0.349,1430,1969,0.726,977,2518,3495,1679,1226.0,564,366,468,1827,1650,8200,-358.0,2009-10,102.4,104.4,107.2,109.1,-4.8,-4.7,0.534,1.37,15.7,0.315,0.7,0.504,0.156,0.491,0.528,96.5,94.78,78.98,7855,0.467
1610612759,San Antonio Spurs,82,50,32,0.61,3956.0,3150,6659,0.473,554,1547,0.358,1458,1969,0.74,887,2621,3508,1829,1116.0,516,381,417,1669,1672,8312,417.0,2009-10,107.2,109.3,102.0,103.9,5.2,5.4,0.581,1.64,17.4,0.303,0.72,0.515,0.147,0.515,0.552,94.0,92.26,76.88,7605,0.532
1610612761,Toronto Raptors,82,40,42,0.488,3956.0,3199,6631,0.482,518,1397,0.371,1618,2118,0.764,806,2507,3313,1804,1100.0,469,384,360,1819,1730,8534,-146.0,2009-10,108.6,110.2,110.2,112.2,-1.6,-2.0,0.564,1.64,17.1,0.288,0.692,0.495,0.142,0.521,0.564,95.4,93.94,78.29,7746,0.489
1610612762,Utah Jazz,82,53,29,0.646,3951.0,3227,6575,0.491,439,1207,0.364,1654,2233,0.741,872,2588,3460,2187,1246.0,675,400,445,1859,1818,8547,438.0,2009-10,107.8,109.7,102.9,104.0,4.8,5.7,0.678,1.76,19.8,0.313,0.718,0.52,0.16,0.524,0.565,96.0,94.68,78.9,7791,0.55
1610612764,Washington Wizards,82,26,56,0.317,3966.0,3008,6700,0.449,432,1225,0.353,1444,1895,0.762,966,2458,3424,1557,1219.0,493,421,415,1752,1684,7892,-392.0,2009-10,101.4,103.1,106.7,108.3,-5.4,-5.3,0.518,1.28,15.0,0.317,0.691,0.501,0.159,0.481,0.524,94.1,92.6,77.17,7656,0.462
