season,name,team,games,minutes,points,rebounds.total,assists,trueShootingPct,usage
2018,Tyrie Jackson,Virginia Tech,26,181,77,36,8,0.546,23.0
2018,Kerry Blackshear Jr.,Virginia Tech,31,800,401,189,37,0.65,23.2
2018,Chris Clarke,Virginia Tech,31,775,258,189,91,0.645,18.3
2018,Nickeil Alexander-Walker,Virginia Tech,31,786,328,118,44,0.581,22.0
2018,Justin Robinson,Virginia Tech,31,973,442,89,177,0.605,23.9
2018,Ahmed Hill,Virginia Tech,31,760,302,90,28,0.597,19.2
2018,Devin Wilson,Virginia Tech,31,506,89,55,52,0.568,10.0
2018,Nick Fullard,Virginia Tech,8,10,0,1,0,0.0,10.1
2018,Justin Ammerman,Virginia Tech,7,7,3,0,0,0.247,60.6
2018,Justin Bibbs,Virginia Tech,29,949,366,74,47,0.589,19.4
2018,Nigel Jackson,Wagner,26,441,148,97,21,0.512,19.2
2018,Jamar Brown,Wagner,11,74,36,17,0,0.726,22.8
2018,Blake Francis,Wagner,32,1046,553,60,54,0.588,24.3
2018,Chase Freeman,Wagner,32,409,88,38,32,0.612,10.8
2018,AJ Sumbry,Wagner,33,639,210,214,15,0.502,19.7
2018,Devin Liggeons,Wagner,33,715,212,153,29,0.551,15.9
2018,Romone Saunders,Wagner,25,791,358,159,51,0.526,24.5
2018,Tyler Plummer,Wagner,18,227,35,28,6,0.394,11.9
2018,Elijah Davis,Wagner,33,662,232,143,25,0.498,21.3
2018,JoJo Cooper,Wagner,33,1202,471,173,201,0.529,22.6
2018,Nick Madray,Wagner,9,102,25,26,3,0.411,18.8
2018,Shack Scott,Wagner,25,317,80,55,3,0.602,11.4
2018,Chaundee Brown Jr.,Wake Forest,30,628,228,91,34,0.501,21.1
2018,Sunday Okeke,Wake Forest,21,94,11,28,4,0.506,9.0
2018,Olivier Sarr,Wake Forest,30,453,97,89,11,0.434,15.9
2018,DJ Mitchell,Wake Forest,30,338,87,67,6,0.624,13.0
2018,Melo Eggleston,Wake Forest,21,105,21,24,4,0.408,13.9
2018,Brandon Childress,Wake Forest,30,786,273,80,109,0.526,20.3
2018,Samuel Japhet-Mathias,Wake Forest,6,44,6,8,0,0.6,8.8
2018,Keyshawn Woods,Wake Forest,28,719,333,70,53,0.555,24.1
2018,Aaron Spivey,Wake Forest,10,9,3,0,0,0.452,17.9
2018,Anthony Bilas,Wake Forest,7,7,0,4,2,0.0,27.3
2018,Terrence Thompson,Wake Forest,31,506,107,121,8,0.429,14.8
2018,Doral Moore,Wake Forest,31,790,344,291,9,0.665,18.8
2018,Bryant Crawford,Wake Forest,31,987,523,91,152,0.56,28.7
2018,Mitchell Wilbekin,Wake Forest,27,714,231,63,39,0.568,15.5
2018,Troy Rike,Wake Forest,9,12,7,0,1,0.5,32.2
2018,Britton Anderson,Wake Forest,7,8,2,4,0,0.205,29.7
2018,Hameir Wright,Washington,31,470,83,85,20,0.443,13.0
2018,Nahziah Carter,Washington,32,453,159,54,16,0.561,19.8
2018,Carlos Johnson,Washington,15,123,58,18,2,0.632,22.9
2018,Sam Timmins,Washington,32,576,137,146,8,0.6,13.5
2018,Jason Crandall,Washington,3,7,5,2,1,0.833,21.0
2018,Michael Carter III,Washington,15,120,21,10,6,0.38,14.6
2018,Noah Dickerson,Washington,32,875,499,274,30,0.645,27.0
2018,Jaylen Nowell,Washington,32,1030,510,128,89,0.541,27.6
2018,Matisse Thybulle,Washington,32,1037,364,94,80,0.569,19.3
2018,David Crisp,Washington,32,1118,377,86,99,0.498,21.1
2018,Dominic Green,Washington,30,624,163,60,17,0.594,12.1
2018,Devenir Duruisseau,Washington,1,0,0,0,0,,
2018,Greg Bowman,Washington,6,15,8,7,0,0.8,16.2
2018,Dan Kingma,Washington,7,27,2,2,3,0.2,10.7
2018,Arinze Chidom,Washington State,28,280,107,62,11,0.562,20.7
2018,Jamar Ergas,Washington State,10,16,4,1,1,0.5,19.7
2018,Carter Skaggs,Washington State,31,634,255,81,17,0.613,19.3
2018,Milan Acquaah,Washington State,30,525,146,54,58,0.468,22.4
2018,Malachi Flynn,Washington State,31,1035,489,106,132,0.559,25.2
2018,Jeff Pollard,Washington State,27,312,98,47,10,0.584,16.8
2018,Robert Franks,Washington State,30,989,521,197,58,0.617,25.7
2018,Viont'e Daniels,Washington State,31,1015,279,71,62,0.656,12.3
2018,Davante Cooper,Washington State,18,113,25,21,5,0.572,14.6
2018,Kwinton Hinson,Washington State,28,381,108,63,18,0.475,19.2
2018,Steven Shpreyregin,Washington State,15,114,33,6,1,0.481,16.4
2018,KJ Langston,Washington State,8,26,4,0,0,0.269,14.2
2018,Drick Bernstine,Washington State,29,810,201,199,77,0.52,16.8
2018,Ricky Nelson,Weber State,31,600,136,36,62,0.573,12.6
2018,Michal Kozak,Weber State,31,812,169,151,31,0.559,12.7
2018,Jordan Dallas,Weber State,22,188,50,31,5,0.646,15.1
2018,Brenden Morris,Weber State,8,37,18,14,0,0.67,23.3
2018,Jerrick Harding,Weber State,31,1019,682,106,53,0.639,31.7
2018,Trevon Ary-Turner,Weber State,18,185,66,16,12,0.625,18.8
2018,Brekkott Chapman,Weber State,27,734,292,160,38,0.576,22.9
2018,Zach Braxton,Weber State,30,840,368,233,40,0.598,21.9
2018,Eric Patten,Weber State,1,0,0,0,0,0.0,
2018,Ryan Richardson,Weber State,31,1010,419,100,66,0.619,20.3
2018,Dusty Baker,Weber State,31,789,223,126,115,0.675,13.9
2018,Riley Court,Weber State,12,61,11,11,8,0.381,15.9
2018,Teddy Allen,West Virginia,34,403,242,94,17,0.542,30.3
2018,Maciej Bender,West Virginia,34,300,42,62,7,0.471,9.3
2018,Wesley Harris,West Virginia,36,733,185,131,14,0.508,14.0
2018,Lamont West,West Virginia,35,771,331,133,21,0.556,20.7
2018,James Bolden,West Virginia,36,613,302,67,38,0.59,22.4
2018,D'Angelo Hunter,West Virginia,16,92,25,16,3,0.408,16.2
2018,Logan Routt,West Virginia,30,232,35,62,9,0.616,8.2
2018,Chase Harler,West Virginia,32,313,50,21,23,0.43,10.0
2018,Sagaba Konate,West Virginia,35,894,385,269,21,0.559,20.7
2018,Esa Ahmad,West Virginia,21,570,214,115,41,0.539,20.1
2018,Daxter Miles Jr.,West Virginia,35,1026,461,98,109,0.576,20.8
2018,Jevon Carter,West Virginia,36,1278,627,170,239,0.555,24.6
2018,Matt Halvorsen,Western Carolina,32,713,271,36,32,0.555,19.0
2018,Marcus Thomas,Western Carolina,24,276,134,45,15,0.507,27.1
2018,Onno Steger,Western Carolina,27,247,58,24,9,0.427,16.3
2018,Adam Sledd,Western Carolina,31,211,60,38,6,0.473,16.2
2018,Jason McMillan,Western Carolina,13,39,9,3,1,0.375,15.8
2018,Yalim Olcay,Western Carolina,17,55,12,15,3,0.434,15.4
2018,Marc Gosselin,Western Carolina,31,843,272,202,45,0.553,17.8
2018,Maurice Smith,Western Carolina,29,276,59,81,16,0.413,17.7
2018,Mike Amius,Western Carolina,32,738,406,179,35,0.584,28.9
2018,Haboubacar Mutombo,Western Carolina,30,399,76,71,15,0.346,15.2
2018,Devin Peterson,Western Carolina,30,672,212,62,90,0.482,19.2
2018,Ashley Williams,Western Carolina,25,261,117,35,12,0.534,22.6
2018,Charlendez Brooks,Western Carolina,29,201,13,28,15,0.272,8.5
2018,Desmond Johnson,Western Carolina,31,488,124,67,48,0.449,19.2
2018,Devonte Fuller,Western Carolina,12,34,37,11,2,0.637,43.1
2018,Deriece Parks,Western Carolina,31,947,330,118,83,0.518,19.5
2018,Isaac Johnson,Western Illinois,28,567,223,125,23,0.52,23.5
2018,Kobe Webster,Western Illinois,28,935,446,116,97,0.537,26.9
2018,C.J. Duff,Western Illinois,28,883,226,56,27,0.496,15.1
2018,Jeremiah Usiosefe,Western Illinois,15,356,93,63,24,0.651,12.8
2018,Brandon Gilbeck,Western Illinois,28,743,303,199,20,0.635,21.1
2018,Jordan Hughes,Western Illinois,19,105,20,27,0,0.635,7.9
2018,Otis Dortch,Western Illinois,5,21,4,1,2,0.347,17.6
2018,Ryan Maas,Western Illinois,6,39,11,4,1,0.5,15.9
2018,Dalan Ancrum,Western Illinois,28,892,380,147,51,0.57,23.3
2018,Jalen Morgan,Western Illinois,27,322,86,59,11,0.576,15.7
2018,Lynrick Moxey,Western Illinois,16,117,53,31,9,0.709,17.6
2018,Delo Bruster,Western Illinois,28,475,125,42,40,0.539,17.1
2018,Charles Gavin,Western Illinois,18,181,40,33,2,0.467,13.9
2018,Chris Snyder,Western Illinois,5,39,2,7,1,0.25,5.0
2018,Marek Nelson,Western Kentucky,38,351,99,60,8,0.573,16.5
2018,Josh Anderson,Western Kentucky,23,390,170,58,17,0.582,22.5
2018,Taveion Hollingsworth,Western Kentucky,38,1312,506,129,71,0.6,19.4
2018,Moustapha Diagne,Western Kentucky,20,119,11,31,1,0.258,17.3
2018,Jake Ohmer,Western Kentucky,37,609,209,40,34,0.509,19.2
2018,Lamonte Bearden,Western Kentucky,38,1053,448,88,131,0.582,23.6
2018,Justin Johnson,Western Kentucky,38,1314,597,359,48,0.575,22.8
2018,Dwight Coleby,Western Kentucky,38,1050,418,305,22,0.64,19.2
2018,Darius Thompson,Western Kentucky,38,1354,517,159,181,0.578,19.7
2018,Tyler Miller,Western Kentucky,14,73,4,9,2,0.258,5.9
2018,Jason Whitens,Western Michigan,16,95,18,15,4,0.556,10.7
2018,Michael Flowers,Western Michigan,23,199,79,24,11,0.625,19.0
2018,Reggie Jones,Western Michigan,32,756,323,124,67,0.492,26.1
2018,Brandon Johnson,Western Michigan,29,787,269,167,20,0.532,18.1
2018,Bryce Moore,Western Michigan,32,982,313,84,49,0.562,15.8
2018,Jarrin Randall,Western Michigan,24,134,31,5,14,0.343,19.1
2018,Jared Printy,Western Michigan,29,229,57,15,9,0.636,10.9
2018,Adida Ikongshul,Western Michigan,16,125,19,30,5,0.426,12.1
2018,Seth Dugan,Western Michigan,23,363,120,94,10,0.516,18.5
2018,Josh Davis,Western Michigan,32,881,343,203,39,0.579,19.6
2018,TJ Clifford,Western Michigan,9,28,6,8,0,0.436,12.0
2018,Thomas Wilder,Western Michigan,32,1050,603,141,138,0.565,29.3
2018,Drake LaMont,Western Michigan,32,778,219,125,37,0.536,14.5
2018,Kyle McDermed,Western Michigan,9,18,2,1,2,0.143,19.0
2018,C.J. Keyser,Wichita State,18,127,31,14,11,0.507,13.9
2018,Asbjorn Midtgaard,Wichita State,9,49,11,17,0,0.506,13.7
2018,Brycen Bush,Wichita State,4,9,3,1,0,1.5,15.2
2018,Jacob Herrs,Wichita State,3,8,2,1,1,1.0,5.5
2018,Austin Reaves,Wichita State,31,663,252,87,62,0.64,17.3
2018,Kaelen Malone,Wichita State,7,28,3,4,6,0.19,19.9
2018,Markis McDuffie,Wichita State,22,416,186,69,25,0.557,23.7
2018,Samajae Haynes-Jones,Wichita State,22,239,118,24,29,0.528,26.5
2018,Brett Barney,Wichita State,6,14,10,1,1,0.714,23.3
2018,Darral Willis Jr.,Wichita State,31,566,331,191,31,0.591,28.9
2018,Zach Brown,Wichita State,30,595,138,90,53,0.587,12.6
2018,Shaquille Morris,Wichita State,31,726,425,176,40,0.623,26.3
2018,Landry Shamet,Wichita State,30,957,435,94,161,0.65,20.7
2018,Conner Frankamp,Wichita State,29,698,313,51,69,0.575,20.1
2018,Rashard Kelly,Wichita State,31,747,173,232,75,0.515,13.8
2018,Rauno Nurger,Wichita State,31,408,128,82,15,0.551,15.7
2018,Luke Loewe,William & Mary,27,141,31,14,14,0.532,13.9
2018,Nathan Knight,William & Mary,31,890,573,226,69,0.646,30.6
2018,Jihar Williams,William & Mary,15,110,31,9,6,0.352,21.5
2018,Justin Pierce,William & Mary,31,980,456,267,75,0.614,22.6
2018,Matt Milon,William & Mary,31,941,403,84,35,0.663,18.6
2018,Paul Rowley,William & Mary,30,584,185,71,31,0.607,15.8
2018,Connor Burchfield,William & Mary,31,945,390,101,58,0.734,17.1
2018,David Cohn,William & Mary,31,1114,440,92,207,0.684,18.8
2018,Cole Harrison,William & Mary,27,174,63,40,7,0.555,20.7
2018,Oliver Tot,William & Mary,31,347,46,32,42,0.591,8.8
2018,Amir Shafi,William & Mary,3,9,3,4,0,0.75,21.5
2018,Tommy Papas,William & Mary,3,9,2,0,2,0.333,16.1
2018,Omar Mostafa,William & Mary,7,17,9,0,1,0.922,17.1
2018,Jamison Glover,William & Mary,6,14,4,2,1,0.41,18.9
2018,Charles Falden,Winthrop,26,294,95,40,14,0.573,18.2
2018,Kyle Zunic,Winthrop,26,489,178,34,33,0.564,19.5
2018,Tom Pupavac,Winthrop,17,58,12,14,1,0.53,12.9
2018,Josh Ferguson,Winthrop,31,812,315,229,28,0.657,18.0
2018,Bjorn Broman,Winthrop,31,938,316,68,95,0.647,14.7
2018,Nych Smith,Winthrop,14,264,99,23,30,0.483,21.8
2018,Jermaine Ukaegbu,Winthrop,29,352,73,99,15,0.608,11.6
2018,Adam Pickett,Winthrop,31,649,288,92,57,0.638,22.3
2018,Austin Awad,Winthrop,30,311,130,61,5,0.531,21.4
2018,Raivis Scerbinskis,Winthrop,9,22,3,3,0,0.136,26.8
2018,Keondre Schumacher,Winthrop,1,0,2,0,0,1.0,
2018,Xavier Cooks,Winthrop,30,894,517,263,108,0.567,30.8
2018,Anders Broman,Winthrop,31,970,384,86,58,0.606,17.5
2018,Mitch Hill,Winthrop,24,63,18,17,4,0.563,15.6
2018,Freddy Poole,Winthrop,11,24,9,3,1,0.765,15.5
2018,Matt Erps,Winthrop,15,29,8,5,5,0.694,22.8
2018,Kellen Blake,Winthrop,16,31,19,4,1,0.563,29.1
2018,Kobe King,Wisconsin,9,184,52,14,6,0.574,14.6
2018,Brad Davison,Wisconsin,32,1002,385,73,81,0.555,22.5
2018,Nate Reuvers,Wisconsin,28,466,148,55,22,0.455,23.2
2018,Aleem Ford,Wisconsin,32,782,182,88,30,0.574,13.1
2018,D'Mitrik Trice,Wisconsin,9,279,91,20,21,0.492,20.8
2018,Walt McGrory,Wisconsin,9,72,5,8,4,0.309,11.4
2018,Brevin Pritzl,Wisconsin,31,912,279,120,33,0.555,16.4
2018,Michael Ballard,Wisconsin,1,1,0,0,0,,0.0
2018,Andy Van Vliet,Wisconsin,16,118,56,22,3,0.647,22.3
2018,Ethan Happ,Wisconsin,32,983,567,252,118,0.543,34.8
2018,Khalil Iverson,Wisconsin,32,975,276,162,53,0.606,16.7
2018,Charles Thomas IV,Wisconsin,21,130,26,35,4,0.43,14.9
2018,Alex Illikainen,Wisconsin,24,163,20,21,10,0.573,7.3
2018,Aaron Moesch,Wisconsin,26,157,30,14,7,0.962,7.7
2018,T.J. Schlundt,Wisconsin,24,193,22,15,6,0.306,11.5
2018,Matt Ferris,Wisconsin,6,8,2,3,0,1.0,20.0
2018,Tray Hollowell,Wofford,29,267,92,25,21,0.557,21.8
2018,Keve Aluma,Wofford,33,439,84,113,18,0.588,11.1
2018,Storm Murphy,Wofford,34,932,213,75,135,0.603,13.3
2018,Nathan Hoover,Wofford,34,922,374,89,46,0.58,20.8
2018,Trevor Stumpe,Wofford,29,775,312,121,62,0.612,20.5
2018,Donovan Theme-Love,Wofford,34,419,66,51,63,0.484,12.6
2018,Michael Manning Jr.,Wofford,12,53,6,9,2,0.429,6.9
2018,Cameron Jackson,Wofford,31,718,371,184,48,0.613,26.3
2018,Fletcher Magee,Wofford,34,1143,751,100,58,0.659,29.1
2018,Matthew Pegram,Wofford,34,508,179,104,25,0.515,21.4
2018,Dishon Lowery,Wofford,14,85,25,18,4,0.684,13.9
2018,Derrick Brooks,Wofford,25,479,89,110,34,0.528,13.1
2018,Bobby Perez,Wofford,11,60,16,0,6,0.8,13.9
2018,Jaylon Hall,Wright State,33,764,300,84,47,0.493,24.0
2018,Everett Winchester,Wright State,33,699,264,124,37,0.536,21.8
2018,Loudon Love,Wright State,35,972,451,341,38,0.546,25.8
2018,Cole Gentry,Wright State,25,771,228,71,65,0.556,15.7
2018,Parker Ernsthausen,Wright State,35,796,186,90,56,0.526,13.8
2018,Mark Hughes,Wright State,35,1101,337,109,105,0.565,16.3
2018,Adam Giles,Wright State,7,17,1,3,1,0.568,5.6
2018,Alan Vest,Wright State,15,70,11,14,4,0.396,13.0
2018,Justin Mitchell,Wright State,16,443,178,113,50,0.492,26.9
2018,Grant Benzinger,Wright State,35,1219,502,189,41,0.555,20.3
2018,Tye Wilburn,Wright State,20,178,40,37,16,0.521,14.3
2018,Trey Stacey,Wright State,9,20,2,4,0,0.143,20.5
2018,Hunter Maldonado,Wyoming,29,615,153,63,41,0.508,14.4
2018,Austin Mueller,Wyoming,13,85,14,6,1,0.709,9.4
2018,Cody Kelley,Wyoming,33,767,172,79,96,0.527,13.8
2018,Andrew Moemeka,Wyoming,29,309,53,63,7,0.584,9.3
2018,Justin James,Wyoming,32,997,606,191,98,0.568,30.4
2018,Nyaires Redding,Wyoming,32,445,119,33,42,0.577,14.7
2018,Jordan Naughton,Wyoming,9,62,18,11,0,0.587,14.8
2018,Hayden Dalton,Wyoming,33,1098,584,259,86,0.612,25.2
2018,Alan Herndon,Wyoming,33,1054,391,187,66,0.604,17.3
2018,Brodricks Jones,Wyoming,15,69,11,6,3,0.278,17.4
2018,Louis Adams,Wyoming,31,595,301,81,45,0.604,25.5
2018,Sam Averbuck,Wyoming,10,31,0,3,2,0.0,8.2
2018,Alexander Aka Gorski,Wyoming,31,698,211,60,31,0.493,17.5
2018,Paul Scruggs,Xavier,33,551,155,63,58,0.544,17.2
2018,Elias Harden,Xavier,17,84,12,2,6,0.338,13.8
2018,Naji Marshall,Xavier,34,747,266,153,55,0.624,17.7
2018,Tyrique Jones,Xavier,31,454,205,136,14,0.621,20.6
2018,Leighton Schrand,Xavier,4,5,0,1,0,,28.2
2018,Quentin Goodin,Xavier,34,1014,297,103,165,0.544,17.1
2018,Nick Vanderpohl,Xavier,4,4,0,0,1,,0.0
2018,Kaiser Gates,Xavier,33,789,233,153,28,0.61,13.3
2018,J.P. Macura,Xavier,33,990,423,148,93,0.608,20.7
2018,Trevon Bluiett,Xavier,34,1172,650,184,84,0.61,25.3
2018,Matt Singleton,Xavier,6,5,0,0,0,,0.0
2018,Kerem Kanter,Xavier,34,559,382,154,16,0.658,28.2
2018,Sean O'Mara,Xavier,34,501,229,106,34,0.636,20.5
2018,Azar Swain,Yale,31,610,234,73,38,0.563,19.0
2018,Jameel Alausa,Yale,15,75,29,17,3,0.461,25.2
2018,Paul Atkinson Jr.,Yale,31,749,288,142,32,0.706,16.0
2018,Eric Monroe,Yale,31,526,120,49,61,0.552,14.7
2018,Austin Williams,Yale,3,9,2,1,0,0.258,22.0
2018,Wyatt Yess,Yale,22,181,43,44,11,0.461,15.9
2018,Makai Mason,Yale,1,21,8,0,1,0.488,22.9
2018,Noah Yates,Yale,31,537,166,90,36,0.627,15.5
2018,Blake Reynolds,Yale,30,851,320,166,73,0.557,20.7
2018,Miye Oni,Yale,29,952,438,173,105,0.515,27.3
2018,Trey Phills,Yale,31,825,300,133,58,0.614,18.0
2018,Alex Copeland,Yale,30,799,337,74,82,0.545,23.7
2018,Thomas Ryan,Yale,10,51,14,2,2,0.509,17.3
2018,Eric Anderson,Yale,11,64,13,12,5,0.419,13.8
2018,Garrett Covington,Youngstown State,32,788,267,114,26,0.544,16.7
2018,Naz Bohannon,Youngstown State,32,933,230,259,44,0.451,15.0
2018,Braun Hartfield,Youngstown State,32,1018,435,138,84,0.522,22.2
2018,Michael Akuchie,Youngstown State,29,265,102,59,4,0.506,21.6
2018,Dan Ritter,Youngstown State,8,13,5,6,2,0.313,29.8
2018,Devin Haygood,Youngstown State,31,609,204,139,19,0.548,17.8
2018,Noe Anabir,Youngstown State,25,243,59,48,13,0.567,12.8
2018,Tyree Robinson,Youngstown State,30,385,225,107,13,0.62,25.8
2018,John Kirincic,Youngstown State,4,10,4,2,0,0.5,19.6
2018,Francisco Santiago,Youngstown State,8,100,21,10,9,0.47,11.9
2018,Cameron Morse,Youngstown State,32,1024,492,73,124,0.49,25.3
2018,Alex Wilbourn,Youngstown State,4,14,0,4,1,0.0,18.8
2018,Jeremiah Ferguson,Youngstown State,29,430,122,25,38,0.415,19.4
2018,Jaylen Benton,Youngstown State,32,501,212,54,64,0.525,22.4
2018,Ryan Strollo,Youngstown State,13,63,18,8,2,0.42,16.8
2018,Jacob Brown,Youngstown State,10,54,14,10,2,0.444,14.5
2018,Petr Stepanyants,Hartford,10,20,4,3,0,0.237,22.2
2018,Nikola Colovic,Hartford,5,9,0,2,0,0.0,2.7
2018,George Blagojevic,Hartford,32,564,145,117,39,0.543,15.6
2018,John Carroll,Hartford,33,1038,501,212,80,0.553,26.6
2018,Travis Weatherington,Hartford,33,877,283,88,37,0.635,16.4
2018,J.R. Lynch,Hartford,33,1190,442,143,126,0.546,21.7
2018,Jason Dunne,Hartford,33,1172,490,123,92,0.56,23.2
2018,Max Twyman,Hartford,24,174,15,17,5,0.33,8.1
2018,Jake Wright,Hartford,1,17,0,1,0,0.0,15.9
2018,Jack Hobbs,Hartford,33,612,138,100,18,0.45,15.2
2018,Hassan Attia,Hartford,33,691,246,164,20,0.661,17.9
2018,Andrew Ramirez,Hartford,28,199,46,20,12,0.456,17.6
2018,Jalen Knight,Hartford,12,49,9,7,3,0.473,15.4
2018,Ziga Habat,Hartford,5,9,4,1,0,1.064,10.9
2018,Mark Plousis,Hartford,12,21,3,4,1,0.272,16.4
2018,Jalen Jordan,St. Francis Brooklyn,31,855,345,89,30,0.587,19.1
2018,Chauncey Hawkins,St. Francis Brooklyn,31,602,204,44,46,0.477,21.5
2018,Rasheem Dunn,St. Francis Brooklyn,30,928,461,172,70,0.498,28.3
2018,Josh Nicholas,St. Francis Brooklyn,31,577,168,66,26,0.51,16.7
2018,Yaradyah Evans,St. Francis Brooklyn,15,121,23,20,4,0.425,16.3
2018,Milija Cosic,St. Francis Brooklyn,29,546,207,86,10,0.552,20.9
2018,Joshua Nurse,St. Francis Brooklyn,29,274,43,53,17,0.38,14.9
2018,Cori Johnson,St. Francis Brooklyn,15,116,42,28,3,0.416,25.6
2018,Glenn Sanabria,St. Francis Brooklyn,29,872,351,93,89,0.571,19.2
2018,Bryant Beckford,St. Francis Brooklyn,7,12,5,2,0,0.868,11.3
2018,Keon Williams,St. Francis Brooklyn,12,112,23,13,2,0.445,12.9
2018,Jagos Lasic,St. Francis Brooklyn,31,564,144,99,22,0.559,14.3
2018,D.J. Porter,St. Francis Brooklyn,31,519,185,149,32,0.527,19.6
2018,Gunnar Olafsson,St. Francis Brooklyn,18,190,59,39,6,0.593,14.8
2018,Sam Harris,St. Francis Brooklyn,10,12,0,0,0,0.0,12.0
2018,Neil Hawkins,Centenary (LA),1,23,10,0,0,1.05,10.0
2018,Jacob Helzer,Centenary (LA),2,25,4,2,0,0.45,17.4
2018,Raylon Hardy,Centenary (LA),2,32,4,2,2,0.333,17.7
2018,Cedric Harris,Centenary (LA),2,64,38,8,2,0.538,29.2
2018,Kaharri Carter,Centenary (LA),2,18,0,1,1,0.0,17.2
2018,Treylan Matthews,Centenary (LA),2,59,12,4,6,0.381,21.6
2018,Mitchell Tarantolo,Centenary (LA),2,24,2,2,2,0.41,7.4
2018,Jericho Gray,Centenary (LA),2,31,7,4,0,0.47,14.0
2018,Regis Johnson,Centenary (LA),2,24,6,4,0,0.475,26.4
2018,Travion Kirkendoll,Centenary (LA),2,47,25,8,4,0.581,26.9
2018,Hayden Clason,Centenary (LA),1,7,0,2,0,0.0,13.8
2018,KJ Bilbo,Centenary (LA),2,16,6,1,0,0.694,13.9
2018,Dyllon Weaver,Centenary (LA),2,30,4,6,0,0.286,15.5
2018,Ralueke Orizu,Savannah State,25,295,102,80,4,0.571,15.6
2018,Isaiah Felder,Savannah State,26,223,71,21,19,0.378,19.0
2018,Zacchaeus Sellers,Savannah State,31,833,330,100,123,0.564,18.0
2018,Dexter McClanahan,Savannah State,31,918,488,132,59,0.539,23.0
2018,Jahlin Smith,Savannah State,9,91,21,31,1,0.422,16.3
2018,John Grant Jr.,Savannah State,25,180,94,31,4,0.541,23.3
2018,Chris Dubose,Savannah State,14,63,20,4,0,0.36,20.0
2018,Juwan Grant,Savannah State,14,55,22,14,1,0.486,19.4
2018,Ty'lik Evans,Savannah State,26,462,214,83,64,0.454,25.4
2018,Austin Dasent,Savannah State,31,679,267,105,49,0.517,17.9
2018,Alante Fenner,Savannah State,31,820,435,144,73,0.524,24.5
2018,Javaris Jenkins,Savannah State,31,667,334,122,34,0.522,21.9
2018,Maricus Glenn,Savannah State,31,311,56,66,12,0.534,10.3
2018,Jahir Cabeza,Savannah State,29,495,179,90,23,0.566,15.4
2018,Khalen Pinkett,Savannah State,23,160,36,19,17,0.522,12.1
2018,Trey Christopher,Savannah State,5,23,8,3,2,0.4,26.5
2018,Will Perry,Oglethorpe,1,26,21,6,1,0.517,34.9
2018,Will Koch,Oglethorpe,1,18,6,9,1,0.694,13.7
2018,Justin Hughes,Oglethorpe,1,20,3,2,0,0.167,29.2
2018,Lane Foster,Oglethorpe,1,23,4,1,3,0.667,11.9
2018,Tom Inungu,Oglethorpe,1,24,6,7,5,0.75,6.5
2018,Cameron Crowe,Oglethorpe,1,3,1,2,0,0.568,11.4
2018,Malik Brown,Oglethorpe,1,1,0,0,0,,0.0
2018,Will Springer,Oglethorpe,1,4,0,1,0,,0.0
2018,Connor Smith,Oglethorpe,1,23,10,3,1,0.417,25.4
2018,Chris Lawrence,Oglethorpe,1,27,7,1,2,0.318,17.3
2018,Stefan Britvar,Oglethorpe,1,12,4,4,0,0.34,25.6
2018,Devin Huffman,Oglethorpe,1,19,11,2,3,0.751,23.2
2018,Caleb Shackleford,Erskine,1,10,2,3,0,0.5,11.6
2018,Jaywaun Washington,Erskine,1,20,0,1,0,0.0,17.5
2018,Jordan Watson,Erskine,1,15,7,3,1,0.518,30.1
2018,Andrew Weir,Erskine,1,3,0,0,1,,0.0
2018,Monta Houston,Erskine,1,3,0,0,1,0.0,19.4
2018,Jaylen Pettit,Erskine,1,3,0,0,0,,0.0
2018,Parker Helgerson,Erskine,1,12,3,1,0,0.5,14.5
2018,Jordan Smith,Erskine,1,4,3,0,0,1.5,29.1
2018,Austin Venable,Erskine,1,27,16,1,1,0.667,30.2
2018,Blake Maness,Erskine,1,16,0,0,0,0.0,10.9
2018,Andy Zagorac,Erskine,1,2,3,0,0,1.5,29.1
2018,Zezmon Steeple,Erskine,1,18,2,1,2,0.111,29.1
2018,Miles Perdue,Erskine,1,11,0,5,0,0.0,21.2
2018,Jt Thompson,Erskine,1,4,3,0,0,1.5,14.5
2018,Trent Smoot,Erskine,1,18,2,2,1,0.25,19.4
2018,Justin Shelton,Erskine,1,14,0,2,0,,0.0
2018,Thomas Nolan,Erskine,1,15,5,0,1,0.5,19.4
2018,Fineto Luguana,Erskine,1,5,3,0,1,0.75,34.9
2018,Daniel Brown,Washington College (MD),2,31,4,8,1,0.286,18.1
2018,Dallas Marshall,Washington College (MD),2,37,18,8,1,0.758,23.2
2018,Alec Lewis,Washington College (MD),2,39,3,7,0,0.171,12.7
2018,Austin Allen,Washington College (MD),2,39,13,5,4,0.433,20.9
2018,Barry McCormick,Washington College (MD),2,24,5,2,0,0.425,12.5
2018,Logan Bunch,Washington College (MD),2,30,9,4,1,0.605,14.3
2018,Derrick Carter,Washington College (MD),2,19,13,1,1,0.65,40.2
2018,Cole Storm,Washington College (MD),2,16,2,0,0,0.5,19.1
2018,Kevin McCormick,Washington College (MD),2,25,15,5,1,0.577,28.5
2018,Tino Nyawata,Washington College (MD),2,5,0,2,0,0.0,20.4
2018,Nick Schmelzer,Washington College (MD),1,15,0,2,0,0.0,16.8
