season,name,team,games,minutes,points,rebounds.total,assists,trueShootingPct,usage
2017,Dwayne Hart,John Brown,2,10,0,1,1,0.0,12.9
2017,Brenton Toussaint,John Brown,2,29,8,4,1,0.571,12.8
2017,Benjamin Smith,John Brown,2,29,6,2,2,0.276,21.7
2017,Joshua Rhodius,John Brown,2,11,0,1,0,0.0,4.8
2017,Matthew Ledford,John Brown,2,19,5,1,0,0.46,15.1
2017,Mike Torre,Molloy,1,20,7,2,0,0.595,17.4
2017,Nick Corbett,Molloy,1,32,3,2,1,0.5,11.1
2017,Curtis Jenkins,Molloy,1,26,6,4,1,0.338,23.1
2017,Josh Dennis,Molloy,1,11,5,3,0,0.553,34.6
2017,Nolan Kelly,Molloy,1,7,0,1,0,0.0,7.2
2017,Shandy Casimir,Molloy,1,9,0,2,0,,5.6
2017,Keenan Loder,Molloy,1,5,0,0,0,0.0,10.1
2017,Mike Guzzardi,Molloy,1,31,4,5,1,0.225,17.7
2017,Charlie Marquardt,Molloy,1,29,19,4,2,0.696,30.8
2017,Jaylen Morris,Molloy,1,30,13,5,3,0.488,24.1
2017,Romello Bates,Ave Maria,3,98,37,13,14,0.694,20.1
2017,Caelen Watts,Ave Maria,1,35,9,3,3,0.563,12.6
2017,Josh Flowers,Ave Maria,1,26,11,2,1,0.396,23.5
2017,Travis Scott,Ave Maria,4,42,3,10,4,0.169,16.4
2017,Malik Mayeux,Ave Maria,3,77,13,6,3,0.574,11.9
2017,Tejai Allen,Ave Maria,4,129,37,32,13,0.29,27.3
2017,Deonte Dixon,Ave Maria,4,130,91,8,6,0.611,28.7
2017,Exor Torres,Ave Maria,4,127,52,19,9,0.516,19.9
2017,Michael O'Donnell,Ave Maria,4,34,11,4,3,0.709,10.6
2017,Ryan Maniaci,Ave Maria,3,43,7,4,1,0.389,11.0
2017,Eric Richardson,Ave Maria,4,59,10,4,1,0.402,12.9
2017,Darick Kerns,St. Mary's (MD),1,12,0,2,0,,8.3
2017,Matt Ayoub,St. Mary's (MD),1,11,0,1,0,0.0,13.5
2017,Chris Craft Jr,St. Mary's (MD),1,7,0,2,0,0.0,7.1
2017,Ochae Bynum,St. Mary's (MD),1,28,3,2,1,0.188,23.0
2017,Jerrel Elder II,St. Mary's (MD),1,2,0,0,0,0.0,46.7
2017,LaVonte Sanders,St. Mary's (MD),1,31,5,4,1,0.282,19.0
2017,Donovan Robinson,St. Mary's (MD),1,11,4,0,1,0.4,40.6
2017,Jake Mahnke,St. Mary's (MD),1,2,0,0,0,,0.0
2017,Marsalis Hurley,St. Mary's (MD),1,13,2,1,0,0.5,11.5
2017,Tre Mouton,St. Mary's (MD),1,21,16,1,0,0.722,33.3
2017,Delaszo Smith,St. Mary's (MD),1,24,7,2,0,0.4,18.1
2017,Jamal Murphy,St. Mary's (MD),1,10,2,2,0,0.5,14.9
2017,Charlie Kwarteng,St. Mary's (MD),1,5,2,3,0,0.5,39.7
2017,Alie Kondeh,St. Mary's (MD),1,15,4,3,1,0.667,16.5
2017,Kyle DePollar,St. Mary's (MD),1,3,0,0,0,0.0,16.5
2017,Brendan Cavanagh,St. Mary's (MD),1,5,0,0,1,,0.0
2017,Travis Clower,Eastern Mennonite,1,20,4,0,1,0.4,14.3
2017,Xavier McCants,Eastern Mennonite,1,13,4,2,1,0.515,21.4
2017,Josh Good,Eastern Mennonite,1,14,0,4,0,0.0,16.3
2017,Mark Loving,Eastern Mennonite,1,3,0,0,0,,0.0
2017,Jamel Howard,Eastern Mennonite,1,1,0,0,0,,0.0
2017,Michael Williams,Eastern Mennonite,1,0,0,0,0,,
2017,Isaiah Harris-Winn,Eastern Mennonite,1,21,16,5,1,1.163,21.4
2017,RaShawn Latimer,Eastern Mennonite,1,26,14,0,3,0.778,19.8
2017,Jerome Jones,Eastern Mennonite,1,35,16,3,2,0.587,25.5
2017,Maleke Jones,Eastern Mennonite,1,26,0,2,4,0.0,13.2
2017,Khalil Davis,Eastern Mennonite,1,20,0,0,0,0.0,14.3
2017,Demetrius Johnson,Eastern Mennonite,1,1,0,0,0,,0.0
2017,Darius Johnson,Eastern Mennonite,1,8,2,0,0,0.532,20.6
2017,Kendall Hawkins,Eastern Mennonite,1,6,0,1,0,,28.6
2017,Darryl Christian,Eastern Mennonite,1,6,9,2,1,0.781,64.3
2017,Bryan Williams,Keystone,1,21,2,2,2,0.2,11.5
2017,ShaShawn Drayton,Keystone,1,20,2,3,0,1.0,2.4
2017,Mark Gilliam,Keystone,1,31,16,1,2,0.667,24.9
2017,Perry Belcher,Keystone,1,26,11,2,1,0.557,27.7
2017,Deion Monroe,Keystone,1,29,8,6,2,0.4,20.0
2017,Terrence Palmer,Keystone,1,5,6,1,0,0.75,48.3
2017,Eric Hardaway,Keystone,1,9,0,0,1,,5.4
2017,John Kirkpatrick,Keystone,1,13,9,1,0,0.654,29.3
2017,Terrence Bowman,Keystone,1,2,0,1,1,,0.0
2017,Devin Stricklin,Keystone,1,22,0,2,7,0.0,11.0
2017,Khyle Diaz,Keystone,1,22,15,2,1,0.577,33.0
2017,Malik Bullock,Johnson & Wales (NC),3,10,6,1,0,0.75,20.2
2017,Majerle Poole,Johnson & Wales (NC),3,69,26,9,5,0.488,23.1
2017,Christian Creswell,Johnson & Wales (NC),3,24,2,2,0,0.225,15.6
2017,Miles Myrick,Johnson & Wales (NC),2,5,0,1,0,0.0,29.1
2017,Chris Greer,Johnson & Wales (NC),3,11,4,1,1,0.515,22.4
2017,Alcyone Moore,Johnson & Wales (NC),3,69,30,8,3,0.491,26.7
2017,James Veal,Johnson & Wales (NC),3,40,12,3,0,0.721,11.7
2017,Rickey Porter,Johnson & Wales (NC),3,78,43,9,0,0.582,26.5
2017,Deion Gilchrist,Johnson & Wales (NC),3,51,12,3,4,0.289,27.4
2017,Jayvoine Parker,Johnson & Wales (NC),3,55,10,5,3,0.36,16.4
2017,Javon Smith,Johnson & Wales (NC),3,72,12,11,9,0.545,10.5
2017,Davian Bryan,Johnson & Wales (NC),3,23,8,6,1,1.031,12.9
2017,Jonathan Paramore,Johnson & Wales (NC),3,25,8,4,5,0.402,30.2
2017,Tory Whiting,Johnson & Wales (NC),1,5,0,1,0,0.0,17.5
2017,Deiontae Mcmillian,Johnson & Wales (NC),3,28,2,1,0,0.101,23.2
2017,Jarrett Ballard,Johnson & Wales (NC),3,35,0,4,5,0.0,5.6
2017,Jake Digiorgio,Illinois Tech,1,28,12,7,0,0.676,16.5
2017,Max Hisatake,Illinois Tech,1,16,5,4,0,0.727,11.8
2017,Parker Joncus,Illinois Tech,1,38,7,2,2,0.902,8.8
2017,Jake Bruns,Illinois Tech,1,3,0,0,0,,28.3
2017,Malik Howze,Illinois Tech,1,33,26,2,5,0.558,39.0
2017,Samuel Rarick,Illinois Tech,1,36,12,15,1,0.51,15.1
2017,Anthony Mosley Jr,Illinois Tech,1,37,27,1,6,0.591,28.5
2017,Akena Latigo,Illinois Tech,1,0,0,0,0,,
2017,Quentin Forberg,Illinois Tech,1,9,0,1,0,,4.7
2017,Dorea Wilson,Reinhardt,1,15,3,4,0,0.3,24.8
2017,Samuel Bunkley,Reinhardt,1,18,8,2,2,0.667,18.1
2017,Latroy Strong,Reinhardt,1,17,4,6,1,0.333,27.4
2017,Scott Hundt,Reinhardt,1,4,0,1,0,,0.0
2017,Melvin Irvin,Reinhardt,1,17,4,4,0,0.515,18.8
2017,Dwight Sanders,Reinhardt,1,16,2,1,1,0.301,21.3
2017,Tyson Campbell,Reinhardt,1,4,0,0,0,0.0,23.3
2017,Brandon Hayes,Reinhardt,1,7,0,1,0,,0.0
2017,Corey Tobin,Reinhardt,1,14,8,0,0,0.8,19.9
2017,Justin Bridges,Reinhardt,1,24,6,0,4,0.75,15.5
2017,Duncan Jones,Reinhardt,1,14,8,3,1,0.68,19.5
2017,Elijah Hirsh,Reinhardt,1,16,6,3,0,0.429,20.4
2017,Matt Misner,Reinhardt,1,8,0,1,1,0.0,17.4
2017,Nehemiah Jones,Reinhardt,1,26,15,3,0,0.759,26.6
2017,Corey Fitzgerald,Pacific Union,2,9,0,3,2,0.0,15.1
2017,Noel Briones,Pacific Union,2,25,5,8,1,0.579,12.0
2017,Brandon Franklin,Pacific Union,2,57,6,2,1,0.203,16.4
2017,Rae Hubbard,Pacific Union,2,49,12,1,6,0.34,27.7
2017,Devon Pinnock,Pacific Union,2,43,9,5,4,0.507,16.4
2017,Jayson Marquez,Pacific Union,2,52,15,9,1,0.419,20.8
2017,Kwuan Guerrero,Pacific Union,1,15,4,6,0,0.41,21.5
2017,Chad Young,Pacific Union,2,39,0,5,2,0.0,5.9
2017,Ben Jazuk,Pacific Union,2,49,21,9,0,0.401,27.2
2017,Deion Utrera,Pacific Union,1,10,2,0,0,0.333,23.5
2017,Malik Muhammad,Pacific Union,1,2,0,1,0,,0.0
2017,Quinton Hamilton,Pacific Union,2,5,0,0,0,,0.0
2017,Damon Jones,Pacific Union,1,7,5,0,0,1.025,30.2
2017,Justin Stevens,Pacific Union,1,3,1,1,0,0.568,14.0
2017,Antho Adams-Rule Sr ,Pacific Union,1,17,9,7,0,0.678,27.0
2017,Greg Brown,Pacific Union,1,18,11,1,1,0.564,33.8
2017,Dylan Foreman,Pacific Lutheran,1,26,9,2,2,0.533,20.5
2017,Markus Glenn,Pacific Lutheran,1,5,0,0,0,0.0,20.5
2017,Jared Christy,Pacific Lutheran,1,28,5,7,3,0.253,19.9
2017,Garth West,Pacific Lutheran,1,26,10,11,0,0.536,20.3
2017,Brandon Lester,Pacific Lutheran,1,37,23,5,0,0.628,28.1
2017,Erik Swartout,Pacific Lutheran,1,24,4,3,4,0.41,16.8
2017,Kyle Sawtell,Pacific Lutheran,1,16,6,2,0,0.6,19.2
2017,Tyson Birrer,Pacific Lutheran,1,20,8,1,1,0.429,23.8
2017,Andrew Ardissone,Pacific Lutheran,1,18,0,0,0,,0.0
2017,Mitch Loomis,Lake Erie,1,24,12,4,0,0.545,26.4
2017,Brogan Scott,Lake Erie,1,28,11,4,0,0.698,18.6
2017,Gabe Kynard,Lake Erie,1,30,10,5,2,0.592,21.9
2017,Jordan Humphrey,Lake Erie,1,18,3,2,3,0.615,10.1
2017,Ryan Middendorf,Lake Erie,1,14,2,7,1,0.25,18.9
2017,David Dunnigan,Lake Erie,1,10,2,2,0,0.5,15.8
2017,Kyle Hagey,Lake Erie,1,1,0,0,1,0.0,52.8
2017,Ennis Thomas,Lake Erie,1,12,3,1,3,0.5,17.6
2017,Erron James,Lake Erie,1,6,0,0,1,0.0,8.8
2017,Jordan Michael,Lake Erie,1,1,0,0,0,,0.0
2017,Nick Wells,Lake Erie,1,19,10,1,2,0.714,19.5
2017,Sean Howard,Lake Erie,1,37,9,2,1,0.375,22.8
2017,Kaleb Gilmore,Chaminade,1,2,0,0,0,0.0,24.6
2017,Tyler Cartaino,Chaminade,2,24,3,2,0,0.387,13.5
2017,Austin Pope,Chaminade,3,94,32,15,7,0.563,16.8
2017,Dantley Walker,Chaminade,3,47,9,3,1,0.409,14.5
2017,Matt Southard,Chaminade,2,10,0,1,0,0.0,4.7
2017,Nate Pollard,Chaminade,3,43,8,9,0,0.495,12.6
2017,Masa Swain,Chaminade,1,1,0,0,0,0.0,49.3
2017,Rohndell Goodwin,Chaminade,3,100,60,17,2,0.561,27.1
2017,Kiran Shastri,Chaminade,3,86,51,4,2,0.718,21.8
2017,Kuany Kuany,Chaminade,3,90,28,16,4,0.496,19.1
2017,Sam Daly,Chaminade,3,93,33,7,10,0.559,24.4
2017,Michael Sakazaki,Chaminade,2,1,0,0,0,0.0,47.2
2017,Kahanu Pu'ulei-Auld,Chaminade,2,9,0,0,2,0.0,10.5
2017,Brandon Gilbertson,Northland,1,4,0,1,0,0.0,34.0
2017,Benny Larry Jr.,Northland,1,6,0,1,0,0.0,15.1
2017,Aaron Houle,Northland,1,8,6,1,0,0.6,28.3
2017,Gus Farrell,Northland,1,3,0,0,0,0.0,15.1
2017,Brandon Galland,Northland,1,11,6,1,1,0.543,35.1
2017,Thomas Whiting,Northland,1,17,2,3,1,0.17,21.0
2017,Matt Zorn,Northland,1,7,2,1,0,1.0,12.9
2017,Harrison Lucas,Northland,1,16,2,0,0,0.25,17.0
2017,Nathan Nicholls,Northland,1,11,0,2,0,0.0,16.5
2017,Kyler Hagen,Northland,1,3,0,0,0,0.0,30.2
2017,Murdock Smith,Northland,1,13,0,4,1,0.0,13.9
2017,Kyle Szilagyi,Northland,1,4,0,0,0,0.0,11.3
2017,Tyler Peterson,Northland,1,21,7,6,0,0.595,19.2
2017,Danon Briggs,Northland,1,15,2,2,0,0.5,15.1
2017,Rijo Jackson,Northland,1,19,13,3,1,0.591,28.6
2017,Maverick Harris,Northland,1,18,3,1,0,0.375,12.6
2017,Dan Campion,Northland,1,24,6,2,6,0.429,17.0
2017,Donovan Harris,Limestone,1,16,0,8,0,0.0,13.6
2017,Macoumba Kane,Limestone,1,28,12,2,1,0.45,30.8
2017,Kenny Hairston,Limestone,1,22,2,1,4,0.106,26.7
2017,Walter Cole,Limestone,1,16,5,2,0,0.357,24.6
2017,Evans Moreau,Limestone,1,24,7,2,2,0.583,16.4
2017,Michael Miller,Limestone,1,14,5,2,1,0.687,14.6
2017,Teron Wallace,Limestone,1,16,6,1,0,1.0,10.5
2017,Shaq Dance,Limestone,1,22,4,2,1,0.4,17.9
2017,Shaun Stewart,Limestone,1,25,11,0,0,0.557,22.2
2017,Justin Hollimon,Limestone,1,17,5,2,0,0.833,13.2
2017,Antwan Bradley,Clarks Summit,1,17,0,1,1,0.0,29.8
2017,Reed Plantz,Clarks Summit,2,20,0,4,0,0.0,9.0
2017,Donald Miller,Clarks Summit,2,19,6,7,0,0.466,23.1
2017,John McCloskey,Clarks Summit,2,43,12,4,3,0.6,14.5
2017,Steven Marvin,Clarks Summit,2,14,0,1,0,0.0,18.6
2017,Noah Lindsey,Clarks Summit,1,25,8,5,0,0.5,15.5
2017,Evan Dougoud,Clarks Summit,1,30,17,4,3,0.73,25.3
2017,Nick Peter,Clarks Summit,1,26,0,1,0,0.0,3.7
2017,Kyron Jones,Clarks Summit,1,35,6,4,6,0.176,29.2
2017,Johnathan Albury,Clarks Summit,2,21,2,5,0,0.5,7.4
2017,Brion Elliot,Clarks Summit,1,22,8,3,1,0.45,28.4
2017,Dwayne Felder,Clarks Summit,1,23,3,2,0,1.5,7.3
2017,Dontier Phelps,Clarks Summit,1,37,15,5,4,0.369,35.5
2017,Kyron Jones,Clarks Summit,1,31,12,3,0,0.47,30.4
2017,Nick Peters,Clarks Summit,1,29,0,2,0,0.0,11.6
2017,Adam Regnier,Clarks Summit,1,8,0,0,0,0.0,21.1
2017,Nate Christian,Hood College,1,2,0,1,0,0.0,29.1
2017,Julian Stover,Hood College,1,1,3,0,0,0.852,102.3
2017,Ian Eversull,Hood College,1,22,8,2,0,0.752,16.7
2017,Jared Ruiz,Hood College,1,29,8,0,2,0.667,16.0
2017,Michael Riley,Hood College,1,11,5,0,0,0.833,15.9
2017,Tyler Evans,Hood College,1,2,0,0,0,,0.0
2017,Kobe Butler,Hood College,1,11,2,1,0,0.25,21.1
2017,Luke Casey,Hood College,1,25,2,3,0,0.5,7.0
2017,Scott Bolen,Hood College,1,21,13,2,1,0.77,26.1
2017,Trevor Magnuski,Hood College,1,21,6,1,3,0.5,24.9
2017,Tanner Ruths,Hood College,1,27,8,3,4,0.541,24.5
2017,Mateo Sanchez,Hood College,1,4,0,1,0,,0.0
2017,Austin Griffiths,Hood College,1,2,0,0,0,,0.0
2017,Michael Robinson,Hood College,1,11,2,1,1,0.25,21.1
2017,Jordan Hall,Hood College,1,2,0,0,0,0.0,29.1
2017,Drew Billingsley,Hood College,1,8,4,0,0,0.515,35.5
2017,Bruice Harris,Hood College,1,1,0,0,0,,116.3
2017,Jaquann Lockhart,Warren Wilson,3,63,6,6,1,0.22,12.7
2017,Jordan Gant,Warren Wilson,3,68,23,4,3,0.508,19.1
2017,Lukas Juozapavicius,Warren Wilson,3,34,6,9,0,0.3,14.7
2017,Merault Almonor,Warren Wilson,3,43,0,5,3,0.0,7.4
2017,Michael Pomeroy,Warren Wilson,3,57,24,6,2,0.51,25.0
2017,Marques Sullivan,Warren Wilson,3,62,30,4,8,0.44,35.9
2017,Thomas Hay,Warren Wilson,2,18,3,2,0,0.647,17.4
2017,Devin Davis,Warren Wilson,3,62,15,8,4,0.452,16.5
2017,Steven Horton Jr.,Warren Wilson,3,54,10,4,3,0.322,24.8
2017,Sean Gribble,Warren Wilson,3,66,11,12,0,0.271,16.7
2017,Garth Bailey,Warren Wilson,3,45,7,4,3,0.339,20.5
2017,Kenrick Nesbit,Warren Wilson,2,28,13,4,0,0.591,24.2
2017,Grant Wallace,Rocky Mountain,1,10,0,1,0,0.0,19.8
2017,Zach Hinton,Rocky Mountain,1,32,11,5,1,0.59,15.9
2017,Danny Betcher,Rocky Mountain,1,5,0,0,0,,0.0
2017,Brayden Wacker,Rocky Mountain,1,1,0,1,0,,0.0
2017,Bryden Boehning,Rocky Mountain,1,29,14,3,0,0.799,16.6
2017,Isaac Martel,Rocky Mountain,1,1,0,0,0,0.0,49.4
2017,Craig Wilmore,Rocky Mountain,1,15,2,3,3,0.258,16.1
2017,Taylor Longo,Rocky Mountain,1,27,7,5,0,0.322,27.2
2017,Derek Graves,Rocky Mountain,1,20,5,3,1,0.5,19.8
2017,Riley Bradshaw,Rocky Mountain,1,36,20,1,7,0.704,23.6
2017,Chad Kananen,Rocky Mountain,1,23,17,1,1,0.86,21.2
2017,Trey Larson,Rocky Mountain,1,1,0,0,0,,0.0
2017,Darren Davy,FDU Florham,1,20,9,5,0,0.414,35.7
2017,Rajaan Dixon,FDU Florham,1,6,5,2,0,0.833,24.0
2017,Veon Lassiter,FDU Florham,1,11,2,2,0,0.155,28.1
2017,Steve Herdman,FDU Florham,1,30,4,4,5,0.2,20.8
2017,Alex Hanssen,FDU Florham,1,10,2,0,0,0.333,14.4
2017,Ryan Rigby,FDU Florham,1,5,0,3,0,0.0,9.6
2017,Eric Ray,FDU Florham,1,5,3,1,0,0.521,27.7
2017,Joe Duffy,FDU Florham,1,3,0,1,1,0.0,32.0
2017,Anthony Mitchell,FDU Florham,1,26,6,0,2,0.304,20.1
2017,Derek Leohner,FDU Florham,1,24,3,2,0,0.276,16.9
2017,James Moran,FDU Florham,1,22,4,2,1,1.064,10.7
2017,Donte Ali,FDU Florham,1,29,8,4,1,0.4,18.2
2017,Tyler Christie,FDU Florham,1,3,0,1,0,,0.0
2017,Timar Brown,FDU Florham,1,6,2,0,0,0.532,15.0
2017,Austin Roth,Coe,1,13,2,2,1,1.0,8.6
2017,Nolan Timp,Coe,1,13,0,0,0,0.0,12.9
2017,Calvin Winker,Coe,1,14,2,2,0,0.5,16.0
2017,Michael Packard,Coe,1,4,0,0,0,,0.0
2017,Hunter Grenier,Coe,1,4,2,0,0,1.0,28.0
2017,Josh Schmitt,Coe,1,3,0,0,0,0.0,18.7
2017,Tommy Hook,Coe,1,7,0,2,1,,0.0
2017,Ivan Morrow,Coe,1,2,2,0,0,0.5,56.0
2017,Zach Schlabaugh,Coe,1,3,0,1,0,0.0,18.7
2017,Spencer Williams,Coe,1,16,0,2,0,0.0,17.5
2017,Nic Roth,Coe,1,5,0,2,0,0.0,11.2
2017,Austin Rix,Coe,1,12,3,2,0,0.436,25.4
2017,Matt Meyer,Coe,1,17,2,2,0,0.143,29.6
2017,Trevor Haaland,Coe,1,24,6,4,3,1.0,9.3
2017,Marshall Shedeck,Coe,1,16,5,4,0,0.357,38.5
2017,Matt Vonderhaar,Coe,1,24,10,1,1,0.357,35.0
2017,Jake VanOort,Coe,1,2,0,0,0,,0.0
2017,Evan Wadsager,Coe,1,6,0,0,2,,18.7
2017,Hunter Pflughaupt,Coe,1,5,3,0,0,0.5,33.6
2017,Josh Jirak,Coe,1,10,0,0,0,,5.6
2017,Gabe Hinton,Berea,1,17,1,5,0,0.266,7.8
2017,Alex Aten,Berea,1,2,2,0,0,1.0,46.2
2017,Jacob Keibler,Berea,1,9,1,2,0,0.568,4.5
2017,Terique Miller,Berea,1,27,3,4,2,0.3,10.3
2017,Austin Glasgow,Berea,1,19,4,1,2,0.5,17.0
2017,Dyonta Bizzle-Brown,Berea,1,18,10,6,0,0.654,27.3
2017,Richard Parker,Berea,1,26,9,3,3,0.305,29.8
2017,Anthony Myrks-Brewer,Berea,1,25,14,7,3,0.781,20.3
2017,Lawrence Martin,Berea,1,12,2,3,0,0.258,22.7
2017,Nick Mccollum,Berea,1,24,12,1,1,0.497,25.2
2017,Stephen Butts,Berea,1,21,6,3,2,0.403,20.8
2017,Dylan Hamlett,George Fox,1,20,12,4,0,0.667,24.2
2017,Isaac Lee,George Fox,1,9,2,3,1,0.25,24.4
2017,Jad Darger,George Fox,1,6,8,2,0,0.8,51.3
2017,Hayden Ford,George Fox,1,3,0,0,0,,14.7
2017,Michael Mercado-Smith,George Fox,1,3,0,0,0,,0.0
2017,Felix Tsai,George Fox,1,9,4,1,1,1.064,9.2
2017,Mason Green-Richards,George Fox,1,1,0,0,0,,44.0
2017,Thomas Rico,George Fox,1,21,6,0,2,0.429,14.7
2017,Johnathan Doutt,George Fox,1,22,12,2,5,0.607,25.7
2017,Jj Lacey,George Fox,1,27,13,4,2,0.505,22.6
2017,Willie Perkins,George Fox,1,13,2,0,3,0.333,13.5
2017,Adam Schwarz,George Fox,1,6,0,2,1,0.0,7.3
2017,Ryan Thistlewood,George Fox,1,16,2,1,0,0.143,22.0
2017,Chris Fedler,George Fox,1,17,11,2,0,0.917,23.3
2017,Joshua Caddel,George Fox,1,7,2,0,1,0.301,20.9
2017,Brendan Jones,George Fox,1,20,7,3,2,0.7,11.0
2017,Sam Roth,Northwest Nazarene,1,6,0,1,0,,0.0
2017,Olamilekan Adetunji,Northwest Nazarene,2,11,0,2,0,,9.1
2017,Jayden Bezzant,Northwest Nazarene,2,40,10,3,0,0.417,20.1
2017,Zac Furgerson,Northwest Nazarene,1,3,2,1,0,0.532,43.5
2017,Nikola Prvulj,Northwest Nazarene,2,28,6,0,2,0.466,13.4
2017,Maurice Jones,Northwest Nazarene,2,44,19,9,2,0.478,27.3
2017,Marko Lepovic,Northwest Nazarene,2,48,6,10,1,0.6,8.4
2017,Carlos Garcia,Northwest Nazarene,1,22,7,4,1,0.595,17.6
2017,Dylan Brink,Northwest Nazarene,2,5,0,0,0,0.0,10.1
2017,Kaileb Rodriguez,Northwest Nazarene,2,59,12,13,1,0.263,22.9
2017,Jalen Shepard,Northwest Nazarene,2,19,5,2,0,0.245,29.6
2017,Bouna N'Diaye,Northwest Nazarene,2,62,25,8,6,0.359,30.7
2017,Pol Olivier,Northwest Nazarene,2,53,6,3,1,0.294,14.4
2017,Kyree Elder,Arkansas-Fort Smith,1,21,8,6,2,0.68,17.5
2017,Brett Jolly,Arkansas-Fort Smith,1,15,4,2,0,0.694,10.3
2017,LaDarius Coleman,Arkansas-Fort Smith,1,18,7,4,1,0.673,21.4
2017,DaVaunta Thomas,Arkansas-Fort Smith,1,25,10,3,3,0.46,27.5
2017,Seth Hawley,Arkansas-Fort Smith,1,14,0,1,3,,11.4
2017,Dalton Glapion,Arkansas-Fort Smith,1,16,4,1,1,0.667,16.7
2017,Seth Youngblood,Arkansas-Fort Smith,1,19,11,0,0,0.799,22.1
2017,Alex Cooper,Arkansas-Fort Smith,1,24,6,2,1,0.429,22.2
2017,Osahen Iduwe,Arkansas-Fort Smith,1,8,0,1,0,0.0,6.7
2017,Darrius Parker,Arkansas-Fort Smith,1,17,5,2,1,1.078,19.8
2017,Ognjen Vasiljevic,Arkansas-Fort Smith,1,23,14,0,2,1.017,27.6
2017,Hasan Varence,Ohio Dominican,1,17,6,2,1,0.338,25.6
2017,Mike DeLeon,Ohio Dominican,1,10,4,3,0,1.0,9.8
2017,Adam Cytlak,Ohio Dominican,1,13,0,2,0,0.0,22.6
2017,Ronnie Williams,Ohio Dominican,1,28,9,5,1,0.666,20.6
2017,Shemar Waugh,Ohio Dominican,1,20,9,1,1,0.563,19.6
2017,Michael Scott,Ohio Dominican,1,6,2,0,0,0.5,24.5
2017,Sam Hickey,Ohio Dominican,1,17,11,2,1,0.564,39.7
2017,Cam Brandon,Ohio Dominican,1,7,0,0,2,0.0,20.2
2017,Michael Simon,Ohio Dominican,1,18,0,1,2,0.0,13.6
2017,Ben Casanova,Ohio Dominican,1,18,2,5,0,0.291,12.1
2017,Alex Stevens,Ohio Dominican,1,13,6,0,0,1.042,14.6
2017,Ryan Hoyng,Ohio Dominican,1,20,2,2,1,0.25,12.3
2017,RJ Jones,Ohio Dominican,1,13,3,3,0,0.3,26.4
2017,Ronnie Jackson,Oak Hills Christian,1,24,8,6,1,0.5,19.7
2017,Blake Dragt,Oak Hills Christian,1,21,7,5,0,0.509,22.2
2017,Duke Abalos,Oak Hills Christian,1,35,14,0,1,0.583,19.5
2017,Joe Weeks,Oak Hills Christian,1,7,0,0,0,,0.0
2017,Michael Wolfe,Oak Hills Christian,1,26,5,3,2,0.625,14.1
2017,Colin Tyrone,Oak Hills Christian,1,27,2,1,2,0.111,21.4
2017,Moe Blackmon,Oak Hills Christian,1,38,12,1,6,0.344,26.8
2017,Bernachi Dismond,Oak Hills Christian,1,22,0,3,0,0.0,19.1
2017,Max Cooper,Mayville State,1,5,0,0,0,0.0,29.7
2017,Daniel Lindgren,Mayville State,1,21,0,2,1,0.0,14.2
2017,Eric Staebler,Mayville State,1,20,12,3,0,0.564,31.3
2017,Michael Slaba,Mayville State,1,8,0,1,0,,0.0
2017,Creighton Pfau,Mayville State,1,17,5,4,0,0.363,20.1
2017,Jacob Eaton,Mayville State,1,18,4,4,1,0.34,24.4
2017,Garek Droog,Mayville State,1,20,13,6,1,0.63,25.6
2017,Ben Maranan,Mayville State,1,14,5,1,1,0.417,28.3
2017,Josh Foulds,Mayville State,1,17,0,3,0,0.0,8.7
2017,Austin Schultz,Mayville State,1,3,0,0,0,,16.5
2017,Aidan Quinn,Mayville State,1,20,10,3,3,0.714,19.8
2017,Austin Lee,Mayville State,1,10,0,0,0,0.0,9.9
2017,Conor Quinn,Mayville State,1,19,17,4,3,1.063,26.1
2017,Josh DeWitt,Mayville State,1,8,0,1,0,0.0,6.2
2017,Zach Kopp,Bridgewater College (VA),2,24,3,4,0,0.161,18.8
2017,Bryce Boggs,Bridgewater College (VA),2,56,22,7,5,0.475,28.6
2017,Kevin Saylor,Bridgewater College (VA),2,47,12,2,1,0.375,20.6
2017,Efe Balfour,Bridgewater College (VA),2,38,19,6,0,0.692,22.6
2017,Romello Crowell,Bridgewater College (VA),2,44,8,5,4,0.347,17.1
2017,Jesse Case,Bridgewater College (VA),2,57,2,10,1,0.067,18.7
2017,Joe Lewis,Bridgewater College (VA),2,40,0,7,0,0.0,15.7
2017,Keonte Dennis,Bridgewater College (VA),2,41,11,4,0,0.611,14.2
2017,Paul Brown,Bridgewater College (VA),2,25,8,3,0,0.405,24.9
2017,Hunter Dotson,Bridgewater College (VA),2,9,2,1,0,0.266,20.2
2017,Tim Dougan,Bridgewater College (VA),2,9,0,1,0,,0.0
2017,Essex Thompson,Bridgewater College (VA),1,10,2,1,0,0.25,24.4
2017,Mikey Hatfield,CS Dominguez Hills,1,30,8,6,0,0.68,13.7
2017,Justin Sadler,CS Dominguez Hills,1,25,12,5,0,0.676,22.7
2017,Khalil Bedart-Ghani,CS Dominguez Hills,1,27,0,5,2,0.0,15.2
2017,Deondre Otis,CS Dominguez Hills,1,17,0,2,1,0.0,15.3
2017,Vincent Golson,CS Dominguez Hills,1,38,20,7,6,0.546,30.6
2017,Marquis Godfrey,CS Dominguez Hills,1,14,5,4,0,0.425,21.9
